,fuelexpn,hhcompx,gorEHS,FullincDeciles,FPEER,FPEERband,AHCIncomeEQ,fpflgb,fpflgf,HousingCosts
8991,1401.09,3,5,6,66.8,2,22910.83333,0,0,0.0
8992,1261.99,4,5,7,73.0,1,17691.875,0,0,4420.0
8993,1244.44,1,6,7,68.66,1,24616.0,0,0,6120.0
8994,1392.13,5,6,4,63.67,2,15416.0,0,0,4500.0
8995,1152.57,2,6,7,67.15,2,30582.0,0,0,3360.0
8996,1495.7,5,6,7,52.5,3,24418.0,0,0,7800.0
8997,1441.02,1,6,7,62.41,2,24833.0,0,0,6600.0
8998,1858.53,5,6,9,58.58,2,23346.73913,0,0,6720.0
8999,1529.35,3,6,5,52.45,3,16270.0,0,0,2400.0
9000,1564.84,1,6,8,61.35,2,37717.0,0,0,0.0
9001,1334.21,7,6,4,45.52,3,32591.37931,0,0,0.0
9002,1319.42,1,6,8,58.28,2,34218.0,0,0,5400.0
9003,1036.36,6,6,1,57.97,2,15182.75862,1,1,0.0
9004,1393.27,7,6,4,54.39,3,33387.93103,0,0,0.0
9005,1142.85,1,6,8,61.1,2,31789.02888,0,0,6715.971124
9006,1523.47,5,6,2,64.44,2,5719.014085,1,1,4940.0
9007,1657.74,3,6,4,53.33,3,10581.42857,0,0,6600.0
9008,598.59,7,6,1,76.8,1,10644.82759,0,0,3900.0
9009,875.02,7,6,2,67.54,2,14765.51724,1,0,3900.0
9010,1787.91,4,6,1,52.23,3,-883.4097001,1,1,5643.4097
9011,828.65,7,6,4,68.22,2,22215.51724,0,0,5400.0
9012,1995.32,3,6,9,36.43,4,35854.16667,0,0,9600.0
9013,1066.46,7,6,2,65.47,2,12968.96552,0,0,5700.0
9014,921.49,7,6,3,65.26,2,21243.10345,0,0,3750.0
9015,1371.12,1,6,3,56.32,2,15729.0,0,0,1534.0
9016,1280.4,4,6,4,64.01,2,19338.46154,0,0,5850.0
9017,1304.05,5,6,7,57.17,2,26382.0,0,0,4680.0
9018,1574.6,2,6,9,65.25,2,26792.3913,0,0,0.0
9019,1149.63,7,6,2,35.88,4,25289.65517,0,0,0.0
9020,2619.54,3,6,7,34.43,4,13333.69565,1,0,5900.0
9021,1213.56,2,6,1,61.94,2,3344.0,1,1,0.0
9022,1291.51,2,6,2,68.07,2,12651.0,0,1,0.0
9023,1243.58,4,6,2,64.46,2,10411.53846,1,0,5096.0
9024,3409.39,3,6,10,38.29,4,32098.36957,0,0,0.0
9025,778.4,6,6,1,73.68,1,6079.310345,0,0,4380.0
9026,2157.9,2,6,9,62.6,2,54392.0,0,0,0.0
9027,1037.13,3,6,6,67.62,2,19973.33333,0,0,4320.0
9028,1460.73,4,6,4,53.14,3,19316.66667,0,0,4368.0
9029,1958.86,3,6,9,62.88,2,20957.14286,0,0,15600.0
9030,735.96,7,6,3,74.2,1,19172.41379,0,0,4628.0
9031,1160.41,2,6,4,70.47,1,21541.0,0,0,0.0
9032,746.11,2,6,1,72.11,1,5210.0,0,0,4500.0
9033,880.85,6,6,1,65.63,2,17679.31034,0,0,0.0
9034,1484.59,4,6,3,60.88,2,13215.30612,1,0,4628.0
9035,799.03,1,6,8,73.37,1,32382.0,0,0,6060.0
9036,1005.02,1,6,10,79.51,1,100000.0,0,0,17880.0
9037,1361.58,3,6,4,63.48,2,13813.33333,0,0,5256.0
9038,1307.55,3,6,5,64.07,2,12455.0,0,0,7500.0
9039,1126.58,4,6,2,64.66,2,10478.20513,0,0,6300.0
9040,1034.02,4,6,4,67.92,2,17792.30769,0,0,4524.0
9041,804.8,7,6,8,74.39,1,67367.24138,0,0,0.0
9042,2399.66,7,6,6,5.19,5,42211.46994,0,0,4924.347432
9043,950.23,7,6,3,61.65,2,19100.0,0,0,6720.0
9044,989.98,7,6,7,68.78,1,59682.75862,0,0,0.0
9045,1287.81,1,6,10,65.6,2,77987.0,0,0,13200.0
9046,1339.82,5,6,4,62.72,2,14801.0,0,0,4610.0
9047,1013.1,4,6,2,72.27,1,11819.23077,1,0,4620.0
9048,2279.34,5,10,9,23.65,4,49380.0,0,0,0.0
9049,1307.46,3,10,5,61.97,2,14382.5,0,0,7200.0
9050,893.87,6,10,2,72.21,1,8256.896552,0,0,7500.0
9051,1147.43,7,10,5,58.18,2,34536.2069,0,0,4264.0
9052,2379.88,3,10,8,33.19,4,20670.0,0,0,9600.0
9053,3597.37,2,10,8,24.62,4,31157.0,0,0,7000.0
9054,1800.35,1,10,10,41.65,3,42804.0,0,0,14400.0
9055,1139.09,1,10,4,62.19,2,21223.0,0,0,0.0
9056,1337.77,2,10,8,73.99,1,39612.0,0,0,0.0
9057,1449.31,7,10,3,51.88,3,18534.48276,0,0,4500.0
9058,1145.37,1,10,9,69.24,1,40601.0,0,0,12540.0
9059,1769.3,3,10,7,52.38,3,22220.0,0,0,8100.0
9060,3715.95,2,10,7,45.38,3,22860.56338,1,1,0.0
9061,1615.82,5,10,10,61.79,2,20921.17935,0,0,15722.89879
9062,1153.25,1,10,9,71.97,1,33125.35211,0,0,5824.0
9063,1111.35,2,10,4,70.85,1,16774.0,0,0,5070.0
9064,1320.46,1,10,10,61.48,2,88619.0,0,0,10200.0
9065,1297.27,2,10,6,68.8,1,29266.0,0,0,0.0
9066,1244.69,3,10,5,69.77,1,11299.38272,0,0,7475.0
9067,1118.74,1,10,4,67.51,2,14693.0,0,0,3936.0
9068,1638.26,5,10,3,62.88,2,8347.922538,0,0,9930.077462
9069,1606.31,4,10,4,74.97,1,4895.108696,0,0,10200.0
9070,1150.0,3,10,4,66.53,2,7316.666667,0,0,12326.0
9071,1367.26,3,10,6,65.98,2,10186.95652,0,0,9300.0
9072,1515.46,1,10,3,64.72,2,11216.0,1,0,6780.0
9073,960.57,2,10,8,76.23,1,36531.0,0,0,0.0
9074,2482.87,4,10,3,30.7,4,13432.65306,1,1,4628.0
9075,1221.99,2,10,8,68.47,2,39765.0,0,0,0.0
9076,1000.07,7,10,3,58.04,2,31120.68966,0,0,0.0
9077,839.16,6,10,3,72.49,1,19818.96552,0,0,3744.0
9078,1357.07,3,10,8,74.16,1,15036.76471,0,0,5824.0
9079,1055.35,1,10,7,71.32,1,26254.0,0,0,7680.0
9080,1292.46,7,10,3,49.6,3,19963.7931,1,0,5668.0
9081,1897.27,5,10,6,45.61,3,20820.0,0,0,5760.0
9082,2150.89,1,10,6,40.22,3,18532.0,0,0,7800.0
9083,2134.84,6,10,2,17.54,5,12798.15374,1,1,4448.070828
9084,1596.84,3,10,9,74.95,1,31425.0,0,0,4200.0
9085,731.0,6,10,2,76.66,1,14434.48276,0,0,3692.0
9086,1219.12,3,10,6,70.46,1,20385.44872,0,0,4098.461538
9087,1365.2,4,10,3,65.96,2,11807.14286,1,0,4940.0
9088,798.52,1,10,7,76.33,1,26010.0,0,0,4800.0
9089,1777.48,1,10,6,59.84,2,14712.67606,0,0,9000.0
9090,724.6,6,10,1,73.85,1,6194.827586,1,0,4160.0
9091,697.8,2,10,5,82.81,1,18591.9128,0,0,5334.0872
9092,1514.78,1,10,4,34.9,4,15769.0,0,0,5400.0
9093,1547.39,3,10,6,71.6,1,13408.57143,0,0,9000.0
9094,1004.51,6,10,1,64.69,2,-1000.0,1,1,7500.0
9095,1322.35,5,10,4,61.42,2,15652.0,0,0,5070.0
9096,1437.81,3,10,5,62.93,2,11102.14286,0,0,7560.0
9097,1234.9,2,10,3,64.66,2,11962.0,1,0,4056.0
9098,1823.32,3,10,7,48.48,3,20428.14344,0,0,3128.036316
9099,1176.15,7,10,6,61.27,2,46775.86207,0,0,0.0
9100,1684.94,7,10,4,14.18,5,35498.27586,0,0,0.0
9101,1575.08,2,10,8,77.71,1,37682.0,0,0,0.0
9102,476.41,6,10,1,84.42,1,750.2354948,0,0,6324.863413
9103,903.35,6,10,3,57.47,2,16118.96552,0,0,5940.0
9104,722.11,7,10,1,76.13,1,18448.27586,0,0,0.0
9105,930.21,5,10,5,76.04,1,17217.5762,0,0,8623.4238
9106,456.23,6,10,2,82.34,1,10061.96127,0,0,5792.062464
9107,1435.94,4,10,6,60.36,2,17070.0,0,0,8760.0
9108,1200.27,4,10,8,67.2,2,26264.16667,0,0,10200.0
9109,1166.18,6,10,5,67.59,2,39063.7931,0,0,0.0
9110,745.29,2,10,8,79.38,1,30248.0,0,0,7320.0
9111,1173.5,3,10,6,75.57,1,12693.19527,0,0,4615.384615
9112,1617.48,1,7,10,60.86,2,45665.49296,0,0,8040.0
9113,1283.64,3,7,1,66.52,2,-3852.142857,1,1,7200.0
9114,1030.63,1,7,10,64.52,2,48946.0,0,0,10212.0
9115,1170.91,2,7,6,66.57,2,27269.0,0,0,0.0
9116,1722.07,3,7,10,61.49,2,35492.59259,0,0,14400.0
9117,942.26,2,7,1,74.35,1,10669.0,0,0,0.0
9118,646.92,6,7,1,71.38,1,9858.62069,0,0,5350.0
9119,986.18,4,7,3,66.48,2,16021.0461,0,0,4127.584038
9120,654.34,7,7,2,81.64,1,24382.75862,0,0,0.0
9121,1214.44,4,7,6,72.44,1,13540.74074,0,0,5000.0
9122,977.5,1,7,3,54.19,3,14204.05257,0,0,3218.947432
9123,1317.15,3,7,5,73.79,1,10154.375,0,0,6084.0
9124,792.61,7,7,3,70.82,1,26298.67914,0,0,1541.766097
9125,1020.78,4,7,3,71.03,1,12982.53526,0,0,5101.6225
9126,1315.29,3,7,8,63.38,2,26727.14286,0,0,5650.0
9127,1429.77,1,7,4,55.94,2,15472.3775,0,0,5401.6225
9128,865.52,1,7,1,76.18,1,-1077.0,0,1,9240.0
9129,735.33,7,7,4,79.96,1,33125.86207,0,0,0.0
9130,860.4,6,7,1,69.36,1,4912.068966,1,1,4680.0
9131,1205.28,3,7,5,69.0,1,12333.57143,0,0,5132.0
9132,3125.1,5,7,9,33.29,4,22872.32143,0,0,0.0
9133,928.24,3,7,6,75.84,1,15276.66667,0,0,8400.0
9134,723.06,6,7,3,78.61,1,20273.07692,0,0,5416.615385
9135,1109.99,3,7,5,79.14,1,15055.83333,0,0,7500.0
9136,1230.59,6,7,2,48.0,3,22343.10345,0,0,0.0
9137,872.52,6,7,2,65.59,2,14413.7931,0,0,4800.0
9138,1376.23,1,7,9,62.72,2,37637.0,0,0,7800.0
9139,970.09,7,7,2,64.98,2,15522.41379,1,0,4300.0
9140,1743.24,3,7,6,69.26,1,8280.882353,0,0,11400.0
9141,1203.43,1,7,8,61.72,2,35644.0,0,0,7920.0
9142,898.56,6,7,2,65.94,2,18611.27321,0,0,3288.461538
9143,1232.57,3,7,7,73.86,1,14037.06678,0,0,5693.538462
9144,998.59,2,7,9,71.3,1,46707.0,0,0,0.0
9145,1576.78,1,7,10,55.82,2,61193.66197,0,0,0.0
9146,847.01,7,7,5,64.62,2,29244.82759,0,0,5340.0
9147,1033.63,1,7,3,81.97,1,5063.043478,0,0,5824.0
9148,1516.71,3,7,7,59.45,2,22540.0,0,0,6300.0
9149,2448.18,1,7,10,51.41,3,92921.83099,0,0,0.0
9150,4259.8,7,7,10,17.06,5,100000.0,0,0,0.0
9151,970.14,6,7,3,69.68,1,20641.37931,0,0,5988.0
9152,1020.19,2,7,2,68.82,1,13160.0,0,0,0.0
9153,1019.75,7,7,2,66.96,2,11279.31034,0,0,5796.0
9154,1060.13,2,7,3,70.54,1,17363.0,0,0,0.0
9155,775.56,7,7,1,71.88,1,9736.206897,0,0,5200.0
9156,2551.57,1,7,8,42.67,3,16937.50202,0,0,10054.99628
9157,1353.17,3,7,5,67.38,2,6858.943089,0,0,6448.0
9158,685.29,7,7,1,76.79,1,8810.166724,0,0,4906.1033
9159,818.76,7,7,1,74.79,1,7055.172414,0,0,4750.0
9160,1515.21,3,7,7,58.0,2,16894.94505,0,0,6923.076923
9161,979.23,6,7,6,66.38,2,31350.0,0,0,7800.0
9162,880.53,1,7,10,79.29,1,49559.0,0,0,17520.0
9163,753.58,1,7,6,78.54,1,19405.0,0,0,10560.0
9164,1088.4,1,7,10,61.62,2,51356.0,0,0,7200.0
9165,1404.13,5,7,3,61.38,2,9238.0,1,0,6110.0
9166,1257.58,4,7,2,63.14,2,8636.0,1,0,5980.0
9167,1418.12,4,7,4,52.46,3,15806.41026,0,0,8400.0
9168,1980.61,3,7,3,48.46,3,5342.857143,1,1,10500.0
9169,769.33,7,7,1,66.66,2,-1527.586207,0,1,7800.0
9170,1323.93,2,7,9,58.56,2,37356.0,0,0,7800.0
9171,1217.89,5,7,8,68.96,1,23971.12676,0,0,6032.0
9172,1436.57,2,7,9,56.33,2,45645.0,0,0,2496.0
9173,1304.82,5,7,5,59.56,2,18401.0,0,0,6840.0
9174,1350.41,3,7,9,60.67,2,30153.08642,0,0,0.0
9175,1533.22,3,7,2,65.03,2,7510.833333,1,1,5580.0
9176,1110.81,2,7,3,57.5,2,15297.0,0,0,0.0
9177,1193.73,7,7,3,53.36,3,19722.41379,1,0,4056.0
9178,1408.37,4,7,6,72.83,1,10788.61386,0,0,4335.0
9179,1058.82,7,7,3,62.04,2,21401.72414,0,0,4472.0
9180,900.77,7,7,1,64.94,2,7775.862069,0,0,6300.0
9181,1506.11,3,7,8,71.05,1,22624.07407,0,0,3480.0
9182,1045.34,7,7,1,66.08,2,18612.06897,0,0,0.0
9183,1194.27,2,7,8,64.09,2,44127.0,0,0,0.0
9184,911.53,7,7,3,63.57,2,29870.68966,0,0,0.0
9185,1463.85,3,7,10,66.9,2,33722.83951,0,0,10800.0
9186,1677.82,1,7,5,46.88,3,14602.8169,0,0,5160.0
9187,851.1,7,7,2,64.48,2,13587.93103,0,0,4550.0
9188,828.54,7,7,2,74.46,1,23839.65517,0,0,0.0
9189,1317.6,3,7,9,70.86,1,25777.77778,0,0,7200.0
9190,1097.03,2,7,3,66.2,2,10720.0,0,0,4508.0
9191,1015.54,1,7,6,70.63,1,21520.2976,0,0,5255.7024
9192,2060.87,2,7,10,46.13,3,81657.74648,0,0,0.0
9193,662.48,7,7,1,75.11,1,6491.37931,1,0,3900.0
9194,1071.88,3,7,9,70.24,1,31970.0,0,0,12000.0
9195,1478.91,4,7,5,60.53,2,14877.11864,0,0,4784.0
9196,912.25,1,7,8,73.65,1,29550.0,0,0,13200.0
9197,1513.9,3,7,7,74.48,1,13744.44444,0,0,8008.0
9198,566.9,7,7,2,83.07,1,13448.27586,0,0,5880.0
9199,976.07,6,8,6,64.07,2,22662.06897,0,0,14400.0
9200,1240.69,1,8,9,53.79,3,36497.0,0,0,14400.0
9201,1813.61,5,8,10,57.48,2,53362.67606,0,0,0.0
9202,1437.83,3,8,7,56.85,2,17432.72454,0,0,11481.18564
9203,1317.0,4,8,7,64.48,2,14493.58974,0,0,19800.0
9204,1424.79,1,8,6,63.29,2,6439.965281,1,0,19560.03472
9205,1706.41,5,8,10,60.23,2,25003.9823,0,0,8100.0
9206,1571.47,1,8,5,52.99,3,12736.61972,0,0,5720.0
9207,981.13,2,8,4,66.76,2,12343.0,0,0,7800.0
9208,1494.84,3,8,6,69.8,1,12016.30435,0,0,7748.0
9209,956.1,4,8,4,78.98,1,13653.3649,0,0,5303.7024
9210,818.92,7,8,2,73.41,1,12991.37931,0,0,5280.0
9211,836.37,1,8,5,74.52,1,18374.0,0,0,5004.0
9212,742.55,7,8,2,71.8,1,13644.82759,0,0,5800.0
9213,1106.98,4,8,2,72.92,1,7431.666667,1,0,5668.0
9214,1377.23,3,8,4,61.69,2,10232.39437,0,0,6000.0
9215,1544.96,7,8,2,34.32,4,8636.206897,1,1,6780.0
9216,1083.69,3,8,10,71.81,1,54442.5,0,0,15600.0
9217,1519.32,3,8,10,47.82,3,17925.0,0,0,28600.0
9218,1675.2,4,8,8,64.45,2,19096.875,0,0,6500.0
9219,1339.11,2,8,5,56.94,2,23579.0,0,0,0.0
9220,1762.86,3,8,7,59.89,2,8350.0,0,0,15000.0
9221,1558.51,3,8,7,60.75,2,12665.0,0,0,14400.0
9222,1136.0,4,8,1,71.38,1,4119.387755,0,1,7020.0
9223,991.12,7,8,1,56.3,2,-14618.96552,1,1,15120.0
9224,1201.6,1,8,10,73.67,1,28303.80435,0,0,6292.0
9225,1292.46,4,8,1,62.54,2,3185.211268,1,1,6600.0
9226,923.69,1,8,8,79.01,1,20054.22535,0,0,13500.0
9227,1266.37,3,8,4,68.27,2,8033.098592,0,0,7200.0
9228,1716.74,5,8,10,58.81,2,49592.59259,0,0,0.0
9229,1665.65,3,8,8,55.67,2,18138.88889,0,0,5400.0
9230,950.83,4,8,5,74.73,1,17073.46939,0,0,7228.0
9231,2057.57,1,8,9,66.62,2,21847.94155,0,0,6314.652103
9232,1282.16,3,8,6,81.76,1,8337.5,0,0,7800.0
9233,628.44,6,8,1,78.91,1,6813.793103,1,0,4524.0
9234,982.53,5,8,6,67.16,2,23393.0,0,0,6240.0
9235,827.34,4,8,5,75.78,1,16233.33333,0,0,9600.0
9236,1240.08,5,8,5,72.12,1,16650.0,0,0,6240.0
9237,1040.0,5,8,3,67.71,2,10863.3224,0,0,5069.6776
9238,1457.58,4,8,7,63.73,2,13679.28571,0,0,11400.0
9239,893.2,6,8,4,71.31,1,22581.03448,0,0,5928.0
9240,1302.9,5,8,6,64.16,2,22789.0,0,0,5668.0
9241,930.03,3,8,4,78.62,1,8069.166667,0,0,10104.0
9242,1255.33,5,8,3,68.75,1,10572.5,0,0,5564.0
9243,767.57,4,8,4,73.71,1,10237.17949,0,0,13936.0
9244,2448.72,5,8,8,41.45,3,3304.929577,0,0,35340.0
9245,1465.2,5,8,4,61.63,2,14120.0,0,0,6240.0
9246,1202.0,3,8,7,71.66,1,21863.33333,0,0,8400.0
9247,1230.42,5,8,6,59.13,2,25408.0,0,0,4940.0
9248,1053.5,6,8,1,64.46,2,4937.452414,1,1,1419.2776
9249,986.79,2,8,7,66.13,2,26018.0,0,0,6000.0
9250,836.25,6,8,1,62.76,2,11089.65517,1,0,4800.0
9251,2030.85,3,8,8,56.0,2,15384.90485,0,0,21441.11419
9252,1823.15,7,8,1,55.95,2,12924.13793,1,1,0.0
9253,734.72,6,8,1,75.66,1,8925.862069,0,0,4784.0
9254,857.37,4,8,4,76.31,1,12335.83333,0,0,5616.0
9255,1162.28,5,8,4,69.4,1,9354.452394,0,0,6733.6776
9256,2005.56,2,8,4,47.5,3,15413.38028,0,0,0.0
9257,2420.58,3,8,7,61.6,2,5205.0,0,0,25200.0
9258,2031.65,2,8,5,39.23,3,25195.0,0,0,0.0
9259,996.84,1,8,8,70.59,1,33405.0,0,0,6760.0
9260,1299.34,2,8,4,55.24,2,12261.0,0,0,6604.0
9261,891.33,7,8,2,63.97,2,20355.17241,0,0,0.0
9262,860.41,6,8,9,68.6,1,59582.75862,0,0,16800.0
9263,1414.13,3,8,9,64.6,2,15451.47059,0,0,14400.0
9264,1916.34,3,8,10,66.28,2,28456.59341,0,0,16800.0
9265,1672.34,3,8,4,69.77,1,9558.571429,0,0,7800.0
9266,942.6,6,8,1,59.97,2,6276.417931,0,0,6473.6776
9267,1480.42,3,8,6,63.8,2,4798.039216,1,0,16640.0
9268,1440.83,2,8,9,68.46,2,51714.0,0,0,0.0
9269,1114.66,7,8,8,67.95,2,73915.51724,0,0,0.0
9270,873.46,1,8,8,61.19,2,34176.0,0,0,9900.0
9271,1470.08,2,8,9,59.64,2,34369.01408,0,0,0.0
9272,880.77,3,8,8,83.25,1,27461.66667,0,0,6344.0
9273,1101.49,7,8,2,63.33,2,13644.82759,1,0,6084.0
9274,848.66,6,8,5,67.22,2,28936.2069,0,0,7440.0
9275,1436.21,2,8,4,54.44,3,21660.0,0,0,0.0
9276,1530.12,2,8,3,55.51,2,16688.0,0,0,0.0
9277,1015.95,6,8,2,41.12,3,16200.0,0,0,4440.0
9278,1198.29,7,8,7,52.46,3,59360.34483,0,0,0.0
9279,1695.53,3,8,9,54.18,3,32490.0,0,0,16800.0
9280,775.42,6,8,1,69.34,1,2344.827586,1,1,3900.0
9281,1418.04,6,8,3,35.29,4,17046.55172,0,0,5460.0
9282,949.37,6,8,3,63.97,2,18401.72414,0,0,4888.0
9283,723.6,1,8,8,73.19,1,37347.69923,0,0,2938.300768
9284,1383.38,5,8,4,54.96,2,6852.7224,0,0,14488.2776
9285,1180.14,7,8,2,54.15,3,12241.37931,1,0,6188.0
9286,1086.92,4,8,4,67.6,2,10342.85714,0,0,5356.0
9287,693.7,7,8,4,77.53,1,26486.2069,0,0,6448.0
9288,1036.23,1,8,1,70.21,1,-10840.0,1,1,15349.0
9289,1438.6,3,8,5,65.82,2,9204.901961,0,0,5356.0
9290,1363.29,5,8,3,65.55,2,6801.408451,1,0,6188.0
9291,1252.04,1,9,2,68.23,2,1679.0,0,0,11400.0
9292,1235.27,2,9,1,62.51,2,5808.0,1,1,5424.0
9293,827.59,7,9,1,78.19,1,-3834.482759,1,1,6760.0
9294,1047.06,7,9,5,63.14,2,40767.24138,0,0,0.0
9295,1929.68,1,9,8,39.92,3,26597.0,0,0,16800.0
9296,4130.45,3,9,4,23.08,4,11767.85714,1,1,3000.0
9297,1673.29,2,9,8,64.02,2,37356.0,0,0,0.0
9298,2040.98,1,9,10,71.74,1,28264.67391,0,0,38400.0
9299,1795.02,3,9,6,52.14,3,13538.33333,0,0,11700.0
9300,810.33,5,9,3,78.28,1,9095.0,0,0,4680.0
9301,1010.31,2,9,7,71.0,1,31025.0,0,0,0.0
9302,1295.37,3,9,4,67.33,2,7716.428571,0,0,9000.0
9303,758.01,1,9,4,77.94,1,13684.0,0,0,7800.0
9304,946.55,4,9,3,70.8,1,11348.0,0,0,5280.0
9305,1056.23,2,9,3,75.39,1,10340.0,1,0,5100.0
9306,1351.89,1,9,5,56.74,2,23425.0,0,0,0.0
9307,1440.08,4,9,6,54.91,2,18746.66667,0,0,4800.0
9308,1550.44,4,9,4,61.07,2,11515.30612,1,0,9240.0
9309,1192.42,2,9,6,66.6,2,26516.0,0,0,0.0
9310,1006.56,7,9,5,66.0,2,34089.65517,0,0,4029.0
9311,1658.31,3,9,6,54.21,3,13302.8169,0,0,9250.0
9312,1298.53,4,9,5,68.61,1,12594.0678,0,0,9000.0
9313,2285.47,2,9,9,55.65,2,53970.0,0,0,0.0
9314,1700.14,3,9,9,67.23,2,35951.42857,0,0,3612.0
9315,946.35,2,9,10,76.12,1,51525.1866,0,0,2661.235023
9316,1640.1,3,9,10,78.22,1,56198.76543,0,0,19500.0
9317,1325.64,1,9,10,62.82,2,71460.0,0,0,14400.0
9318,1167.29,3,9,2,73.62,1,4380.0,0,0,7319.0
9319,1583.13,3,9,8,68.17,2,25415.0,0,0,8400.0
9320,832.1,7,9,2,70.53,1,16943.10345,0,0,4628.0
9321,1504.99,3,9,8,74.55,1,13463.125,0,0,21600.0
9322,3128.07,3,9,10,44.71,3,41457.6087,0,0,14400.0
9323,1657.61,2,9,8,53.71,3,44561.0,0,0,0.0
9324,1519.07,5,9,3,61.84,2,6923.943662,0,0,5980.0
9325,1641.95,2,9,2,50.58,3,12483.79823,1,1,75.20176595
9326,2423.14,1,9,10,31.11,4,57807.04225,0,0,7500.0
9327,1905.67,4,9,4,69.0,1,10127.9661,0,0,9120.0
9328,1054.11,4,9,9,77.03,1,32678.81356,0,0,7150.0
9329,1690.35,3,9,3,71.39,1,1011.428571,0,1,14400.0
9330,1078.19,1,9,5,66.7,2,15691.0,0,0,9000.0
9331,975.6,7,9,3,67.98,2,28924.13793,0,0,0.0
9332,1410.99,3,9,4,67.0,2,9345.0,0,0,8832.0
9333,1395.26,4,9,3,57.22,2,7510.25641,1,0,11700.0
9334,1149.63,3,9,4,73.03,1,8963.571429,0,0,8400.0
9335,2308.72,3,9,9,50.28,3,25028.57143,0,0,14400.0
9336,866.48,7,9,2,60.03,2,14075.86207,1,0,3588.0
9337,1143.65,1,9,8,67.26,2,28074.0,0,0,12360.0
9338,1647.46,5,9,5,59.31,2,10134.16667,1,0,11100.0
9339,1395.32,3,9,5,64.47,2,13419.375,0,0,4380.0
9340,881.67,6,9,4,64.19,2,25313.7931,0,0,4560.0
9341,1304.59,4,9,4,68.72,1,10768.57143,0,0,4732.0
9342,1325.58,1,9,4,56.62,2,11436.0,0,0,8400.0
9343,2063.26,3,9,7,60.86,2,20602.8169,0,0,1356.0
9344,962.28,7,9,2,58.12,2,22194.48276,0,0,1.2
9345,1058.56,4,9,5,70.45,1,21751.0,0,0,1632.0
9346,1397.36,7,9,4,33.94,4,23618.96552,0,0,6192.0
9347,1152.79,2,9,7,67.85,2,28382.0,0,0,6656.0
9348,1600.2,2,9,9,68.86,1,35978.16901,0,0,0.0
9349,1962.86,3,9,8,68.27,2,21819.28571,0,0,10440.0
9350,1425.34,3,9,9,65.46,2,22248.14815,0,0,16800.0
9351,1444.67,1,9,8,48.56,3,37257.0,0,0,5100.0
9352,915.81,1,9,9,69.18,1,38282.0,0,0,9600.0
9353,1687.94,3,9,10,79.56,1,46528.57143,0,0,4560.0
9354,1330.1,3,9,8,69.44,1,17856.17284,0,0,10404.0
9355,1604.94,3,9,8,60.5,2,7711.946903,0,0,21145.0
9356,1128.61,3,9,7,72.64,1,18733.57143,0,0,5200.0
9357,2281.42,3,9,10,41.74,3,33524.28571,0,0,10800.0
9358,1714.87,3,9,9,55.87,2,27875.71429,0,0,7200.0
9359,1849.09,3,9,10,68.32,2,45194.02174,0,0,7200.0
9360,1115.72,5,9,5,59.43,2,10791.0,0,0,13920.0
9361,1274.56,4,9,3,69.27,1,11721.42857,1,0,5537.0
9362,1329.14,1,9,5,53.72,3,15901.0,0,0,6312.0
9363,1413.92,1,9,9,64.33,2,18604.42478,0,0,10668.0
9364,802.67,1,9,10,76.78,1,65221.0,0,0,10200.0
9365,1207.39,1,9,9,62.62,2,37432.0,0,0,7920.0
9366,1315.57,5,9,9,60.06,2,41922.7224,0,0,5902.2776
9367,929.7,4,9,4,86.01,1,14385.71429,0,0,7072.0
9368,2098.66,7,9,3,3.03,5,30232.75862,1,1,0.0
9369,1122.28,1,9,1,71.95,1,1794.0,0,1,8880.0
9370,1595.75,3,9,5,60.89,2,9439.285714,0,0,12000.0
9371,1062.58,5,9,6,73.3,1,29346.0,0,0,0.0
9372,814.46,1,9,9,73.61,1,36589.0,0,0,12060.0
9373,1127.99,1,9,8,57.41,2,31647.11077,0,0,8610.889231
9374,1704.43,3,9,8,60.19,2,19246.7033,0,0,6000.0
9375,1697.69,3,9,2,34.55,4,6890.0,1,1,5304.0
9376,897.98,1,9,6,70.56,1,22540.0,0,0,7500.0
9377,1307.05,2,9,8,58.43,2,40347.0,0,0,0.0
9378,1237.92,3,9,5,61.76,2,12952.14286,0,0,7300.0
9379,1593.07,1,9,8,42.25,3,30114.0,0,0,9600.0
9380,860.28,2,9,7,80.38,1,35107.0,0,0,0.0
9381,851.61,6,9,4,65.52,2,21224.13793,0,0,8700.0
9382,3409.01,3,9,10,36.46,4,47427.14286,0,0,12000.0
9383,1578.5,3,9,4,59.93,2,4069.565217,0,0,10800.0
9384,1739.26,4,9,3,56.31,2,922.8813559,1,0,17004.0
9385,1310.95,5,9,5,66.29,2,11112.67606,0,0,8320.0
9386,1252.68,1,9,7,65.97,2,25088.0,0,0,8400.0
9387,1472.17,3,9,3,75.77,1,5621.568627,1,0,6708.0
9388,1351.51,3,9,3,67.69,2,5453.571429,1,0,8268.0
9389,616.72,6,9,1,79.09,1,9582.758621,0,0,5640.0
9390,1230.95,2,9,8,69.48,1,21008.69565,0,0,5564.0
9391,1080.93,2,9,5,70.19,1,24061.0,0,0,0.0
9392,1049.72,6,9,1,57.56,2,11420.68966,0,0,4200.0
9393,1128.66,3,9,5,72.78,1,10757.14286,0,0,10400.0
9394,1207.44,4,9,2,67.58,2,6219.0,1,0,6760.0
9395,1587.64,3,9,7,67.88,2,15745.0,0,0,9000.0
