,fuelexpn,hhcompx,gorehs,FullincDeciles,FPEERrating,FPEERband,AHCIncomeEQ_LILEE,fpflgb,fpflgf,HousingCosts
421,3030.02,3,10,9,58.98,2,34030.71429,0,0,4404.0
422,767.13,6,2,1,74.18,1,5717.241379,1,1,4150.0
423,806.72,6,1,5,71.34,1,38160.34483,0,0,2400.0
424,918.09,7,4,1,67.87,2,2459.94695,1,1,4269.230769
425,1581.31,4,5,4,56.56,2,15023.46939,0,0,6300.0
426,1006.89,7,4,3,56.51,2,7015.359562,0,0,15576.09145
427,4321.42,1,10,10,17.18,5,91744.0,0,0,7200.0
428,1913.36,3,7,7,53.06,3,13811.66667,0,0,10800.0
429,1965.46,3,2,10,67.47,2,48061.42857,0,0,6048.0
430,1021.97,5,4,6,66.29,2,24068.0,0,0,4020.0
431,699.08,6,2,4,78.33,1,23870.68966,0,0,3900.0
432,1076.8,1,8,10,70.69,1,47461.0,0,0,18000.0
433,833.92,7,6,2,71.68,1,27327.58621,0,0,0.0
434,1379.73,2,5,9,71.75,1,50935.0,0,0,0.0
435,1766.74,2,8,3,46.96,3,17486.0,0,1,0.0
436,700.41,6,4,1,64.3,2,8479.310345,0,0,3328.0
437,1559.67,3,6,6,62.98,2,16401.25,0,0,4200.0
438,903.75,1,7,3,76.5,1,11940.0,0,0,4524.0
439,823.7,6,8,6,71.22,1,48189.65517,0,0,1740.0
440,853.84,7,2,3,70.18,1,20315.51724,0,0,4108.0
441,1024.01,2,4,2,70.37,1,14888.0,0,0,0.0
442,1078.29,1,9,8,74.18,1,25261.26761,0,0,5328.0
443,1484.94,2,2,8,63.52,2,23852.11268,0,0,7200.0
444,991.96,1,8,10,75.01,1,46853.0,0,0,14210.0
445,1740.61,5,6,8,60.78,2,9901.041667,0,0,5150.0
446,1193.95,4,5,5,71.7,1,12676.37363,0,0,4400.0
447,1685.7,7,9,3,35.28,4,23417.24138,0,0,4536.0
448,1150.16,2,1,4,55.27,2,16119.0,0,0,3692.0
449,1491.82,2,4,9,54.23,3,48553.0,0,0,0.0
450,1311.94,3,10,8,79.99,1,26673.125,0,0,0.0
451,1729.35,1,10,2,46.31,3,13941.0,1,1,0.0
452,596.8,6,7,2,73.72,1,9610.344828,0,0,6240.0
453,720.22,7,8,1,79.55,1,1460.344828,1,1,0.0
454,1001.55,1,8,9,68.15,2,36364.0,0,0,10524.0
455,810.61,6,2,1,78.47,1,8206.896552,0,0,4080.0
456,1144.96,4,6,1,69.76,1,3478.205128,1,1,4600.0
457,1151.26,1,6,4,69.29,1,10954.0,0,0,5760.0
458,1024.08,5,10,5,71.98,1,18100.0,0,0,5376.0
459,846.05,7,9,4,70.88,1,19620.68966,0,0,4680.0
460,764.91,5,4,3,83.52,1,12954.89943,0,0,3112.100575
461,1303.9,6,4,7,66.06,2,61808.81141,0,0,2453.889382
462,1146.96,2,9,2,70.63,1,13126.0,0,0,0.0
463,1176.26,3,1,6,69.32,1,20411.66667,0,0,4800.0
464,839.52,7,9,1,73.15,1,236.2068966,1,1,5512.0
465,827.86,1,10,9,78.0,1,48296.0,0,0,0.0
466,1078.37,4,1,2,69.69,1,12600.0,1,0,6240.0
467,1050.06,5,10,2,72.46,1,2860.0,1,0,4628.0
468,887.23,4,5,2,73.25,1,10419.0,0,0,4743.0
469,982.42,7,7,4,65.59,2,37315.51724,0,0,0.0
470,894.68,6,4,1,71.29,1,12344.82759,0,0,2580.0
471,1721.88,3,2,7,64.74,2,12065.9292,0,0,7140.0
472,906.81,6,9,10,66.34,2,100000.0,0,0,13020.0
473,1144.94,5,10,6,65.97,2,21126.0,0,0,10200.0
474,829.59,7,1,2,68.87,1,17341.37931,0,0,0.0
475,1188.71,3,4,4,73.97,1,11850.0,0,0,3900.0
476,1426.38,4,2,4,55.31,2,18064.28571,0,0,5400.0
477,2333.65,5,9,5,42.52,3,17085.0,0,0,3660.0
478,1494.07,1,4,4,62.75,2,18057.0,0,0,4128.0
479,1417.78,3,7,6,59.49,2,10506.69643,0,0,4524.0
480,877.81,6,1,2,63.47,2,19315.51724,0,0,3732.0
481,1434.66,3,9,9,59.49,2,22729.01235,0,0,14400.0
482,1106.84,3,10,9,78.53,1,20095.09804,0,0,9948.0
483,1465.7,2,8,3,64.47,2,17228.0,0,0,0.0
484,595.08,7,7,3,76.64,1,14535.38541,0,0,4963.476464
485,915.99,4,6,2,74.64,1,8187.0,1,0,5512.0
486,911.26,4,8,3,75.34,1,10761.66667,0,0,6240.0
487,861.65,7,9,4,70.44,1,21675.86207,0,0,4692.0
488,1612.04,2,2,6,58.43,2,29012.0,0,0,0.0
489,1004.95,7,7,10,66.1,2,100000.0,0,0,0.0
490,1429.79,1,1,8,66.97,2,22170.1087,0,0,0.0
491,1361.1,7,6,2,56.79,2,25770.68966,0,0,0.0
492,976.93,7,8,3,48.72,3,23101.03448,0,0,3364.4
493,1556.7,3,8,9,71.77,1,31507.5,0,0,4800.0
494,1331.11,3,1,6,70.14,1,15293.20988,0,0,5004.0
495,1760.85,4,8,7,57.35,2,11675.0,0,0,17300.0
496,1052.7,2,2,2,74.13,1,13299.0,0,0,0.0
497,799.41,7,7,2,63.74,2,18079.31034,0,0,4368.0
498,1418.58,3,5,4,63.74,2,11946.42857,0,0,5356.0
499,1128.69,5,8,5,68.87,1,8465.0,0,0,15600.0
500,2863.03,6,1,7,27.56,4,43203.44828,0,0,7800.0
501,1513.7,2,6,10,64.74,2,53742.95775,0,0,0.0
502,806.26,7,2,5,69.31,1,42315.51724,0,0,0.0
503,1100.07,4,6,3,60.7,2,22773.07692,0,0,0.0
504,1081.95,7,5,2,67.35,2,25653.44828,0,0,0.0
505,1122.54,3,7,5,74.2,1,14140.71429,0,0,6480.0
506,1319.62,3,8,9,68.78,1,34349.28571,0,0,11364.0
507,1559.9,4,10,4,71.02,1,9672.527473,0,0,6032.0
508,1323.12,7,9,5,55.6,2,44551.72414,0,0,0.0
509,801.21,7,2,1,79.33,1,10186.2069,1,0,4680.0
510,1056.76,2,7,9,70.16,1,48160.0,0,0,0.0
511,1242.37,1,8,9,65.6,2,53567.0,0,0,0.0
512,1392.83,1,4,8,58.49,2,30891.0,0,0,7872.0
513,2008.33,3,9,8,62.29,2,12509.87654,0,0,19200.0
514,1357.04,1,1,9,67.95,2,38252.72695,0,0,4419.127726
515,791.63,6,8,3,65.89,2,19674.13793,0,0,5760.0
516,1424.8,2,10,10,54.75,2,53909.0,0,0,24000.0
517,1065.86,2,7,3,66.49,2,17910.4343,0,0,1116.565696
518,898.81,2,1,4,72.12,1,16540.0,0,0,4004.0
519,1060.73,4,6,4,74.0,1,12085.0,0,0,5036.0
520,1107.42,3,2,6,78.0,1,13452.45098,0,0,4680.0
521,1492.5,3,9,10,65.66,2,52293.33333,0,0,11916.0
522,1050.95,2,4,2,73.6,1,7161.0,0,0,4004.0
523,1322.49,2,7,7,63.77,2,34584.0,0,0,0.0
524,1167.78,2,1,2,64.35,2,13174.0,0,0,0.0
525,888.69,1,1,2,74.18,1,6873.943662,0,0,3900.0
526,1075.5,3,2,7,68.72,1,27126.66667,0,0,2976.0
527,1445.86,3,10,6,70.28,1,15664.28571,0,0,9300.0
528,598.34,6,2,2,80.06,1,16839.65517,0,0,3840.0
529,1137.02,7,7,8,62.73,2,78187.93103,0,0,0.0
530,811.28,7,1,1,68.85,1,13610.34483,0,0,2880.0
531,1212.94,2,1,4,67.53,2,23068.0,0,0,0.0
532,1580.76,2,1,4,58.21,2,20607.0,0,0,0.0
533,1099.72,5,6,7,71.22,1,21774.0,0,0,5044.0
534,1702.58,1,5,10,78.98,1,30446.73913,0,0,15600.0
535,1483.6,2,4,9,47.21,3,47528.0,0,0,0.0
536,1127.16,2,5,9,69.7,1,46898.0,0,0,0.0
537,1624.38,2,5,6,56.51,2,32396.0,0,0,0.0
538,2749.45,2,4,10,65.42,2,69222.82609,0,0,26700.0
539,957.63,5,8,3,67.31,2,14345.4154,0,0,3466.584598
540,827.41,7,6,3,75.19,1,14958.62069,0,0,4212.0
541,1605.6,1,5,1,63.24,2,1807.746479,1,1,0.0
542,1390.47,4,6,4,67.42,2,4499.019608,0,0,4576.0
543,1544.18,2,7,8,41.01,3,31617.0,0,0,8220.0
544,1050.36,1,9,6,67.09,2,23294.0,0,0,9120.0
545,1118.12,6,4,3,58.44,2,26655.17241,0,0,2280.0
546,865.61,1,10,7,78.89,1,24780.0,0,0,9348.0
547,866.66,7,10,1,74.42,1,10110.34483,0,0,6292.0
548,2371.29,2,10,5,33.49,4,24046.0,0,0,0.0
549,791.3,6,10,1,71.77,1,8508.62069,0,0,6900.0
550,2110.64,7,8,7,45.79,3,64687.93103,0,0,0.0
551,3584.44,3,9,10,52.13,3,100000.0,0,0,26880.0
552,1628.01,3,9,6,66.29,2,13576.54321,0,0,6455.0
553,1504.36,5,8,9,48.05,3,40574.0,0,0,6804.0
554,1290.41,2,6,8,68.42,2,40246.0,0,0,0.0
555,685.04,6,2,1,80.01,1,11970.68966,0,0,3500.0
556,1134.35,3,5,8,71.89,1,27289.03094,0,0,6198.356685
557,1335.75,3,7,9,76.93,1,18517.93478,0,0,19200.0
558,1269.86,6,7,1,55.97,2,6572.413793,1,1,4250.0
559,872.19,1,7,6,68.01,2,23583.0,0,0,7800.0
560,1422.15,3,5,7,74.5,1,19407.06522,0,0,1008.0
561,1156.65,5,4,4,63.49,2,16030.0,0,0,5220.0
562,969.02,6,9,6,66.03,2,43922.41379,0,0,3120.0
563,1214.2,5,10,3,65.37,2,7526.760563,0,0,7680.0
564,988.84,4,9,4,72.87,1,16397.95918,0,0,5950.0
565,913.15,6,2,3,62.07,2,24477.58621,0,0,3732.0
566,1230.98,4,10,4,67.6,2,23667.0,0,0,0.0
567,1655.28,3,9,8,74.2,1,21063.73626,0,0,6972.0
568,1088.32,3,10,5,70.92,1,11482.85714,0,0,8400.0
569,1489.85,3,10,10,70.19,1,65008.33333,0,0,14400.0
570,1116.36,5,9,7,76.7,1,36356.0,0,0,0.0
571,2027.25,3,9,10,58.16,2,64573.57143,0,0,19200.0
572,1018.64,2,9,7,72.1,1,21169.0,0,0,4836.0
573,1914.81,6,4,1,37.27,4,4000.0,1,1,4992.0
574,798.86,7,5,2,67.61,2,6731.034483,0,0,9420.0
575,1659.69,3,6,9,62.85,2,32598.57143,0,0,9624.0
576,1057.27,2,4,7,68.68,1,36249.0,0,0,0.0
577,1536.48,4,2,7,56.09,2,27470.40816,0,0,7650.0
578,1112.25,5,4,8,71.97,1,25308.02469,0,0,4160.0
579,1379.96,5,10,5,62.93,2,27075.0,0,0,0.0
580,1261.02,5,4,1,66.13,2,6424.0,1,1,4250.0
581,1319.15,5,8,7,62.85,2,35708.0,0,0,0.0
582,985.46,4,9,3,71.61,1,9483.0,0,0,4784.0
583,1649.11,3,4,7,68.58,1,12971.28713,0,0,4250.0
584,1424.63,3,5,3,65.88,2,10274.28571,0,0,4896.0
585,1340.18,5,7,7,58.18,2,13632.39437,0,0,15540.0
586,1808.25,3,9,9,56.5,2,24497.8022,0,0,5280.0
587,823.08,7,6,2,65.01,2,11636.2069,0,0,3588.0
588,2794.94,1,4,4,20.92,4,22134.0,1,1,0.0
589,1331.02,6,7,1,40.28,3,16322.23721,1,1,1066.102418
590,1064.4,4,5,8,77.48,1,26913.55932,0,0,8160.0
591,1785.26,7,6,3,34.2,4,33943.10345,0,0,0.0
592,975.05,4,7,3,69.86,1,7157.627119,0,0,10200.0
593,1282.72,3,9,5,71.44,1,12067.58242,0,0,5980.0
594,1486.93,2,2,7,60.02,2,33954.0,0,0,0.0
595,1122.89,7,7,2,57.94,2,26863.7931,0,0,0.0
596,1394.72,4,2,6,66.78,2,15419.56522,0,0,4150.0
597,1308.0,3,2,2,60.42,2,8757.5,1,0,5400.0
598,1426.19,5,4,6,57.34,2,11676.73267,0,0,5700.0
599,725.52,6,4,1,67.9,2,9101.724138,1,0,4550.0
600,890.22,4,10,3,76.66,1,16261.53846,0,0,5520.0
601,1497.85,3,2,5,63.2,2,14591.42857,0,0,6756.0
602,995.32,7,9,2,63.84,2,16393.10345,0,0,5568.0
603,814.96,3,8,7,76.64,1,25439.16667,0,0,7228.0
604,1376.27,1,2,4,61.77,2,9671.0,0,0,8450.0
605,1420.15,4,2,4,58.84,2,13931.02564,0,0,5480.769231
606,1271.97,2,7,3,66.33,2,16855.0,0,0,0.0
607,1415.27,5,6,2,53.3,3,15202.0,0,0,0.0
608,599.21,7,10,4,83.35,1,20868.96552,0,0,5044.0
609,1191.8,2,5,5,75.13,1,27061.0,0,0,0.0
610,964.19,6,8,4,57.01,2,37348.27586,0,0,0.0
611,1010.95,7,8,8,54.96,2,72346.55172,0,0,0.0
612,728.4,6,9,7,72.36,1,59075.86207,0,0,0.0
613,1616.09,3,10,4,73.04,1,11275.92593,0,0,2820.0
614,995.41,3,8,9,83.53,1,27641.66667,0,0,19800.0
615,1123.2,4,4,1,62.26,2,3329.487179,1,1,4800.0
616,877.3,1,2,2,66.35,2,6595.774648,0,0,4784.0
617,1005.3,7,4,4,58.23,2,34743.10345,0,0,0.0
618,946.56,4,8,3,76.78,1,13262.6,0,0,5958.4
619,920.87,2,9,6,74.38,1,19015.0,0,0,10040.0
620,1447.74,3,9,10,74.11,1,46450.70423,0,0,4800.0
621,1344.75,3,6,9,62.35,2,36645.06173,0,0,0.0
622,912.68,3,9,7,80.71,1,20371.66667,0,0,8772.0
623,1352.36,5,8,7,49.31,3,37112.0,0,0,0.0
624,1494.19,5,10,5,64.23,2,20934.0,0,0,4940.0
625,977.56,5,9,9,68.79,1,49118.0,0,0,0.0
626,733.69,6,7,3,73.64,1,10329.31034,0,0,7800.0
627,982.89,6,7,1,71.01,1,10694.82759,1,1,2496.0
628,726.19,6,7,7,77.14,1,31608.62069,0,0,15276.0
629,1271.46,6,10,2,47.97,3,20379.31034,0,0,3000.0
630,748.14,4,2,1,79.84,1,7738.461538,0,0,4212.0
631,1980.71,1,10,9,37.43,4,52356.0,0,0,0.0
632,757.73,6,5,3,73.31,1,14468.96552,0,0,4420.0
633,1484.92,3,2,4,67.85,2,14835.0,0,0,2208.0
634,1016.22,1,4,9,69.79,1,49248.0,0,0,6000.0
635,1266.37,3,9,4,65.7,2,11187.85714,0,0,6960.0
636,1058.57,1,6,8,65.7,2,32038.0,0,0,7140.0
637,1805.41,3,7,10,63.69,2,44351.08696,0,0,0.0
638,1452.33,1,5,8,59.85,2,19940.14085,0,0,12000.0
639,553.57,7,5,5,83.52,1,28818.96552,0,0,4316.0
640,1540.79,1,4,10,45.05,3,85191.0,0,0,13176.0
641,1379.37,1,9,9,70.29,1,20407.52212,0,0,5700.0
642,1320.67,2,7,3,59.58,2,18150.0,0,0,0.0
643,1025.16,1,8,9,66.79,2,40914.0,0,0,7080.0
644,1550.7,7,6,5,50.12,3,46029.31034,0,0,0.0
645,820.55,3,9,5,78.32,1,15977.5,0,0,5820.0
646,1045.11,2,4,4,73.44,1,8801.408451,0,0,5252.0
647,757.31,2,1,4,79.05,1,22230.0,0,0,0.0
648,1638.43,3,9,9,77.93,1,15580.97261,0,0,23262.62985
649,1003.64,6,8,8,62.99,2,52032.75862,0,0,15600.0
650,1186.9,1,9,6,69.01,1,32433.0,0,0,0.0
651,610.33,6,4,6,78.62,1,38275.86207,0,0,7800.0
652,1494.94,2,1,7,77.95,1,23515.49296,0,0,0.0
653,882.6,2,7,2,75.09,1,12667.0,0,0,3432.0
654,586.24,7,7,2,82.48,1,4881.034483,0,0,4368.0
655,1299.45,5,8,9,59.03,2,49450.0,0,0,0.0
656,1026.74,4,8,3,72.16,1,10226.92308,0,0,6188.0
657,861.21,2,4,7,74.0,1,24500.0,0,0,5850.0
658,788.08,7,8,2,79.76,1,5991.37931,1,0,6656.0
659,1316.66,3,7,8,69.82,1,23322.85714,0,0,9900.0
660,1019.92,1,2,7,72.87,1,27836.0,0,0,3600.0
661,862.5,7,5,1,66.09,2,13260.34483,0,0,0.0
662,2353.7,2,7,10,46.98,3,82350.0,0,0,0.0
663,1107.07,3,8,10,70.83,1,44174.16667,0,0,22100.0
664,853.56,6,4,1,66.1,2,7710.344828,1,1,3952.0
665,1028.97,2,7,4,69.37,1,11405.6338,0,0,6000.0
666,977.64,5,7,4,71.39,1,16356.0,0,0,5600.0
667,692.07,6,8,3,75.67,1,17241.37931,0,0,7800.0
668,788.4,7,4,5,75.07,1,41651.72414,0,0,0.0
669,906.43,6,2,1,66.14,2,14067.24138,0,0,1176.0
670,1226.59,4,8,3,61.2,2,11659.0,0,0,5640.0
671,1023.8,2,2,4,61.57,2,16091.2371,0,0,5023.762904
672,2193.71,2,9,9,50.25,3,49387.0,0,0,0.0
673,610.65,7,6,1,76.08,1,5827.586207,1,0,3744.0
674,1947.17,7,8,1,25.35,4,20565.51724,1,1,0.0
675,1419.01,5,2,2,72.55,1,6832.394366,0,0,5460.0
676,1574.69,3,4,10,78.84,1,47929.28571,0,0,26400.0
677,1436.24,3,5,4,68.24,2,9745.0,0,0,7200.0
678,1057.43,1,9,3,67.08,2,15266.0,0,0,4200.0
679,1479.13,5,9,9,55.13,2,53504.0,0,0,0.0
680,1235.81,4,9,4,72.18,1,7873.913043,0,0,9750.0
681,1330.04,2,9,5,62.78,2,25104.0,0,0,0.0
682,1094.11,3,6,5,68.27,2,10027.85714,0,0,5200.0
683,1379.89,3,8,4,67.1,2,6090.304654,0,0,8280.584598
684,898.96,1,9,7,70.72,1,23227.0,0,0,11400.0
685,1362.26,3,2,6,68.57,1,15065.21739,0,0,2400.0
686,1209.61,1,5,7,62.76,2,19732.39437,0,0,5000.0
687,1069.76,3,7,5,78.13,1,16078.57143,0,0,4800.0
688,1296.64,2,9,5,63.82,2,24268.0,0,0,0.0
689,1464.24,1,4,7,45.63,3,38606.0,0,0,0.0
690,1727.4,6,5,3,37.24,4,22901.72414,0,0,4800.0
691,1682.28,6,4,1,53.65,3,9208.62069,1,1,6000.0
692,933.23,6,9,4,66.41,2,19841.37931,0,0,6790.0
693,871.69,1,9,7,77.81,1,25037.0,0,0,10740.0
694,1116.72,5,8,9,55.8,2,42630.0,0,0,5954.0
695,1138.7,5,1,4,69.3,1,11045.0,0,0,5460.0
696,1834.51,7,7,4,42.14,3,38343.10345,0,0,0.0
697,897.1,5,2,4,73.27,1,23252.0,0,0,0.0
698,1582.03,2,9,10,60.96,2,51783.80282,0,0,0.0
699,541.94,6,7,1,79.01,1,6562.068966,1,0,4940.0
700,1016.9,6,2,1,51.54,3,10063.7931,1,0,5980.0
701,1246.6,5,10,5,61.66,2,20181.0,0,0,5174.0
702,1921.23,3,2,7,48.94,3,10840.74074,0,0,11088.0
703,927.66,3,10,7,82.23,1,20905.0,0,0,6240.0
704,1037.81,7,5,1,60.53,2,19846.55172,0,0,0.0
705,969.99,6,2,2,69.68,1,14860.34483,0,0,5590.0
706,760.22,7,4,2,78.33,1,16841.37931,0,0,3744.0
707,1541.04,2,10,7,63.08,2,33504.0,0,0,3480.0
708,1929.19,3,4,6,37.99,4,16793.66197,0,0,7080.0
709,733.07,7,2,1,77.01,1,15396.55172,0,0,0.0
710,1690.67,3,8,6,60.25,2,7987.012987,0,0,8160.0
711,1164.26,2,4,4,72.81,1,9284.0,0,0,4680.0
712,1219.45,7,7,2,45.76,3,15946.55172,0,0,5430.0
713,835.37,7,8,3,70.54,1,22398.27586,0,0,6432.0
714,1081.8,6,9,2,73.44,1,11096.55172,0,0,8340.0
715,1164.67,3,7,8,69.74,1,18234.28571,0,0,13200.0
716,723.86,7,2,2,74.19,1,15762.33422,0,0,3883.846154
717,1343.06,2,4,2,61.27,2,14939.0,0,0,0.0
718,1259.85,1,9,9,65.78,2,34622.53521,0,0,10200.0
719,906.25,6,7,2,67.28,2,17525.86207,0,0,5850.0
720,967.22,4,8,2,67.83,2,0.0,0,0,12960.0
721,1257.06,3,5,3,65.37,2,9687.5,0,0,6600.0
722,822.26,7,1,1,73.85,1,6159.919218,1,1,4467.246854
723,807.5,7,4,2,75.41,1,15384.48276,0,0,4628.0
724,579.52,6,9,1,83.55,1,6562.068966,1,0,4732.0
725,1469.15,4,7,1,55.7,2,0.0,1,1,22607.5607
726,1187.65,5,6,7,66.22,2,19203.52113,0,0,0.0
727,658.97,7,5,2,81.18,1,11168.96552,0,0,5400.0
728,1052.05,7,9,3,67.54,2,28672.41379,0,0,0.0
729,1061.34,3,2,6,76.81,1,20279.14286,0,0,3361.2
730,1195.57,3,6,3,68.74,1,9390.140845,0,0,3900.0
731,2339.72,7,6,3,41.22,3,29118.96552,1,1,0.0
732,969.0,3,5,5,76.64,1,17802.5,0,0,4920.0
733,1902.02,2,10,2,59.43,2,13666.0,1,1,0.0
734,1154.79,3,4,3,69.43,1,9391.428571,0,0,4368.0
735,1210.79,2,10,6,67.6,2,22555.0,0,0,5928.0
736,1705.01,7,7,2,19.58,5,10436.2069,1,1,7500.0
737,783.13,2,9,3,69.98,1,14012.0,0,0,0.0
738,809.8,2,8,3,73.88,1,11844.0,0,0,6750.0
739,2004.87,3,6,9,57.44,2,41662.85714,0,0,0.0
740,1561.01,2,9,5,54.46,3,16649.0,0,0,7200.0
741,1075.06,4,6,2,71.93,1,10923.46939,0,0,5400.0
742,1197.12,3,9,5,65.47,2,17334.16667,0,0,6600.0
743,804.13,6,4,6,75.64,1,39717.24138,0,0,5160.0
744,794.03,3,8,6,74.96,1,13415.49296,0,0,11400.0
745,1074.89,6,6,3,46.39,3,13577.58621,1,0,9412.0
746,1254.22,3,4,4,66.36,2,15445.83333,0,0,0.0
747,1094.67,3,5,4,69.05,1,9039.43662,0,0,4000.0
748,704.49,7,9,5,82.45,1,43722.41379,0,0,0.0
749,890.22,1,9,10,69.67,1,100000.0,0,0,7920.0
750,701.28,6,9,2,77.78,1,5794.827586,0,0,11100.0
751,1105.94,7,9,2,67.5,2,2241.37931,1,0,6600.0
752,994.15,1,6,5,65.16,2,22738.0,0,0,3600.0
753,759.17,1,5,5,71.23,1,23107.0,0,0,4800.0
754,1785.16,5,2,3,54.39,3,6975.274725,1,1,4350.0
755,1457.81,1,5,9,58.11,2,24710.86957,0,0,6900.0
756,769.29,7,4,2,63.44,2,26098.27586,0,0,0.0
757,1035.48,1,9,4,73.85,1,12542.25352,0,0,5720.0
758,678.58,7,8,1,74.76,1,0.0,1,1,5720.0
759,1133.88,5,8,2,64.97,2,5916.0,0,0,8400.0
760,1403.62,4,1,3,67.02,2,11904.08163,1,0,4992.0
761,959.93,6,10,5,60.96,2,35465.51724,0,0,7140.0
762,2034.93,2,9,2,68.37,2,13790.0,1,1,0.0
763,594.06,7,8,3,82.53,1,14958.62069,0,0,7800.0
764,842.95,7,1,6,73.17,1,50739.65517,0,0,0.0
765,810.38,6,10,1,77.18,1,12002.38727,0,0,4384.615385
766,1145.08,5,5,5,64.23,2,16216.0,0,0,6300.0
767,1519.82,5,4,6,58.7,2,12370.42254,0,0,11700.0
768,2170.0,5,6,8,36.24,4,22380.43478,0,0,0.0
769,1107.58,5,7,7,67.56,2,17278.16901,0,0,10500.0
770,1863.21,3,8,9,55.11,2,30071.66667,0,0,11665.0
771,812.76,6,10,6,77.02,1,42277.58621,0,0,7980.0
772,1633.6,3,5,10,76.59,1,26053.7037,0,0,13200.0
773,1104.96,2,9,4,69.64,1,10767.82232,0,0,5307.692308
774,1255.08,4,10,5,78.29,1,12478.57143,0,0,5356.0
775,1721.76,3,8,7,60.58,2,8649.50495,0,0,18742.0
776,1283.33,3,4,9,71.36,1,37301.28571,0,0,1.2
777,850.08,7,7,1,69.52,1,7200.0,0,0,6096.0
778,1622.26,2,7,9,67.17,2,48346.0,0,0,0.0
779,1648.09,1,4,8,49.89,3,41488.0,0,0,0.0
780,1918.49,3,6,9,68.13,2,27669.75309,0,0,3600.0
781,853.34,6,8,1,64.52,2,3960.344828,0,1,4420.0
782,864.96,7,7,6,72.22,1,52022.41379,0,0,0.0
783,1813.63,2,5,7,50.83,3,38040.0,0,0,0.0
784,2213.11,2,7,9,63.16,2,54288.0,0,0,0.0
785,781.14,6,4,5,71.26,1,43546.55172,0,0,1092.0
786,741.91,1,8,8,81.84,1,26505.0,0,0,18960.0
787,816.63,7,9,4,68.32,2,23093.10345,0,0,7800.0
788,944.76,2,4,6,64.93,2,31590.0,0,0,0.0
789,912.24,7,5,3,65.32,2,27913.7931,0,0,0.0
790,1367.89,2,6,9,61.44,2,52203.0,0,0,0.0
791,1565.24,2,6,10,65.63,2,40607.04225,0,0,0.0
792,984.28,2,5,3,74.79,1,9189.0,0,0,4992.0
793,1098.57,7,9,1,77.74,1,9313.793103,1,1,5304.0
794,1103.78,5,6,4,67.18,2,13587.0,0,0,4264.0
795,1684.45,3,8,10,66.53,2,64324.16667,0,0,14400.0
796,1412.76,6,5,1,27.04,4,5462.068966,1,1,3640.0
797,1468.48,7,4,5,60.97,2,48765.51724,0,0,0.0
798,731.67,6,6,7,78.15,1,49662.06897,0,0,12000.0
799,1018.07,6,10,8,65.92,2,76975.86207,0,0,0.0
800,1163.72,1,5,4,73.17,1,20096.0,0,0,2664.0
801,710.13,7,2,6,76.51,1,45582.75862,0,0,3744.0
802,1166.62,5,6,4,72.17,1,18116.0,0,0,4953.0
803,1120.68,7,10,4,72.18,1,37755.17241,0,0,0.0
804,1205.03,6,4,1,57.37,2,14494.82759,0,0,3848.0
805,1859.7,4,2,8,70.33,1,16754.05405,0,0,8112.0
806,1436.93,3,6,7,62.76,2,18420.37037,0,0,5196.0
807,1751.65,5,1,3,65.94,2,6500.0,1,0,4004.0
808,860.32,4,10,2,77.21,1,10894.77318,0,0,4523.076923
809,585.45,6,8,9,77.52,1,76856.89655,0,0,14400.0
810,1265.62,1,7,10,61.84,2,36883.09859,0,0,12960.0
811,1223.96,1,4,5,59.84,2,20044.0,0,0,7140.0
812,788.12,7,10,3,77.35,1,14601.72414,0,0,5720.0
813,902.78,1,5,9,76.53,1,44370.0,0,0,7680.0
814,1185.18,7,4,4,59.32,2,42643.10345,0,0,0.0
815,725.83,6,5,1,65.81,2,8402.63376,1,0,6619.472419
816,1135.35,2,10,6,74.38,1,30950.0,0,0,0.0
817,1796.29,2,10,7,52.89,3,36080.0,0,0,0.0
818,1205.1,2,2,5,71.22,1,25159.0,0,0,0.0
819,1514.71,4,7,8,65.43,2,32673.46939,0,0,15000.0
820,1765.04,2,4,5,62.07,2,27956.0,0,0,0.0
821,928.87,7,6,1,76.5,1,5415.517241,0,0,6600.0
822,1072.38,7,2,2,61.13,2,18063.7931,1,0,4680.0
823,1732.4,1,9,9,70.88,1,39075.35211,0,0,0.0
824,743.16,7,9,4,79.3,1,28741.37931,0,0,7592.0
825,1308.85,1,9,5,66.42,2,16729.57746,0,0,4440.0
826,921.02,5,8,8,78.19,1,41338.0,0,0,6500.0
827,1124.82,3,10,8,71.9,1,30820.83333,0,0,7200.0
828,1289.56,2,5,4,66.5,2,16812.0,0,0,5040.0
829,1392.78,7,9,3,67.87,2,22708.62069,1,0,5148.0
830,1252.64,1,2,5,59.6,2,24783.0,0,0,4200.0
831,1770.17,3,1,5,63.74,2,13028.88889,0,0,3900.0
832,2078.31,3,9,5,66.99,2,16340.0,0,0,6600.0
833,667.82,7,9,1,80.99,1,20693.10345,0,0,0.0
834,1015.18,6,9,1,64.73,2,4127.586207,1,1,7072.0
835,1529.56,3,9,8,56.87,2,28355.0,0,0,11940.0
836,1358.47,2,1,6,63.4,2,31962.0,0,0,0.0
837,1895.57,3,4,3,68.57,1,6406.790123,1,1,6960.0
838,1445.06,3,1,6,69.38,1,10531.42857,0,0,12752.0
839,1106.62,4,5,5,71.84,1,15244.89796,0,0,6760.0
840,1513.05,2,7,7,59.48,2,26011.26761,0,0,0.0
