,fuelexpn,hhcompx,gorehs,FullincDeciles,FPEERrating,FPEERband,AHCIncomeEQ_LILEE,fpflgb,fpflgf,HousingCosts
1641,2737.96,3,7,10,46.35,3,40251.0989,0,0,0.0
1642,1118.98,3,4,6,71.09,1,20963.33333,0,0,5364.0
1643,1394.53,4,9,4,64.02,2,12471.66667,0,0,5844.0
1644,1101.37,1,9,8,69.33,1,31565.0,0,0,0.0
1645,1306.28,3,10,6,76.27,1,11359.82143,0,0,6000.0
1646,1848.41,3,10,10,54.68,2,32290.83333,0,0,21600.0
1647,1143.93,4,4,4,65.67,2,20450.0,0,0,4940.0
1648,823.71,7,4,2,70.55,1,25120.68966,0,0,0.0
1649,940.09,7,7,1,63.97,2,7362.068966,0,1,5044.0
1650,1392.25,7,2,1,43.79,3,16465.51724,1,1,0.0
1651,1875.29,2,2,5,69.46,1,26950.0,0,0,0.0
1652,945.21,4,7,2,69.21,1,10299.70414,1,0,5037.230769
1653,686.64,7,8,4,79.81,1,19379.31034,0,0,5668.0
1654,1696.55,3,2,2,56.67,2,6998.333333,1,1,4742.0
1655,1600.83,2,2,8,40.93,3,38701.0,0,0,0.0
1656,755.22,4,7,3,83.13,1,14332.65306,0,0,4628.0
1657,1111.79,1,5,8,64.76,2,38166.0,0,0,8400.0
1658,845.35,7,5,2,64.86,2,14962.06897,0,0,4080.0
1659,1271.13,6,1,3,50.59,3,28817.24138,0,0,2880.0
1660,670.78,7,9,2,75.01,1,15579.31034,0,0,5512.0
1661,1574.68,5,10,9,61.57,2,37249.29577,0,0,2520.0
1662,1442.97,4,4,3,64.17,2,9936.666667,0,0,6188.0
1663,1669.05,1,2,10,67.27,2,35424.77876,0,0,0.0
1664,1064.31,3,4,8,69.08,1,25655.6338,0,0,5184.0
1665,1315.82,1,4,6,60.59,2,23746.0,0,0,8280.0
1666,989.77,7,6,5,65.35,2,26851.72414,0,0,6500.0
1667,1053.26,2,9,4,70.37,1,21047.0,0,0,0.0
1668,1891.88,4,10,5,47.69,3,17194.0678,0,0,5100.0
1669,1043.82,5,9,7,71.16,1,31068.0,0,0,6012.0
1670,782.25,6,9,2,72.6,1,16860.34483,0,0,5472.0
1671,1147.89,2,4,6,67.28,2,27829.0,0,0,0.0
1672,972.33,6,2,3,66.79,2,23450.0,0,0,5700.0
1673,1078.47,3,9,7,67.87,2,19129.01235,0,0,5750.0
1674,629.0,6,9,4,79.71,1,23825.86207,0,0,8844.0
1675,1221.13,5,9,4,64.59,2,18839.0,0,0,0.0
1676,1386.58,4,9,4,56.48,2,16029.0,0,0,7656.0
1677,1473.45,1,5,5,53.62,3,19327.0,0,0,7476.0
1678,782.71,2,9,2,74.58,1,8801.0,0,0,5250.0
1679,1006.24,5,2,5,68.47,2,19358.0,0,0,5200.0
1680,1617.97,3,9,9,69.06,1,25790.0,0,0,9360.0
1681,1025.92,5,4,2,68.37,2,11065.0,0,0,4940.0
1682,1221.64,2,6,8,70.4,1,25833.09859,0,0,4992.0
1683,1261.39,1,4,8,71.89,1,30362.0,0,0,9000.0
1684,1278.41,5,2,7,62.66,2,28977.0,0,0,0.0
1685,1499.78,5,6,7,73.99,1,10641.72932,0,0,4784.0
1686,2317.86,3,6,4,41.05,3,11787.14286,1,1,6180.0
1687,970.04,7,4,4,62.55,2,35770.68966,0,0,0.0
1688,1316.79,3,8,4,76.58,1,7246.666667,0,0,7800.0
1689,1057.18,7,7,5,52.5,3,35384.48276,0,0,6600.0
1690,1479.57,2,6,6,63.88,2,28172.0,0,0,0.0
1691,1115.39,6,7,3,39.79,3,20522.41379,0,0,7800.0
1692,1760.08,1,10,10,66.91,2,52525.0,0,0,3000.0
1693,1446.62,3,1,5,70.37,1,12508.79121,0,0,3848.0
1694,1318.09,5,1,5,64.53,2,11094.44444,0,0,4160.0
1695,1084.4,3,1,8,78.39,1,23254.93827,0,0,5520.0
1696,1021.44,4,6,2,73.87,1,10496.15385,1,0,4600.0
1697,703.4,4,8,2,70.02,1,10366.66667,0,0,4680.0
1698,1275.63,3,5,7,76.65,1,19869.28571,0,0,10200.0
1699,2796.53,3,9,10,48.31,3,62218.125,0,0,14352.0
1700,962.38,1,5,9,70.23,1,40855.0,0,0,7764.0
1701,1991.71,2,4,4,30.53,4,15624.0,0,0,6720.0
1702,874.27,6,7,5,66.12,2,27167.24138,0,0,8700.0
1703,1626.76,4,7,4,66.4,2,12490.71429,0,0,6288.0
1704,1497.29,2,2,5,61.45,2,26077.0,0,0,0.0
1705,1400.23,1,7,5,56.21,2,26932.0,0,0,0.0
1706,1189.21,3,1,6,65.6,2,17543.66197,0,0,5000.0
1707,1323.06,7,8,3,45.78,3,28646.55172,0,0,0.0
1708,1191.06,2,1,2,67.24,2,14237.0,0,0,0.0
1709,1016.19,6,8,1,59.97,2,9927.586207,0,0,6240.0
1710,942.59,6,6,1,72.01,1,1224.137931,1,1,0.0
1711,1583.67,2,4,1,59.55,2,11861.0,1,1,0.0
1712,1255.21,5,2,6,74.28,1,15782.6087,0,0,0.0
1713,1278.25,4,5,4,72.62,1,14883.33333,0,0,5604.0
1714,1242.88,1,5,9,72.53,1,22863.71681,0,0,4128.0
1715,1229.81,3,8,7,63.01,2,12164.28571,0,0,6760.0
1716,793.77,6,10,1,66.98,2,11210.34483,0,0,6000.0
1717,2593.04,7,10,4,15.22,5,29960.34483,1,1,6000.0
1718,1118.77,5,9,6,70.3,1,15514.0,0,0,9624.0
1719,1299.1,7,1,4,58.5,2,29846.55172,0,0,6084.0
1720,1281.13,5,5,2,76.49,1,4337.5,0,0,4160.0
1721,1875.23,4,8,9,61.8,2,13316.17647,0,0,24908.0
1722,705.74,6,4,1,68.03,2,14174.13793,0,0,3120.0
1723,779.13,2,7,3,72.95,1,13412.0,0,0,4264.0
1724,821.26,4,10,3,73.4,1,11844.87179,0,0,9900.0
1725,668.69,6,4,1,74.42,1,981.0344828,1,1,3796.0
1726,1070.78,6,5,1,50.93,3,6025.862069,1,1,4200.0
1727,2039.22,3,4,10,65.66,2,54186.42857,0,0,14400.0
1728,1373.34,3,4,6,70.79,1,15357.5,0,0,4500.0
1729,1458.97,4,9,2,65.01,2,9617.080446,1,1,5677.677252
1730,895.79,6,8,3,61.76,2,6727.586207,0,0,6396.0
1731,1496.47,3,1,10,80.26,1,35768.57143,0,0,11400.0
1732,1067.36,3,9,7,76.74,1,20678.57143,0,0,8160.0
1733,1777.9,3,9,9,64.58,2,30713.9024,0,0,3717.536634
1734,735.79,6,4,1,69.92,1,6456.896552,1,0,5450.0
1735,1280.83,3,9,5,69.1,1,10696.25,0,0,7800.0
1736,1160.38,1,1,5,71.12,1,16803.0,0,0,5564.0
1737,1601.82,2,4,5,53.73,3,20049.0,0,0,0.0
1738,1183.36,2,2,9,64.59,2,53739.0,0,0,0.0
1739,1441.64,3,6,7,67.1,2,18588.125,0,0,5088.0
1740,913.49,7,2,1,70.64,1,11144.82759,0,0,4524.0
1741,1492.28,3,6,5,55.72,2,13692.14286,0,0,6000.0
1742,1451.42,3,9,10,64.27,2,35882.57534,0,0,13576.39452
1743,1001.34,7,5,7,55.2,2,57336.2069,0,0,4400.0
1744,1105.94,2,1,8,71.55,1,42310.0,0,0,0.0
1745,1352.64,3,7,6,57.63,2,9789.130435,0,0,12900.0
1746,1799.62,6,7,1,31.62,4,0.0,1,1,6960.0
1747,1448.32,3,6,4,55.94,2,14630.0,0,0,6000.0
1748,1300.57,5,8,3,72.04,1,11262.0,1,0,5850.0
1749,1498.13,5,6,8,66.88,2,25186.95652,0,0,0.0
1750,1198.08,1,8,5,67.19,2,16559.4647,0,0,7832.535302
1751,1616.06,7,4,3,55.4,2,19441.29254,0,0,3119.050327
1752,606.25,7,6,1,78.02,1,6562.068966,1,0,5356.0
1753,1003.61,2,6,5,64.91,2,18861.0,0,0,4472.0
1754,888.29,7,7,3,54.76,2,20487.93103,0,0,3432.0
1755,820.28,2,4,1,76.41,1,11896.0,0,0,0.0
1756,830.32,7,2,4,69.45,1,30077.58621,0,0,0.0
1757,2308.93,7,8,1,12.16,5,16034.48276,1,1,0.0
1758,1018.49,6,5,1,68.36,2,1995.586207,0,0,9145.56
1759,1255.61,1,2,9,68.65,1,47193.0,0,0,0.0
1760,1417.26,3,8,5,59.21,2,11120.625,0,0,6660.0
1761,819.42,1,4,1,75.6,1,5186.0,0,0,4320.0
1762,1500.61,3,9,10,68.92,1,31741.66667,0,0,0.0
1763,924.44,7,1,1,65.58,2,17103.44828,0,0,0.0
1764,581.8,7,8,2,78.5,1,14958.62069,0,0,4836.0
1765,3132.54,5,7,10,32.12,4,34756.52174,0,0,0.0
1766,1410.58,4,2,5,63.16,2,12139.56044,0,0,4080.0
1767,585.63,7,9,2,78.94,1,16001.72414,0,0,3640.0
1768,2159.47,3,1,9,67.53,2,21714.28571,0,0,9000.0
1769,760.7,6,7,1,67.23,2,0.0,1,1,5700.0
1770,690.67,6,5,3,73.58,1,9627.05994,0,0,6433.305235
1771,1189.69,4,10,2,65.8,2,9871.428571,1,0,3640.0
1772,1399.56,2,4,3,61.08,2,18505.0,0,0,0.0
1773,1054.5,5,8,7,67.55,2,29969.0,0,0,7200.0
1774,923.51,6,2,3,67.46,2,24025.86207,0,0,5064.0
1775,821.29,7,7,1,68.1,2,9394.827586,1,0,4680.0
1776,3260.76,5,2,7,62.18,2,6520.183486,0,0,0.0
1777,1713.62,1,9,6,69.89,1,28450.0,0,0,0.0
1778,1461.2,2,6,2,52.86,3,13058.0,0,1,0.0
1779,1584.83,3,10,7,62.41,2,21196.47887,0,0,6060.0
1780,914.83,7,8,3,70.19,1,16770.68966,0,0,5564.0
1781,931.85,6,2,4,69.97,1,16982.75862,0,0,10200.0
1782,1692.38,5,6,9,58.99,2,48605.0,0,0,0.0
1783,1689.91,2,7,5,58.37,2,14693.0,0,0,5044.0
1784,825.64,7,1,1,78.9,1,7066.167563,0,0,6562.622813
1785,646.98,6,8,3,71.67,1,17124.13793,0,0,5044.0
1786,1912.08,3,2,9,73.01,1,30846.2963,0,0,4752.0
1787,1085.24,7,9,4,62.99,2,38679.31034,0,0,0.0
1788,873.09,5,8,8,73.77,1,15154.22535,0,0,20400.0
1789,969.41,6,7,2,61.93,2,11813.7931,0,0,4264.0
1790,734.57,7,5,1,67.99,2,13230.48047,0,0,725.321328
1791,1378.73,2,5,9,75.36,1,39702.8169,0,0,0.0
1792,942.2,6,10,2,65.93,2,25996.55172,0,0,0.0
1793,1331.96,5,2,1,72.85,1,1820.0,1,1,0.0
1794,1473.64,3,8,6,64.86,2,4633.950617,0,0,24000.0
1795,1437.02,2,6,5,56.94,2,24524.0,0,0,0.0
1796,2606.95,3,2,9,61.16,2,49870.0,0,0,0.0
1797,415.35,6,6,1,70.69,1,0.0,1,1,4680.0
1798,962.78,7,4,3,68.07,2,14600.0,0,0,4056.0
1799,935.44,7,5,5,63.8,2,35189.65517,0,0,4320.0
1800,913.15,7,9,1,67.19,2,7700.0,1,0,6136.0
1801,1201.81,3,9,10,68.65,1,43295.71429,0,0,9372.0
1802,1079.94,6,6,1,42.57,3,8555.172414,1,1,5200.0
1803,1148.16,2,8,8,58.16,2,41722.0,0,0,0.0
1804,723.68,7,9,2,77.99,1,22553.44828,0,0,0.0
1805,865.18,1,9,3,69.48,1,11969.0,0,0,4212.0
1806,1746.12,1,5,5,75.56,1,18285.21127,0,0,0.0
1807,1300.06,3,8,8,63.95,2,11178.59182,0,0,23319.97145
1808,705.3,1,5,7,80.98,1,30708.0,0,0,3588.0
1809,3085.44,2,7,6,24.05,4,30853.0,0,1,0.0
1810,1405.57,2,10,9,62.65,2,47022.0,0,0,0.0
1811,1031.77,4,4,3,67.97,2,13013.26531,0,0,4800.0
1812,1000.92,7,6,4,57.19,2,34912.06897,0,0,0.0
1813,2179.04,3,10,9,54.24,3,29641.42857,0,0,10284.0
1814,1299.16,1,2,4,69.53,1,14838.0,0,0,4992.0
1815,559.65,4,10,2,85.36,1,11401.28205,0,0,6432.0
1816,1911.48,3,8,10,62.43,2,50647.14286,0,0,2076.0
1817,1182.24,3,9,4,64.63,2,9696.106363,0,0,4592.307692
1818,794.48,2,8,5,74.57,1,21058.0,0,0,4320.0
1819,1394.52,2,7,7,56.16,2,26158.0,0,0,9600.0
1820,1647.39,3,9,4,63.52,2,13157.5,0,0,7200.0
1821,995.86,1,7,6,72.38,1,23620.0,0,0,6552.0
1822,613.31,7,8,2,78.72,1,15079.31034,0,0,5564.0
1823,722.46,7,6,2,73.06,1,18275.86207,0,0,4160.0
1824,981.18,3,4,4,68.17,2,13192.5,0,0,5720.0
1825,875.96,7,4,1,60.83,2,9546.551724,1,0,5400.0
1826,565.36,7,2,3,81.79,1,20724.13793,0,0,4350.0
1827,896.12,6,5,1,63.56,2,4912.068966,0,0,6968.0
1828,1133.44,2,7,2,69.32,1,13067.0,0,0,741.0
1829,1729.76,1,5,10,60.29,2,69486.61972,0,0,18000.0
1830,810.48,6,10,3,81.23,1,17775.86207,0,0,8700.0
1831,766.03,7,1,3,67.63,2,16393.10345,0,0,3692.0
1832,1467.61,3,4,7,69.69,1,24119.16667,0,0,0.0
1833,1958.78,2,2,10,31.93,4,76821.0,0,0,0.0
1834,1118.26,2,9,9,79.21,1,26245.65217,0,0,7016.0
1835,938.87,4,9,3,75.05,1,8162.5,0,0,9300.0
1836,1158.89,1,7,4,65.26,2,15462.0,0,0,5040.0
1837,1076.33,1,6,1,60.43,2,268.24,1,1,8439.76
1838,1313.05,3,2,5,71.99,1,13588.57143,0,0,5213.0
1839,1189.14,1,5,10,71.65,1,63991.0,0,0,7800.0
1840,1729.28,3,10,6,59.33,2,14128.0,0,0,4576.0
1841,1527.28,3,6,3,54.05,3,6142.5,1,0,7200.0
1842,1201.9,2,2,5,66.36,2,18548.0,0,0,5096.0
1843,854.02,7,7,3,58.05,2,24641.37931,0,0,5148.0
1844,1612.23,3,7,4,50.36,3,8614.928169,0,0,6813.11493
1845,775.85,7,4,2,60.68,2,22900.0,0,0,1560.0
1846,1038.92,5,9,5,68.87,1,15316.19718,0,0,6084.0
1847,1106.85,2,7,3,67.39,2,9273.0,0,0,4536.0
1848,1127.28,1,4,3,66.26,2,18150.0,0,0,1584.0
1849,986.53,4,7,3,71.94,1,14178.57143,0,0,5044.0
1850,1255.58,2,2,5,65.24,2,26758.0,0,0,0.0
1851,1586.37,2,4,10,67.88,2,63593.0,0,0,0.0
1852,1438.28,3,7,5,69.0,1,11728.36538,0,0,5884.615385
1853,1131.63,2,7,8,69.6,1,40010.0,0,0,0.0
1854,1278.29,5,4,3,65.2,2,12568.0,0,0,4080.0
1855,1946.55,5,9,10,53.87,3,61852.17391,0,0,0.0
1856,893.76,6,10,5,62.03,2,47324.13793,0,0,0.0
1857,846.03,6,5,4,68.65,1,21653.44828,0,0,5940.0
1858,834.66,7,8,4,70.7,1,27707.24564,0,0,3862.797527
1859,816.09,6,9,6,73.73,1,40018.96552,0,0,8316.0
1860,541.58,7,1,2,80.0,1,14608.19508,0,0,4155.246854
1861,856.72,1,5,4,68.2,2,15367.0,0,0,4979.0
1862,1202.73,1,8,10,68.46,2,45843.0,0,0,21600.0
1863,1410.63,4,9,4,53.52,3,18038.46154,0,0,9000.0
1864,1038.87,1,9,9,68.96,1,36821.0,0,0,16200.0
1865,811.89,2,1,5,76.85,1,15134.0,0,0,3588.0
1866,736.81,7,2,4,73.41,1,21324.13793,0,0,6500.0
1867,973.06,6,2,1,66.59,2,5974.137931,1,1,4080.0
1868,1787.84,7,4,2,48.29,3,25617.24138,1,1,0.0
1869,883.46,6,6,2,67.09,2,18679.31034,0,0,5304.0
1870,990.61,1,9,3,70.24,1,15917.0,0,0,936.0
1871,1036.74,7,10,1,62.73,2,11636.2069,1,0,5292.0
1872,888.05,6,8,1,58.75,2,5405.172414,1,0,7176.0
1873,1553.33,3,10,1,59.38,2,1240.84507,1,1,7740.0
1874,1566.68,1,2,9,46.61,3,46507.0,0,0,9540.0
1875,577.95,7,6,2,77.73,1,15605.17241,0,0,4680.0
1876,1382.14,2,9,9,66.74,2,59126.0,0,0,0.0
1877,612.52,7,4,3,77.53,1,22534.48276,0,0,3700.0
1878,1610.77,1,4,10,48.59,3,59188.0,0,0,6000.0
1879,1189.25,2,4,4,53.79,3,17327.0,0,0,5824.0
1880,876.54,7,10,1,80.71,1,16743.10345,0,0,0.0
1881,982.08,4,1,7,71.35,1,34661.53846,0,0,6600.0
1882,1422.31,4,8,6,52.85,3,15781.63265,0,0,12600.0
1883,763.34,6,7,1,72.17,1,4572.413793,0,0,3900.0
1884,1554.42,3,7,3,57.05,2,1877.857143,0,0,15600.0
1885,1384.04,1,6,6,60.39,2,30900.0,0,0,0.0
1886,826.11,4,9,5,74.46,1,19911.53846,0,0,9300.0
1887,1161.74,4,4,6,78.45,1,27389.79592,0,0,5400.0
1888,1356.17,3,4,6,68.55,1,18448.57143,0,0,2400.0
1889,1468.57,5,2,5,67.03,2,16075.71429,0,0,4800.0
1890,809.86,2,10,5,72.36,1,18795.0,0,0,3500.0
1891,962.26,7,4,1,68.39,2,14958.62069,1,0,2860.0
1892,796.35,1,9,8,73.97,1,29667.0,0,0,9540.0
1893,1577.21,1,1,7,56.06,2,30506.0,0,0,3960.0
1894,759.25,7,5,3,72.11,1,23418.96552,0,0,4420.0
1895,1188.55,2,2,1,70.39,1,12108.0,0,0,0.0
1896,1469.86,3,4,7,64.47,2,18331.42857,0,0,7800.0
1897,1627.09,3,5,7,69.11,1,13691.25,0,0,11100.0
1898,973.46,6,5,1,63.7,2,20112.06897,0,0,0.0
1899,1074.46,2,7,5,66.99,2,15488.0,0,0,4900.0
1900,1137.32,5,5,7,68.15,2,33714.0,0,0,0.0
1901,1179.99,4,8,9,65.89,2,43539.79592,0,0,12600.0
1902,1273.22,3,2,7,74.45,1,22809.28571,0,0,5040.0
1903,757.92,7,8,1,79.14,1,17335.52151,0,0,1629.397527
1904,1195.35,4,8,8,64.97,2,17005.71429,0,0,6812.0
1905,663.17,6,8,5,82.25,1,24297.93103,0,0,10501.2
1906,1648.95,3,8,5,64.95,2,4741.59292,1,0,16720.0
1907,1273.26,7,5,6,61.63,2,39808.62069,0,0,5610.0
1908,921.7,5,7,3,71.68,1,11180.92308,0,0,5708.076923
1909,929.36,2,5,3,76.66,1,7365.0,0,0,10686.0
1910,876.06,6,8,2,51.78,3,4463.793103,0,0,10200.0
1911,1673.32,5,4,3,61.54,2,18658.0,0,0,0.0
1912,946.73,2,7,3,76.77,1,14094.23077,0,0,5480.769231
1913,2285.24,1,9,8,48.97,3,28668.30986,0,0,0.0
1914,667.07,7,5,2,74.54,1,13837.93103,0,0,5192.0
1915,2026.24,2,2,4,34.47,4,21350.0,0,0,0.0
1916,1311.18,6,1,1,61.28,2,10594.82759,1,1,4888.0
1917,731.99,6,4,4,72.31,1,15781.03448,0,0,4732.0
1918,1131.97,7,2,6,58.73,2,49368.96552,0,0,0.0
1919,1022.25,5,1,6,66.5,2,24302.87227,0,0,3805.127726
1920,1336.08,3,5,8,63.7,2,18547.28261,0,0,7440.0
1921,1526.03,6,7,5,61.55,2,20355.17241,0,0,12600.0
1922,3276.82,3,10,8,4.29,5,25641.5493,0,0,6000.0
1923,750.04,1,5,6,71.42,1,27824.0,0,0,3240.0
1924,1979.76,1,5,6,47.14,3,23542.0,0,0,6900.0
1925,704.8,6,2,1,75.34,1,6934.482759,1,0,3692.0
1926,1043.95,7,9,1,69.25,1,14537.93103,0,1,0.0
1927,1374.27,4,7,3,71.04,1,12613.33333,0,0,4200.0
1928,874.69,7,5,3,62.04,2,31548.27586,0,0,0.0
1929,1469.64,5,2,8,66.22,2,26526.54321,0,0,0.0
1930,1057.92,3,5,6,75.76,1,18093.03571,0,0,4908.75
1931,771.58,7,6,4,70.19,1,34577.58621,0,0,3264.0
1932,457.96,7,10,4,85.83,1,26455.17241,0,0,4056.0
1933,929.55,7,5,2,63.78,2,24903.44828,0,0,0.0
1934,2620.69,3,5,9,46.61,3,39696.42857,0,0,60.0
1935,941.39,2,10,2,71.23,1,14703.0,0,0,0.0
1936,1291.35,2,9,6,74.76,1,32786.0,0,0,0.0
1937,1245.64,4,1,5,67.64,2,13954.28571,0,0,4732.0
1938,1152.64,4,6,1,65.87,2,9328.205128,1,0,4732.0
1939,3139.1,5,10,6,31.53,4,28726.0,1,1,0.0
1940,910.52,7,5,2,69.8,1,15798.27586,0,0,4940.0
1941,1437.35,3,7,6,65.42,2,13041.08911,0,0,5720.0
1942,1596.27,2,6,8,62.4,2,40131.0,0,0,0.0
1943,1381.06,1,2,10,69.79,1,60521.0,0,0,0.0
1944,1145.64,2,2,8,69.45,1,33929.8,0,0,5401.2
1945,918.48,6,8,6,75.14,1,20401.72414,0,0,19200.0
1946,967.44,2,7,10,75.24,1,62603.0,0,0,0.0
1947,1175.66,2,9,8,72.31,1,30388.02817,0,0,0.0
1948,1096.28,3,8,7,68.91,1,16000.625,0,0,11100.0
1949,921.47,2,2,9,79.1,1,48201.0,0,0,0.0
1950,1447.01,3,7,8,69.27,1,17688.34155,0,0,5697.11493
1951,1125.24,1,5,8,74.67,1,18681.52174,0,0,3936.0
1952,967.92,2,9,7,76.5,1,33350.0,0,0,0.0
1953,1628.52,5,2,3,55.94,2,11468.0,0,0,7092.0
1954,943.56,6,7,4,66.64,2,40189.65517,0,0,0.0
1955,890.4,2,5,2,68.63,1,12195.38462,0,0,3634.615385
1956,1172.83,3,2,3,77.31,1,9302.857143,0,0,4680.0
1957,1256.39,2,2,8,71.61,1,42275.0,0,0,0.0
1958,1505.89,3,9,5,73.37,1,9199.593496,0,0,5200.0
1959,860.9,3,6,8,81.48,1,29200.0,0,0,5640.0
1960,583.62,7,7,3,75.89,1,20307.6318,0,0,4481.573555
1961,4750.67,2,6,10,29.02,4,100000.0,0,0,0.0
1962,708.57,7,5,2,75.95,1,17936.2069,0,0,0.0
1963,1993.22,2,5,9,74.17,1,37971.83099,0,0,0.0
1964,944.36,7,8,2,66.66,2,9324.137931,1,0,7332.0
1965,1212.45,1,7,10,76.87,1,75192.0,0,0,0.0
1966,1183.14,7,1,2,54.79,2,23803.44828,0,0,0.0
1967,584.78,6,10,1,74.9,1,7889.655172,1,0,3120.0
1968,875.19,6,4,3,80.89,1,0.0,0,0,21600.0
1969,2079.59,1,2,10,54.3,3,26953.72415,0,0,4088.583428
1970,1660.91,2,9,9,56.24,2,49511.0,0,0,756.0
1971,1627.5,3,1,6,56.55,2,19602.59858,0,0,4434.8817
1972,1064.41,2,9,1,70.16,1,12503.0,0,0,0.0
1973,1023.96,4,8,7,77.65,1,24786.73469,0,0,11336.0
1974,1304.89,3,6,7,69.48,1,14569.0,0,0,6926.0
1975,1253.31,2,10,9,66.96,2,49880.0,0,0,0.0
1976,1457.75,2,7,6,85.15,1,7384.702159,0,0,14004.57312
1977,1297.32,1,7,6,71.32,1,16185.21127,0,0,9480.0
1978,1888.95,3,9,7,65.58,2,21168.57143,0,0,7500.0
1979,1239.07,1,9,8,64.87,2,36113.0,0,0,6480.0
1980,1204.26,2,9,8,67.83,2,39461.0,0,0,0.0
1981,1289.41,7,9,2,56.92,2,25632.75862,0,0,0.0
1982,577.27,7,4,2,82.53,1,15605.17241,0,0,4472.0
1983,1406.52,1,6,5,77.71,1,17146.47887,0,0,3250.0
1984,940.77,7,7,2,61.28,2,24432.75862,0,0,0.0
1985,932.27,7,10,4,77.02,1,40067.24138,0,0,0.0
1986,994.69,4,8,4,73.38,1,7338.732394,0,0,6760.0
1987,757.83,7,2,5,72.07,1,34691.37931,0,0,3600.0
1988,729.75,6,9,9,73.28,1,85694.82759,0,0,9240.0
1989,1390.07,7,10,2,61.79,2,14883.95225,0,1,4592.307692
1990,764.3,6,7,3,67.33,2,21282.76703,0,0,4827.995125
1991,1240.49,3,2,5,62.44,2,16055.0,0,0,6360.0
1992,1597.47,3,10,9,59.74,2,33720.14603,0,0,7479.824769
1993,1232.39,2,9,9,59.69,2,51157.0,0,0,0.0
1994,1699.82,3,7,5,75.82,1,17268.75,0,0,0.0
1995,1026.24,7,6,2,62.49,2,22767.24138,0,0,0.0
1996,1548.57,2,8,7,48.48,3,37326.0,0,0,0.0
1997,739.93,6,2,3,74.87,1,22413.7931,0,0,4524.0
1998,1091.04,7,2,4,67.01,2,39818.96552,0,0,0.0
1999,1360.85,3,9,5,73.17,1,3206.428571,0,0,22800.0
2000,1225.09,3,9,4,58.69,2,9931.666667,0,0,10200.0
2001,862.45,6,8,4,65.86,2,11620.68966,1,0,13200.0
2002,884.56,7,8,1,72.42,1,4048.275862,1,1,6240.0
2003,743.07,7,9,1,74.98,1,0.0,0,1,7800.0
2004,2479.17,2,9,6,30.32,4,22378.0,0,0,7920.0
2005,1055.58,1,5,6,66.94,2,24536.0,0,0,4356.0
2006,1663.84,3,6,4,68.69,1,7517.857143,0,0,9444.0
2007,925.59,1,6,9,67.12,2,43595.0,0,0,4464.0
2008,1075.61,4,7,6,72.55,1,11923.125,0,0,10725.0
2009,1221.63,4,5,3,66.13,2,12385.89744,0,0,7500.0
2010,2005.76,1,5,7,40.5,3,36463.0,0,0,0.0
2011,1075.43,1,4,1,73.88,1,1254.929577,1,1,3900.0
2012,1358.52,7,10,1,63.58,2,5101.724138,1,1,4108.0
2013,1222.26,4,7,3,62.46,2,10884.69388,1,0,8340.0
2014,885.43,7,4,4,65.93,2,31167.24138,0,0,4080.0
2015,1665.43,1,10,8,39.73,3,33217.0,0,0,12000.0
2016,1363.02,2,10,3,63.74,2,16082.26478,0,0,417.7352161
2017,1858.77,7,7,2,37.75,4,20846.55172,1,1,0.0
2018,1524.71,3,8,9,72.7,1,24401.58761,0,0,17592.77734
2019,805.79,6,2,3,71.02,1,11400.0,0,0,4212.0
2020,2258.09,5,10,10,68.56,1,53189.82301,0,0,0.0
2021,888.43,7,9,1,74.31,1,8965.517241,1,0,5057.0
2022,1108.98,2,2,7,70.99,1,34327.0,0,0,0.0
2023,1290.64,3,8,10,65.77,2,100000.0,0,0,21600.0
2024,1895.68,2,2,9,60.77,2,56085.0,0,0,0.0
2025,1631.53,3,8,10,71.63,1,52545.0,0,0,21600.0
2026,1220.75,4,4,3,66.98,2,9533.802817,0,0,3744.0
2027,806.2,4,8,2,76.34,1,10328.20513,0,0,6526.0
2028,926.76,6,5,3,65.43,2,24855.17241,0,0,4800.0
2029,1437.16,5,7,4,59.26,2,12212.0,0,0,7670.0
2030,989.11,6,4,3,64.96,2,22018.96552,0,0,6560.0
2031,705.21,6,2,2,42.46,3,20655.11521,0,0,3707.033176
2032,1093.17,5,6,3,64.31,2,12941.0,0,0,3850.0
2033,1825.33,5,6,1,38.95,3,9014.0,1,1,0.0
2034,1197.28,4,5,7,72.06,1,20410.88841,0,0,4961.538462
2035,1241.34,3,2,4,68.14,2,12609.28571,0,0,3120.0
2036,969.13,7,7,6,58.22,2,50308.62069,0,0,0.0
2037,1768.58,2,9,4,59.55,2,20657.0,0,0,0.0
2038,1036.73,7,9,3,58.32,2,16831.03448,1,0,6420.0
2039,1120.96,4,1,6,71.16,1,16328.87324,0,0,5040.0
2040,1402.78,2,7,9,54.6,2,58830.0,0,0,0.0
2041,2106.9,7,2,3,29.21,4,29374.13793,1,1,0.0
2042,1370.42,2,5,4,62.94,2,21715.0,0,0,0.0
2043,603.7,6,7,1,81.69,1,5579.310345,1,0,5388.0
2044,924.26,6,2,1,66.93,2,3155.172414,1,1,6000.0
2045,1589.34,2,4,5,53.19,3,26143.0,0,0,0.0
2046,830.12,7,8,2,68.73,1,14958.62069,0,0,6240.0
2047,1519.18,3,2,2,64.16,2,6224.285714,1,1,6250.0
2048,1109.78,1,10,8,67.06,2,36809.0,0,0,9300.0
