,serialanon,fpLIHCflg,fpLIHCqdt,fpLIHCgapEQ,fpLIHCgapUNEQ,HousingCosts,AHCIncomeEQ,FuelCosteqFactor,fpbasinc,fpfullinc,fuelexpn,wathcost,spahcost,litecost,cookcost,elecmop,gasmop,fpflgb,fpflgf,fpvuln,Unoc,FullincDeciles,EqAHCincDeciles,FPEERrating,FPEERband,sap12,EPC,gorEHS,Ongas,tenure4x,DWtype,DWage,FloorArea,CentralHeating,Mainfueltype,WallType,Loftins,boiler,hhcompx,emphrp3x,ethhrp2x,Ageyng,Ageold,hhsize,hhsick,CERTpriority,WFG_preApr11,WFG_postApr11,WFG_Sept12,ECO_AW,aagph1516
1505,15160016648,0,2,0,0,5408,12834.74576,1.21,15145,20553,1249.41,204.98,546.86,442.49,55.08,3,3,0,0,1,0,4,3,72.41,1,66.5,2,6,1,3,2,5,3,1,1,2,2,5,4,3,1,1,2,4,0,1,0,0,0,2,931
1506,15160016651,0,3,0,0,5356,15073.57143,1.21,27535,26459,1282.21,89.22,475.89,665.64,51.46,1,1,0,0,1,0,5,3,71.33,1,71.97,1,2,1,4,3,5,3,1,1,2,2,5,3,1,1,2,3,4,0,1,0,0,0,4,547
1507,15160016653,0,2,0,0,3400,3428,1,3562,6828,788.95,156.74,208.61,380.08,43.52,3,3,1,1,1,0,1,1,78.45,1,77.82,1,2,1,4,5,7,2,1,1,2,3,3,1,3,1,5,4,2,1,1,0,0,0,2,1049
1508,15160016660,0,3,0,0,9600,23201.47059,1.32,57893,56931,1040.03,210.85,300.34,472.48,56.36,1,1,0,0,1,0,9,6,68.59,1,66.45,2,8,1,2,5,3,2,1,1,3,1,5,3,1,2,2,3,5,0,0,0,0,0,3,1942
1509,15160016661,0,3,0,0,3640,19813.7931,0.82,15805,15132,913.79,46.29,499.53,334.69,33.28,1,1,0,0,1,0,3,5,60.89,2,61.62,2,6,1,4,5,5,2,1,1,2,3,3,6,1,1,5,4,1,1,0,0,0,0,4,1005
1510,15160016662,0,4,0,0,12960,22024.16667,1.07,40843,39389,1646.4,315.85,736.47,548.73,45.35,1,1,0,0,1,0,8,6,58.21,2,57.82,2,9,1,1,4,8,4,1,1,2,2,1,3,1,1,1,3,3,0,0,0,0,0,3,2264
1511,15160016672,0,3,0,0,5300,17021.19565,1.21,32015,36619,1182.07,167.22,434.46,529.34,51.05,1,1,0,0,1,0,7,4,69.54,1,70.01,1,9,1,3,2,4,3,1,1,2,2,5,1,3,1,4,4,4,1,1,0,0,0,2,512
1512,15160016675,0,4,0,0,0,14518,1,16025,14518,1286.21,118.26,707.34,420.63,39.98,1,1,0,0,1,0,2,3,63.44,2,64.06,2,2,1,1,4,5,3,1,1,2,2,5,2,3,1,6,5,2,0,1,1,0,0,3,3777
1513,15160016678,0,4,0,0,7200,17634.16667,1.07,29908,28361,1362.23,202.91,677.06,438.36,43.9,1,1,0,0,1,0,6,4,57.18,2,58.2,2,7,1,1,3,5,3,1,1,2,2,2,3,1,1,1,2,3,0,0,0,0,0,3,1851
1514,15160016680,0,3,0,0,13200,21670.37037,1.21,49266,48306,1181.72,169.2,417.87,545.61,49.04,1,1,0,0,1,0,9,6,69.25,1,69.64,1,5,1,1,2,6,3,1,1,2,1,4,3,1,1,3,3,4,0,0,0,0,0,3,2183
1515,15160016682,1,1,71.06,71.06,4128,14390,1,14390,18518,1252.66,62.36,762.24,385.48,42.58,3,3,0,0,1,0,4,3,70.39,1,65.96,2,4,1,3,2,5,3,1,1,2,2,5,2,3,1,7,6,2,1,1,0,0,0,4,468
1516,15160016683,0,2,0,0,2232.6,7704.137931,0.82,6880,6701,451.08,101.4,119.62,193.2,36.86,2,88,0,0,0,0,1,1,79.93,1,79.42,1,6,1,2,5,9,3,1,1,2,3,5,6,3,1,4,1,1,0,0,0,0,0,3,2640
1517,15160016684,0,4,0,0,0,15729.31034,0.82,9123,9123,999.75,105.89,633.88,222.74,37.24,2,2,1,1,1,1,1,4,63.2,2,55.34,2,2,1,1,1,2,3,1,1,3,2,5,7,3,1,6,5,1,0,1,1,0,1,1,2491
1518,15160016688,0,3,0,0,4108,15765.51724,0.82,9144,13252,734.48,103.02,599.4,-1.09,33.15,1,1,0,0,1,0,2,4,73.19,1,66.07,2,1,1,4,1,5,1,1,1,2,2,3,7,3,1,6,5,1,1,1,0,0,0,2,405
1519,15160016690,1,1,8.104545455,8.104545455,3417.6,9594.4,1,14037,13012,1184.65,200.16,341.29,574.18,69.02,3,88,0,0,1,0,2,2,67.95,2,66.97,2,9,0,3,5,6,2,2,2,3,3,-9,5,1,1,5,5,2,0,0,0,0,0,4,1199
1520,15160016691,1,1,74.04958678,89.6,8400,11059.32203,1.21,22782,21450,1513.22,188.47,621.46,650.12,53.17,3,3,0,0,1,0,4,2,66.93,2,66.78,2,5,1,2,3,7,4,1,1,2,2,5,4,1,1,2,3,4,0,1,1,0,0,3,994
1521,15160016694,0,4,0,0,18000,21031.42857,1.21,48716,47444,1775.83,217.24,949.72,558.17,50.7,1,1,0,0,1,0,9,5,42.77,3,40.23,3,8,1,1,3,2,3,1,1,3,1,3,3,1,1,1,3,4,1,0,0,0,0,3,3206
1522,15160016701,0,3,0,0,5460,18250,1,18989,19695,1119.74,121.3,582.59,377.76,38.09,1,1,0,0,1,0,4,4,64.46,2,65.38,2,5,1,2,2,6,3,1,1,3,2,5,4,1,1,2,3,2,1,1,1,0,0,1,4034
1523,15160016705,0,2,0,0,4524,6509.183673,1.07,11666,10903,1254.83,152.94,588.05,464.91,48.93,3,3,1,1,1,0,1,1,65.47,2,66.28,2,6,1,3,3,6,2,1,1,2,2,5,4,1,2,1,3,3,0,1,0,0,0,2,356
1524,15160016706,0,4,0,0,0,60465.51724,0.82,36646,35070,1574.42,167.61,993.66,379.19,33.96,1,1,0,0,1,1,7,10,39.78,3,35.15,4,9,1,1,4,1,5,1,1,3,2,1,7,1,1,6,5,1,0,0,0,0,0,3,1561
1525,15160016707,0,4,0,0,0,36414,1,38340,36414,1303.73,121.75,673.82,468.51,39.65,1,1,0,0,1,1,7,9,58.59,2,56.6,2,9,1,1,4,4,5,1,1,3,1,4,2,3,1,6,5,2,0,0,0,0,0,3,3095
1526,15160016709,0,4,0,0,6900,20312.06897,0.82,19417,18681,3333.57,411.38,2572.9,301.2,48.09,2,88,1,1,0,0,4,5,1,5,1,5,4,0,2,6,2,2,1,2,5,1,1,6,1,1,5,2,1,0,0,0,0,0,3,2247
1527,15160016717,0,3,0,0,4320,21419,1,26459,25739,1057.09,117.71,470.22,430.45,38.71,1,1,0,0,0,0,5,5,70.28,1,69.81,1,1,1,1,2,7,3,1,1,2,2,5,5,1,1,4,4,2,0,0,0,0,0,3,2412
1528,15160016722,0,2,0,0,5772,13900,0.82,8062,13834,814.32,129.28,473.68,175.9,35.46,2,2,1,0,1,0,2,3,75.22,1,68.36,2,7,1,4,3,8,2,1,1,1,2,4,7,3,2,6,5,1,1,1,0,0,0,4,748
1529,15160016723,0,4,0,0,9600,55344.82759,0.82,43576,41700,1117.54,116.81,582.01,374.97,43.75,1,88,0,0,0,1,8,10,41.2,3,37.81,4,9,0,1,4,1,4,1,3,3,2,4,6,1,1,5,3,1,0,0,0,0,0,3,3914
1530,15160016730,0,3,0,0,5280,24490,1.21,40599,39566,1394.22,95.06,558.6,685.74,54.82,3,3,0,0,1,0,8,6,63.94,2,65.13,2,4,1,1,1,4,2,1,1,2,2,5,3,1,1,2,2,4,0,0,0,0,0,3,3234
1531,15160016736,0,4,0,0,7200,16510.16949,1.21,27588,26682,2088.31,266.26,1061.01,711.2,49.84,1,1,0,0,1,0,5,4,44.51,3,40.83,3,1,1,2,1,3,4,1,1,3,1,1,4,1,1,1,3,4,0,0,0,0,0,3,5959
1532,15160016737,0,3,0,0,5760,36621.83099,1.07,59056,57763,1015.22,145.71,373.51,450.65,45.35,1,1,0,0,0,0,9,9,70.91,1,70.4,1,9,1,4,3,8,3,1,1,2,1,4,1,1,1,4,4,3,0,0,0,0,0,4,789
1533,15160016738,1,1,1145.033058,1385.49,16800,11323.45679,1.21,36665,35144,2809.11,101.04,1692.17,961.04,54.86,2,2,0,0,1,0,7,2,54.45,3,53.38,3,9,1,2,3,2,5,1,1,3,1,5,3,1,1,1,3,4,0,0,0,0,0,3,890
1534,15160016740,0,3,0,0,0,38014,1,39320,38014,861.82,118.71,370.33,334.07,38.71,1,1,0,0,1,0,8,9,67.75,2,67.82,2,1,1,1,3,5,1,1,1,2,2,5,2,3,1,6,6,2,1,1,0,0,0,3,1926
1535,15160016743,0,3,0,0,5400,22321.42857,1.07,28177,27275,1038.56,145.88,393.5,455.28,43.9,1,1,0,0,1,0,6,6,72.24,1,71.77,1,7,1,1,2,7,3,1,1,2,2,4,4,1,1,1,3,3,0,0,0,0,0,3,1019
1536,15160016747,0,2,0,0,8632,8157.142857,1.21,21085,20052,1315.58,157.61,507.14,579.6,71.23,3,3,0,0,1,0,4,1,68.92,1,68.46,2,4,0,4,5,5,3,1,3,4,3,-9,3,1,1,2,3,4,0,0,0,0,0,4,451
1537,15160016749,0,4,0,0,4704,20681,1.32,41362,46066,1612.93,137.67,533.01,873.16,69.09,1,3,0,0,1,0,9,5,69.68,1,68.9,1,6,1,3,1,6,4,1,1,1,2,5,3,3,1,2,2,5,1,1,0,0,0,2,1063
1538,15160016751,0,2,0,0,34395.91432,-42482.6109,0.82,10856,9756,928.14,96.65,490.75,306.78,33.96,1,1,0,0,1,1,1,1,58.95,2,55.52,2,9,1,1,1,3,3,1,1,3,2,5,7,2,1,6,5,1,0,0,0,0,0,3,2541
1539,15160016757,0,2,0,0,4420,5156.896552,0.82,3094,7411,760.81,102.47,342.82,278.68,36.84,3,3,1,1,0,0,1,1,65.15,2,63.1,2,8,1,3,5,4,1,1,1,3,1,5,6,2,1,5,3,1,0,1,0,0,0,4,575
1540,15160016768,0,4,0,0,4056,17034.48276,0.82,9880,13936,994.92,44.19,682.44,231.82,36.47,3,3,1,0,1,0,2,4,69.64,1,63.95,2,4,1,3,3,5,2,1,1,2,1,5,6,3,1,5,3,1,1,1,0,0,0,2,323
1541,15160016772,0,4,0,0,0,63982.75862,0.82,38196,37110,1282.71,123.06,770.7,354.99,33.96,1,1,0,0,1,1,8,10,48.18,3,46.96,3,9,1,1,3,3,4,1,1,1,2,1,7,1,1,6,5,1,0,0,0,0,0,3,1898
1542,15160016774,0,4,0,0,8400,23362.34568,1.21,47885,46247,2188.82,219.74,1300.02,618.01,51.05,1,1,0,0,1,0,9,6,39.49,3,36.08,4,9,1,1,3,3,4,1,1,3,1,3,3,1,1,3,3,4,1,0,0,0,0,3,3807
1543,15160016777,1,1,85.89579479,70.43455172,4800,14437.93103,0.82,8374,13174,1078.65,42.95,674.02,328.4,33.28,1,1,1,0,1,0,2,3,60.11,2,57.28,2,6,1,2,3,4,2,1,1,3,2,5,7,3,1,6,5,1,1,1,1,0,1,1,1627
1544,15160016779,0,2,0,0,4732,-1613.793103,0.82,0,3796,885.92,107.43,441.92,298.94,37.63,3,3,1,1,1,0,1,1,67.71,2,67.06,2,10,1,4,1,8,1,1,1,1,2,5,6,3,1,5,3,1,1,1,0,0,0,4,1142
1545,15160016788,0,4,0,0,0,43379,1,44711,43379,1284.75,129.02,680.25,437.39,38.09,1,1,0,0,1,0,8,9,64.91,2,64.47,2,5,1,1,4,9,4,1,1,2,2,4,2,1,1,6,5,2,0,0,0,0,0,3,1868
1546,15160016791,0,3,0,0,0,26534.48276,0.82,16230,15390,916.81,137.48,436.04,310.14,33.15,1,1,0,0,0,1,3,7,60.56,2,58.66,2,1,1,2,2,2,3,1,1,3,1,4,6,1,1,5,2,1,0,0,0,0,0,3,1336
1547,15160016792,1,1,56.7768595,68.7,5772,11762.34568,1.21,19989,24827,1492.32,192.7,602.16,642.38,55.08,3,3,0,0,1,0,5,2,68.29,2,67.85,2,6,1,4,3,9,4,1,1,2,1,5,3,3,1,3,4,4,1,1,0,0,0,2,1116
1548,15160016797,0,4,0,0,0,18228.39506,1.21,30218,29530,2062.39,169.11,1235.83,607.94,49.51,1,1,0,0,1,0,6,4,52.8,3,51.08,3,4,1,1,2,2,5,1,1,1,1,5,5,3,2,1,5,4,1,1,1,0,0,3,4047
1549,15160016807,0,2,0,0,7150,8321.126761,1.07,19966,18966,1219.04,200.2,537.57,431.01,50.26,3,3,0,0,0,0,4,1,61.8,2,60.49,2,10,1,2,5,3,1,1,1,1,1,3,1,1,1,4,3,3,0,0,0,0,0,3,2110
1550,15160016809,0,4,0,0,33271.21267,24313.41952,1.21,70026,67310,1827.14,177.11,941.11,657.87,51.05,1,1,0,0,1,1,10,6,69.35,1,70.61,1,9,1,1,4,4,5,1,1,2,1,4,3,1,1,2,3,4,0,0,0,0,0,3,1475
1551,15160016810,0,2,0,0,3536,12134,1,12267,15670,895.36,130.5,368.45,355.11,41.3,3,3,0,0,1,0,3,2,71.87,1,71.74,1,5,1,3,2,5,1,1,1,2,2,5,1,1,1,5,4,2,1,1,0,0,0,2,397
1552,15160016815,0,4,0,0,0,17261,1,18459,17261,1337.67,196.32,655.84,428.28,57.23,2,88,0,0,1,0,3,4,39.2,3,41.28,3,10,0,1,4,6,2,1,3,2,2,5,2,3,1,7,6,2,1,1,1,0,0,3,2420
1553,15160016816,0,3,0,0,7200,20985,1,29335,28185,1095.72,122.71,573.79,358.51,40.71,1,1,0,0,1,0,6,5,56.31,2,52.89,3,10,1,2,3,1,1,1,1,3,2,5,2,1,1,5,5,2,0,0,0,0,0,3,1793
1554,15160016821,0,2,0,0,6500,13030.53097,1.32,33006,35949,1468.56,198.31,525.7,688.19,56.36,1,1,0,0,1,0,7,3,68.3,2,67.88,2,8,1,4,1,7,4,1,1,1,2,5,5,3,1,4,4,5,1,1,0,0,0,2,1222
1555,15160016829,0,2,0,0,4956,13757.74648,1.07,25473,24492,913.02,145.36,307.56,416.11,43.99,1,1,0,0,0,0,5,3,75.06,1,74.51,1,4,1,4,3,9,2,1,1,2,2,5,1,1,1,4,4,3,0,0,0,0,0,4,1219
1556,15160016834,0,4,0,0,0,36608.62069,0.82,21233,21233,2236.3,221.33,1375.35,602.38,37.24,2,2,1,1,0,1,4,9,52.45,3,54.23,3,2,1,2,4,5,5,1,1,2,2,1,6,1,1,5,4,1,0,0,0,0,0,3,2654
1557,15160016839,0,2,0,0,5772,8160.344828,0.82,11591,10505,696.87,121.83,291.66,249.42,33.96,1,1,0,0,1,0,1,1,68.53,1,68.51,1,9,1,4,3,4,1,1,1,2,2,1,7,3,1,6,5,1,1,1,0,0,0,4,717
1558,15160016840,0,4,0,0,0,100000,1,100000,100000,1914.14,136.46,1054.79,671.85,51.04,1,88,0,0,1,1,10,10,47.54,3,47.17,3,9,0,1,4,6,5,1,3,1,2,1,2,3,1,7,6,2,1,1,0,0,0,3,2408
1559,15160016842,0,2,0,0,7930,13563.26531,1.07,19618,21222,972.71,154.58,365.69,408.45,43.99,1,1,0,0,1,0,4,3,67.95,2,67.34,2,4,1,4,2,2,2,1,1,3,2,5,4,1,1,2,3,3,0,1,0,0,0,2,2582
1560,15160016843,0,3,0,0,3600,54632.75862,0.82,36145,35287,800.11,88.15,378.33,300.7,32.93,1,1,0,0,0,1,7,10,67.34,2,67.89,2,4,1,2,3,4,3,1,1,2,2,5,6,1,1,5,2,1,0,0,0,0,0,3,1277
1561,15160016844,0,2,0,0,4632,5089.655172,0.82,4940,7584,928.3,88.14,481.18,325.83,33.15,1,1,1,1,1,1,1,1,65.43,2,66.45,2,1,1,4,3,5,3,1,1,2,2,5,7,1,1,6,5,1,0,1,0,0,0,4,339
1562,15160016857,0,3,0,0,7800,15628.33333,1.07,28020,26554,1136.61,152.15,435.03,502.87,46.56,1,1,0,0,1,0,5,3,66.9,2,66.39,2,10,1,2,2,9,3,1,1,2,2,5,3,1,1,1,2,3,1,0,0,0,0,3,1168
1563,15160016866,0,2,0,0,10400,-4660.344828,0.82,2600,7697,574.65,88.59,184.36,258.21,43.49,1,1,1,0,0,0,1,1,80.58,1,80.34,1,8,1,4,5,6,2,1,3,2,3,-9,6,3,1,5,4,1,0,1,0,0,0,2,1215
1564,15160016867,1,1,371.2645455,371.2645455,3640,10496.15385,1,8187,11827,1547.81,113.08,884.53,511.74,38.46,1,1,1,1,1,1,2,2,52.83,3,50.46,3,4,1,2,3,4,5,1,1,3,1,5,4,3,2,1,3,2,0,1,1,0,1,1,1084
1565,15160016873,0,4,0,0,0,23298,1,25294,23298,2145.91,153.37,1302.59,640.52,49.43,1,88,0,0,1,1,5,6,39.83,3,39.64,3,7,0,1,4,8,5,1,3,1,1,1,2,3,1,6,5,2,0,0,0,0,0,3,5779
1566,15160016877,0,3,0,0,10200,28752,1,40297,38952,1072,113.71,505.14,414.29,38.86,1,1,0,0,0,0,8,7,70.13,1,70.67,1,6,1,1,3,5,3,1,1,2,2,5,1,1,1,5,2,2,0,0,0,0,0,3,3073
1567,15160016878,0,4,0,0,0,34156,1,35436,34156,1272.63,117.45,690.69,425.78,38.71,1,1,0,0,1,0,7,8,67.46,2,68.2,2,1,1,1,3,5,4,1,1,2,2,5,2,3,1,7,6,2,1,1,0,0,0,3,2404
1568,15160016880,0,2,0,0,5356,11145.6044,1.32,20790,25641,1473.69,142.19,494.53,775.74,61.23,3,3,0,0,1,0,5,2,65.76,2,64.59,2,6,1,3,5,5,3,1,1,1,3,3,4,1,1,2,3,5,1,1,0,0,0,2,968
1569,15160016883,0,2,0,0,4108,8958.62069,0.82,5304,9304,802.62,52.91,355.42,357.02,37.27,3,3,1,0,1,0,1,1,70.4,1,69.72,1,2,1,4,5,6,1,1,1,4,2,3,6,3,1,5,4,1,1,1,0,0,0,2,760
1570,15160016892,0,4,0,0,0,17178,1,18644,17178,1244.1,57.93,629.9,515.56,40.71,1,1,0,0,1,0,3,4,65.71,2,63.98,2,10,1,1,2,4,3,1,1,3,2,5,2,3,1,7,6,2,1,1,0,0,0,3,2313
1571,15160016897,1,1,453.1845455,453.1845455,2436,10776,1,14091,13212,1629.73,62.68,990.27,533.3,43.48,2,2,1,1,1,0,2,2,55.59,2,52.42,3,2,1,1,2,2,3,1,1,3,2,5,4,1,1,3,3,2,0,1,1,0,1,1,3070
1572,15160016908,0,4,0,0,0,29072.41379,0.82,17862,16862,1129.26,246.71,540.55,308.27,33.73,1,1,0,0,1,1,3,7,47.78,3,44.46,3,8,1,1,3,5,3,1,1,3,2,1,7,3,1,6,5,1,0,0,0,0,0,3,2383
1573,15160016915,0,2,0,0,9184.235114,14189.85305,1.32,30726,31888,1377.75,208.59,539.14,575.08,54.94,1,1,0,0,1,0,7,3,66.35,2,65.89,2,7,1,2,2,6,3,1,1,3,1,5,3,1,1,1,2,5,1,1,1,0,0,3,1857
1574,15160016917,0,4,0,0,0,33350,1,34511,33350,1222.69,200.79,562.9,420.61,38.39,1,1,0,0,0,0,7,8,63.53,2,63.87,2,7,1,1,2,6,3,1,1,2,1,1,5,1,1,4,4,2,0,0,0,0,0,3,2260
1575,15160016927,0,2,0,0,5824,10038.02817,1.07,21162,20078,1155.77,165.06,497.25,436.96,56.5,1,88,0,0,1,0,4,2,50.62,3,49.54,3,7,0,3,3,4,2,1,3,4,2,1,4,1,1,3,3,3,1,1,0,0,0,2,963
1576,15160016929,1,1,123.931181,132.6063636,6600,2855.633803,1.07,11640,10655,1391.51,157.18,747.1,443.33,43.9,1,1,1,1,0,0,1,1,51.62,3,48.09,3,7,1,2,6,3,2,1,1,3,3,5,5,1,1,5,3,3,0,0,0,0,0,3,1127
1577,15160016946,0,4,0,0,0,39030,1,40186,39030,1205.43,130.42,517.01,517.29,40.71,1,1,0,0,1,1,8,9,71.15,1,70.81,1,10,1,1,4,8,5,1,1,5,2,5,2,3,1,6,6,2,0,1,0,0,0,3,4611
1578,15160016954,0,2,0,0,7900,7631.666667,1.07,16991,17058,1106.58,78.99,383.39,593.94,50.26,3,3,0,0,1,0,3,1,69.27,1,68.67,1,10,1,2,3,7,2,1,1,1,2,5,3,3,1,3,4,3,0,1,1,0,0,1,2016
1579,15160016956,0,4,0,0,0,27845,1,28881,27845,1200.02,55.96,603.89,501.46,38.71,1,1,0,0,1,0,6,7,68.91,1,69.55,1,1,1,2,3,5,3,1,1,2,2,5,2,3,1,7,6,2,1,1,0,0,0,3,1585
1580,15160016959,1,1,192.7472284,158.0527273,0,12453.44828,0.82,8930,7223,1122.82,132.51,598.3,358.05,33.96,1,1,1,1,1,1,1,3,62.62,2,63.23,2,9,1,1,3,4,5,1,1,2,2,1,7,3,1,7,6,1,0,1,0,0,0,3,4360
1581,15160016963,0,3,0,0,4368,17097.5,1.07,25974,24885,1159.93,151.02,410.07,551.49,47.35,2,2,0,0,1,0,5,4,66.46,2,66.95,2,7,1,3,5,5,2,1,1,2,3,2,3,1,1,2,2,3,0,0,0,0,0,4,873
1582,15160016965,0,4,0,0,0,18845,1,19329,18845,1356.04,124.9,797.09,395.96,38.09,1,1,0,0,1,0,4,5,58.52,2,55.22,2,5,1,1,2,3,3,1,1,3,2,5,5,3,1,5,6,2,1,1,1,0,1,1,4989
1583,15160016968,0,4,0,0,10800,22245.71429,1.21,43545,41944,1999.35,167.42,1107.28,674.62,50.03,1,1,0,0,1,0,8,6,62.5,2,61.63,2,6,1,1,4,5,5,1,1,1,2,5,3,1,1,1,2,4,0,0,0,0,0,3,3652
1584,15160016977,0,4,0,0,3744,14894.82759,0.82,9040,12383,1125.46,192.48,599.03,297.18,36.77,2,2,1,0,1,0,2,3,48.31,3,47.1,3,4,1,3,3,5,1,3,1,1,2,-9,7,3,1,7,6,1,0,1,0,0,0,4,457
1585,15160016989,0,4,0,0,4264,26343,1,31634,30607,1187.48,238.64,435.4,441.77,71.67,3,88,0,0,0,0,6,7,60.33,2,59.68,2,10,0,4,1,9,1,2,2,2,1,-9,1,1,1,5,4,2,0,0,0,0,0,4,745
1586,15160016990,0,3,0,0,0,17798,1,18492,17798,1158.78,146.63,614.02,355.19,42.94,2,3,0,0,1,0,3,4,54.18,3,53.46,3,4,1,1,2,3,1,1,1,3,1,3,1,3,1,5,4,2,1,1,1,0,0,1,3776
1587,15160016993,1,1,5.332594235,4.372727273,6344,-1182.758621,0.82,5388,5658,969.14,92.76,476.02,363.09,37.27,3,3,1,1,0,1,1,1,68.15,2,68.79,1,2,1,3,2,5,3,1,1,2,1,5,6,1,1,5,3,1,0,1,0,0,0,4,448
1588,15160016996,0,4,0,0,5044,18311,1,18702,23355,1245.49,63.01,551.81,587.15,43.52,3,3,0,0,1,1,5,4,67.34,2,68.49,2,2,1,4,3,6,4,1,1,2,2,5,5,3,1,5,5,2,0,1,0,0,0,4,1198
1589,15160017002,0,3,0,0,6012,30902.8169,1.07,51092,49894,1229.1,159.88,549.64,473.02,46.56,1,1,0,0,0,0,9,8,62.85,2,59.75,2,10,1,1,1,4,3,1,1,3,2,5,1,1,1,4,3,3,0,0,0,0,0,3,2951
1590,15160017007,0,2,0,0,4524,13900,0.82,8062,12586,940.88,107.98,421.48,374.75,36.67,3,3,1,0,1,1,2,3,72.51,1,72.08,1,9,1,3,2,7,4,1,1,2,1,4,7,3,1,6,5,1,0,1,0,0,0,2,423
1591,15160017010,0,4,0,0,4673.076923,29405.76923,1.07,41196,39960,1271.14,94.68,537.12,595.78,43.56,1,1,0,0,1,0,8,7,67.42,2,68.44,2,5,1,3,3,5,4,1,1,2,2,4,3,1,1,3,3,3,0,0,0,0,0,4,421
1592,15160017013,1,1,699.9621212,923.95,7200,11022.01493,1.32,29539,36739,2476.99,250.2,1206.32,951.99,68.48,2,2,0,0,1,0,7,2,62.73,2,62.05,2,2,1,2,3,4,5,1,1,1,1,5,5,3,2,3,6,5,1,1,1,1,1,1,2218
1593,15160017014,1,1,1297.052106,1063.582727,0,7591.37931,0.82,6342,4403,2028.35,111.19,1525.04,348.37,43.75,1,88,1,1,1,1,1,1,31.49,4,28.47,4,9,0,1,4,1,5,1,3,3,2,1,7,3,1,7,6,1,1,1,0,1,1,1,8496
1594,15160017017,0,2,0,0,6500,7875.862069,0.82,10567,11068,603.85,133.51,329.75,97.1,43.49,1,88,0,0,1,0,1,1,77.85,1,69.61,1,8,1,3,5,8,1,1,3,1,3,-9,7,3,2,7,6,1,1,1,0,0,0,4,1767
1595,15160017021,0,3,0,0,3640,14411,1,19025,18051,914.55,55.16,428.52,392.01,38.86,1,1,0,0,1,0,3,3,60.67,2,61.01,2,6,1,3,3,5,1,1,1,2,2,5,2,3,1,7,6,2,0,1,0,0,0,4,1543
1596,15160017022,0,4,0,0,5688,26645.77465,1.07,44755,43525,1676.9,153.42,888.96,584.74,49.78,3,3,0,0,1,0,8,7,56.38,2,55.72,2,2,1,1,3,6,3,1,1,1,1,5,1,1,1,4,4,3,1,0,0,0,0,3,2555
1597,15160017023,0,3,0,0,8400,16473.94366,1.07,32673,31793,1100.99,75.82,451.81,528.32,45.04,1,1,0,0,1,0,7,4,64.33,2,62.41,2,8,1,4,5,2,2,1,1,3,3,5,5,3,1,5,6,3,1,1,0,0,0,2,1270
1598,15160017028,0,3,0,0,4250,31420.68966,0.82,23201,22474,664.09,120.8,287.74,221.59,33.96,1,1,0,0,0,0,5,8,67.38,2,66.61,2,9,1,4,5,6,1,1,1,4,3,3,6,1,1,5,4,1,0,0,0,0,0,4,761
1599,15160017034,1,1,3.044545455,3.044545455,5100,774,1,5460,5874,1179.59,61.63,650.14,426.73,41.09,2,2,1,1,0,0,1,1,55.79,2,51.88,3,5,1,2,6,3,1,1,1,3,1,5,1,3,2,5,3,2,0,1,1,0,0,3,8823
1600,15160017036,1,1,65.66454545,65.66454545,15170,2432.051282,1,8187,17067,1242.21,245.25,540.89,395.39,60.68,1,88,1,0,1,0,3,1,57.1,2,56.52,2,7,0,2,5,9,2,2,2,1,3,-9,4,2,1,1,1,2,0,1,1,0,1,1,933
1601,15160017042,0,4,0,0,7152,15171.66667,1.32,35421,34461,2014.38,220.84,963.85,768.73,60.96,1,1,0,0,1,0,7,3,63.41,2,61,2,1,1,1,2,2,5,1,1,3,2,5,3,1,1,1,3,5,0,0,0,0,0,3,1729
1602,15160017051,0,2,0,0,5928,14105.12821,1,11231,16930,1166.89,145.69,523.14,455.04,43.02,3,3,1,0,1,0,3,3,65.2,2,62.86,2,8,1,3,2,4,3,1,1,3,2,5,4,1,1,2,2,2,0,1,0,0,0,2,335
1603,15160017054,0,4,0,0,6900,24944,1,32871,31844,1308.98,157.52,651.74,455.95,43.77,2,2,0,0,0,0,7,6,65.37,2,64.9,2,10,1,2,3,2,3,1,1,3,1,3,1,1,1,5,2,2,0,0,0,0,0,3,2570
1604,15160017062,0,4,0,0,0,20076,1,21959,20076,1416.51,130.5,715.24,530.06,40.71,1,1,0,0,1,1,4,5,63.59,2,63.26,2,10,1,1,4,8,5,1,1,1,2,4,2,3,1,5,5,2,0,0,0,0,0,3,3252
1605,15160017074,0,3,0,0,3120,24834.48276,0.82,18218,17524,762.35,39.6,394.36,295.46,32.93,1,1,0,0,1,0,3,6,70.49,1,70.99,1,4,1,3,5,4,1,1,1,2,3,5,7,3,1,7,6,1,0,1,0,0,0,4,490
1606,15160017077,1,1,142.5950413,172.54,16800,-279.2857143,1.21,18149,16409,1596.16,193.78,714.87,632.65,54.86,2,2,0,0,1,0,3,1,63.92,2,65.08,2,9,1,2,4,6,4,1,1,2,1,4,3,3,2,1,2,4,0,1,1,0,0,3,2769
1607,15160017082,0,3,0,0,3600,35248.27586,0.82,21269,24044,833.1,39.8,456.42,302.02,34.86,1,1,0,0,1,0,5,8,61.52,2,60.35,2,10,1,4,6,4,1,1,1,1,3,5,6,1,1,5,4,1,1,1,0,0,0,2,1170
