,serialanon,fpLIHCflg,fpLIHCqdt,fpLIHCgapEQ,fpLIHCgapUNEQ,HousingCosts,AHCIncomeEQ,FuelCosteqFactor,fpbasinc,fpfullinc,fuelexpn,wathcost,spahcost,litecost,cookcost,elecmop,gasmop,fpflgb,fpflgf,fpvuln,Unoc,FullincDeciles,EqAHCincDeciles,FPEERrating,FPEERband,sap12,EPC,gorEHS,Ongas,tenure4x,DWtype,DWage,FloorArea,CentralHeating,Mainfueltype,WallType,Loftins,boiler,hhcompx,emphrp3x,ethhrp2x,Ageyng,Ageold,hhsize,hhsick,CERTpriority,WFG_preApr11,WFG_postApr11,WFG_Sept12,ECO_AW,aagph1516
105,15160010495,0,4,0,0,2778.9578,41764.0422,1,46350,44543,1896.53,58.14,1168.68,629,40.71,1,1,0,0,1,1,8,9,40.21,3,36.81,4,10,1,3,4,2,5,1,1,3,1,5,2,1,1,5,5,2,0,0,0,0,0,4,369
106,15160010500,0,4,0,0,7800,16273,1,25269,24073,1350.05,125.1,654.54,527.63,42.78,3,3,0,0,1,1,5,4,64.64,2,65.21,2,6,1,1,3,5,5,1,1,2,2,5,1,1,1,5,5,2,0,0,0,0,0,3,8151
107,15160010502,0,3,0,0,4320,26012.06897,0.82,15087,19407,866.42,49.27,513.99,266.66,36.5,3,3,0,0,1,1,4,7,73.39,1,68.56,1,1,1,4,2,5,3,1,1,2,2,3,7,3,1,7,6,1,1,1,0,0,0,4,562
108,15160010503,0,3,0,0,4020.923077,15565.64987,0.82,14009,13049,666.5,39.58,424.8,169.5,32.62,1,1,0,0,1,0,2,3,72.45,1,71.41,1,5,1,3,2,5,1,1,1,1,2,5,7,3,1,6,5,1,0,0,0,0,0,4,400
109,15160010505,0,3,0,0,0,39555.17241,0.82,23872,22942,653.5,89.9,219.04,310.33,34.23,1,1,0,0,1,1,5,9,77.51,1,76.99,1,2,1,1,5,8,3,1,1,1,2,5,7,3,1,7,6,1,1,1,0,0,0,3,4157
110,15160010511,0,4,0,0,0,17724.13793,0.82,11095,10280,1092.31,192.24,577.17,285.27,37.63,3,2,0,1,1,1,1,4,62.76,2,58.38,2,10,1,1,3,4,3,1,1,2,2,2,7,3,1,6,5,1,1,1,0,0,1,1,3323
111,15160010515,0,4,0,0,0,24992,1,26357,24992,1330.54,250.97,647.07,392.52,39.98,1,1,0,0,1,0,5,6,55.98,2,56.89,2,2,1,1,3,6,3,1,1,2,2,1,2,3,1,7,6,2,1,1,0,0,0,3,7438
112,15160010521,0,3,0,0,4600,18071,1,23544,22671,1071.69,127.42,591.94,309.55,42.78,3,3,0,0,1,0,5,4,73.03,1,67.24,2,6,1,4,2,5,3,1,1,2,2,5,5,3,1,5,5,2,0,1,0,0,0,4,1975
113,15160010525,0,3,0,0,9000,20252.5,1.07,34655,33303,1214.66,125.1,452.34,588.24,48.98,3,3,0,0,1,0,7,5,69.19,1,68.36,2,9,1,2,2,6,3,1,1,1,2,1,3,1,1,1,2,3,0,0,0,0,0,3,850
114,15160010529,1,1,104.8096856,112.1463636,5075,11048.33333,1.07,19578,18333,1371.05,155.42,693.02,473.68,48.93,3,3,0,0,1,0,3,2,61.09,2,59.98,2,6,1,3,2,5,2,1,1,3,2,5,3,1,1,1,1,3,1,1,0,0,0,2,568
115,15160010537,0,3,0,0,1680,31549.16667,1.07,40932,39539,1196.92,96.74,525.46,530.82,43.9,1,1,0,0,1,0,8,8,67.73,2,67.99,2,7,1,1,2,6,4,1,1,2,1,1,3,1,1,2,3,3,1,1,1,0,0,3,1476
116,15160010550,1,1,138.1367884,147.8063636,3256,8915.492958,1.07,14116,15916,1406.71,75.56,582.29,703.82,45.04,1,1,0,0,1,1,3,1,65.26,2,62.98,2,8,1,3,6,2,5,1,1,3,3,5,5,3,2,4,4,3,1,1,0,0,0,2,392
117,15160010551,0,4,0,0,0,21054.92958,1.07,31136,29898,1783.37,317.88,872.09,546.05,47.35,2,2,0,0,1,0,6,5,53.19,3,53.88,3,7,1,1,4,6,3,1,1,2,2,2,2,3,1,4,5,3,1,0,0,0,0,3,1595
118,15160010561,0,4,0,0,12000,35238,1,48636,47238,1441.44,128.19,710.52,558.96,43.77,2,2,0,0,0,1,9,8,58.96,2,57.94,2,10,1,1,3,5,5,1,1,1,1,5,1,1,1,5,4,2,0,0,0,0,0,3,2466
119,15160010563,0,4,0,0,8400,33688.73239,1.07,57625,56238,1393.93,142.8,672.76,534.38,43.99,1,1,0,0,0,0,9,8,66.63,2,66.24,2,4,1,1,1,2,4,1,1,1,1,5,3,1,1,4,3,3,0,0,0,0,0,3,3362
120,15160010566,0,2,0,0,7280,7172.413793,0.82,6240,11440,770.25,115.65,278.95,339.15,36.5,2,2,1,0,1,1,1,1,77.06,1,76.56,1,9,1,4,2,9,3,1,1,2,2,4,6,3,1,5,4,1,1,1,0,0,0,2,567
121,15160010567,0,3,0,0,0,37700,0.82,22772,21866,945.7,179.26,426.42,306.87,33.15,1,1,0,0,1,1,4,9,60.47,2,60.51,2,1,1,1,3,6,3,1,1,2,1,2,7,3,1,6,5,1,0,0,0,0,0,3,1832
122,15160010569,0,2,0,0,3840,13825.86207,0.82,12634,11859,592.89,99.62,342.28,114.52,36.47,3,3,0,0,1,0,2,3,78.38,1,70,1,4,1,4,5,5,1,1,1,2,2,5,6,1,1,5,3,1,1,0,0,0,0,4,1039
123,15160010570,0,4,0,0,0,32521,1,33751,32521,1180.05,117.66,570.88,451.53,39.98,1,1,0,0,1,0,7,8,68.4,2,68.86,1,2,1,1,3,5,3,1,1,2,2,5,2,3,1,7,6,2,0,1,0,0,0,3,3727
124,15160010571,0,3,0,0,1000,46836.66667,1.07,58652,57204,1130.93,155.08,455.48,475.02,45.35,1,1,0,0,1,0,9,10,66.87,2,66.05,2,9,1,1,5,5,3,1,1,1,1,4,3,1,1,1,3,3,0,0,0,0,0,3,5637
125,15160010574,1,1,2.363636364,2.86,4524,8602.857143,1.21,13203,16568,1426.48,192.36,608.91,570.13,55.08,3,3,1,0,1,0,3,1,64.67,2,62.01,2,6,1,3,2,4,3,1,1,3,2,5,3,3,2,1,2,4,1,1,0,0,0,2,879
126,15160010577,0,4,0,0,0,39142,1,40972,39142,1310.85,133.1,532.77,588.9,56.08,2,88,0,0,0,1,8,9,62.13,2,61.82,2,6,0,1,4,9,5,1,3,2,2,1,1,1,1,5,4,2,0,0,0,0,0,3,3612
127,15160010580,0,4,0,0,15600,22508.69565,1.21,58092,57016,1698.05,108.23,721.66,816.7,51.46,1,1,0,0,1,0,9,6,67.15,2,64.4,2,2,1,2,6,3,5,1,1,3,2,3,5,1,1,4,2,4,1,0,0,0,0,3,2192
128,15160010584,0,4,0,0,900,54547.53086,1.21,91218,89267,4680.35,699.68,3124.28,790.77,65.62,1,88,0,0,1,0,10,10,19.14,5,21.73,4,9,0,1,4,6,5,1,3,2,1,3,3,1,1,3,4,4,0,0,0,0,0,3,2400
129,15160010585,0,3,0,0,4992,16443,1,22440,21435,884.48,111.72,202.59,526.65,43.52,3,3,0,0,0,0,4,4,78.36,1,77.82,1,2,1,4,5,7,2,1,1,2,3,1,1,1,2,5,3,2,0,0,0,0,0,4,973
130,15160010588,0,3,0,0,5200,31537.93103,0.82,24473,23492,923.21,53.8,433.73,399.21,36.47,3,2,0,0,1,1,5,8,68.03,2,67.51,2,4,1,2,2,2,3,1,1,3,2,3,7,1,1,6,5,1,0,0,0,0,0,3,1408
131,15160010593,0,3,0,0,5700,24320.68966,0.82,16799,19806,617.31,103.79,213.19,263.49,36.84,3,3,0,0,0,0,4,6,75.55,1,75.64,1,8,1,3,5,6,1,1,1,2,3,5,6,1,1,5,3,1,0,1,0,0,0,4,673
132,15160010600,1,1,112.8409091,148.95,4992,11898.125,1.32,19817,24029,1701.99,221.85,800.95,616.9,62.29,3,3,0,0,1,0,5,2,60.82,2,59.63,2,2,1,4,3,5,3,1,1,1,2,5,4,2,1,1,4,5,1,1,0,0,0,2,791
133,15160010603,0,3,0,0,3900,19175.86207,0.82,15776,15022,760.32,95.41,366.13,264.55,34.23,1,1,0,0,1,0,2,5,69.68,1,69.61,1,2,1,4,2,6,1,1,1,2,2,5,7,3,1,7,6,1,1,1,0,0,0,4,442
134,15160010608,0,4,0,0,0,60967,1,62175,60967,2429.85,203.01,1626.41,549.69,50.74,1,88,0,0,1,1,10,10,26.24,4,26.04,4,1,0,1,1,1,5,1,3,3,1,1,1,1,1,5,5,2,0,0,0,0,0,3,1333
135,15160010614,0,4,0,0,0,49525.86207,0.82,29782,28725,1995.91,70.5,1545.61,344.94,34.86,1,1,0,0,1,1,6,10,19.07,5,16.65,5,10,1,1,2,4,4,3,2,3,1,-9,7,1,1,6,5,1,0,0,0,0,0,3,2461
136,15160010618,0,4,0,0,0,31214.78873,1.07,45403,44325,1295.78,152.54,568.47,529.73,45.04,1,1,0,0,1,0,8,8,67.91,2,68.66,1,8,1,1,3,6,4,1,1,2,2,5,2,3,1,5,5,3,1,1,1,0,0,3,2898
137,15160010619,0,2,0,0,4320,13175.83333,1.07,21251,20131,1215.09,160.06,486.72,519.57,48.74,3,3,0,0,1,0,4,3,67.52,2,67.92,2,1,1,4,2,4,2,1,1,2,2,5,3,1,1,3,3,3,1,0,0,0,0,4,1042
138,15160010623,0,3,0,0,4212,23594.82759,0.82,18594,17897,834.22,125.8,403.46,269.29,35.67,3,3,0,0,0,0,3,6,67.11,2,67.95,2,7,1,3,5,5,1,1,1,2,2,3,6,1,1,5,3,1,0,0,0,0,0,4,1795
139,15160010637,0,4,0,0,13200,22740.71429,1.21,46919,45037,1560.01,112.24,663.23,735.5,49.04,1,1,0,0,1,0,8,6,67.85,2,67.47,2,5,1,1,4,8,5,1,1,1,2,4,3,1,1,2,3,4,1,0,0,0,0,3,6054
140,15160010643,0,3,0,0,5017.499968,32842.24143,0.82,19230,24066,751.85,43.08,340.85,332.25,35.67,3,3,0,0,1,0,5,8,73.72,1,74.21,1,7,1,3,5,6,1,1,1,2,3,5,7,3,1,7,6,1,1,1,0,0,0,4,664
141,15160010644,1,1,205.2838137,168.3327273,0,13703.44828,0.82,7948,7948,1133.1,283.76,636.87,179.19,33.28,1,1,1,1,1,1,1,3,55.53,2,51.14,3,6,1,1,3,5,3,1,1,2,1,1,7,3,1,6,5,1,1,1,1,0,0,3,2962
142,15160010661,1,1,154.0833333,203.39,9240,9756.147541,1.32,29789,33045,1756.43,228.38,491.73,962.54,73.78,2,2,0,0,1,0,7,2,80.85,1,80.54,1,2,1,4,3,9,5,1,1,2,2,5,3,1,2,2,3,5,1,1,0,0,0,4,758
143,15160010671,0,3,0,0,4500,22841.37931,0.82,18506,17748,665.95,91.68,224,317.4,32.87,1,1,0,0,0,0,3,6,80.13,1,79.64,1,7,1,4,5,8,3,1,1,1,3,5,6,1,1,5,4,1,0,0,0,0,0,4,1220
144,15160010677,0,3,0,0,4420,14739.65517,0.82,8549,12969,826.22,42.93,414.21,332.44,36.64,3,3,0,0,0,0,2,3,70.48,1,70.5,1,6,1,3,5,6,1,1,1,2,3,5,6,3,1,5,4,1,0,1,0,0,0,2,605
145,15160010681,1,1,11.93939394,15.76,6760,8203,1.32,16406,23166,1568.8,291.33,530.03,673.51,73.93,3,3,0,0,1,0,5,1,60.39,2,57.59,2,8,1,3,3,4,2,1,1,3,2,4,3,3,1,1,2,5,1,1,0,0,0,2,344
146,15160010686,0,3,0,0,10200,36929.31034,0.82,32781,31619,808.63,92.81,367.64,304.69,43.49,1,88,0,0,0,1,7,9,67.57,2,65.3,2,8,0,1,5,4,3,1,3,3,3,-9,6,1,1,5,3,1,0,0,0,0,0,3,8013
147,15160010696,0,3,0,0,6188,15132.6087,1.21,35539,34032,1342.43,237.3,449.05,602.78,53.3,2,2,0,0,1,0,7,3,70.88,1,70.43,1,7,1,3,3,5,3,1,1,2,2,3,5,2,1,4,4,4,1,1,0,0,0,2,618
148,15160010699,0,2,0,0,4576,10627.58621,0.82,9662,10740,757.47,141.91,295.01,271.74,48.81,3,88,0,0,0,0,1,2,73.82,1,72.88,1,2,0,4,5,6,1,1,3,1,3,-9,6,1,2,5,2,1,0,1,0,0,0,4,792
149,15160010704,0,3,0,0,6993.3188,53826.6812,1,61602,60820,1075.26,64.36,473.37,494.51,43.02,3,3,0,0,0,0,10,10,71.1,1,70.09,1,8,1,3,5,6,3,1,1,1,3,5,1,1,2,5,3,2,0,0,0,0,0,4,1534
150,15160010716,1,1,274.0807137,293.2663636,6000,10187.5,1.07,18651,18225,1552.17,180.12,793.57,531.24,47.24,3,3,0,0,1,0,3,2,60.68,2,57.41,2,5,1,2,2,3,3,1,1,3,2,3,3,1,2,3,3,3,0,1,1,0,1,1,1068
151,15160010719,0,3,0,0,6804,24598,1,32987,31402,893.63,109.28,269.51,474.13,40.71,1,88,0,0,0,1,6,6,79.85,1,79.45,1,10,1,1,4,9,4,1,1,5,2,4,1,1,1,5,4,2,0,0,0,0,0,3,4534
152,15160010724,1,1,29.15548003,31.19636364,4420,8370.422535,1.07,17000,16306,1290.1,316.47,446.9,482.74,43.99,1,1,0,0,1,0,3,1,54.38,3,53.23,3,4,1,3,5,6,2,3,1,3,3,-9,5,3,1,4,5,3,0,0,0,0,0,4,716
153,15160010725,1,1,265.4145455,265.4145455,4264,10063,1,10400,14327,1441.96,347.12,616.77,434.55,43.52,3,3,1,1,1,0,2,2,65.2,2,60.09,2,2,1,4,2,4,3,1,1,2,2,1,5,3,1,5,3,2,1,1,0,0,0,2,483
154,15160010730,0,4,0,0,7788,22157.06522,1.21,50746,48557,2182.7,133.25,1151.84,834.05,63.56,1,88,0,0,1,0,9,6,43.87,3,43.02,3,7,0,1,4,1,5,1,3,3,1,1,1,1,1,4,4,4,0,0,0,0,0,3,3046
155,15160010735,0,2,0,0,4160,12834.74576,1.21,15145,19305,1242.83,171.39,481.51,537.07,52.86,3,1,0,0,1,0,4,3,66.8,2,67.87,2,4,1,3,3,4,3,1,1,2,2,5,4,3,1,1,3,4,0,1,0,0,0,2,418
156,15160010742,0,3,0,0,389.4153923,18009.62863,0.82,11831,10835,684,67.37,265.25,306.17,45.21,2,88,0,0,1,0,1,4,74.7,1,74,1,7,0,3,5,8,1,1,3,1,2,-9,7,3,1,6,5,1,0,1,0,0,0,2,364
157,15160010747,0,4,0,0,7200,27560,1.21,47099,45784,1476.3,112.55,609.26,702.08,52.41,1,1,0,0,1,0,9,7,62.02,2,61.56,2,10,1,1,4,8,3,1,1,1,2,3,3,1,1,2,3,4,1,0,0,0,0,3,3673
158,15160010752,0,4,0,0,0,42458.62069,0.82,26413,24626,1380.85,147.07,743.51,455.41,34.86,1,1,0,0,1,1,5,9,50.28,3,47.29,3,10,1,1,4,1,5,1,1,3,2,4,7,3,1,7,6,1,0,1,0,0,0,3,2198
159,15160010753,0,4,0,0,0,49820.42254,1.07,72998,70745,1465.26,170.07,784.2,465.27,45.72,1,1,0,0,0,0,10,10,68.77,1,68.39,2,2,1,1,4,9,5,1,1,2,2,1,1,1,1,4,4,3,0,0,0,0,0,3,2126
160,15160010759,0,4,0,0,0,17722.41379,0.82,11600,10279,1119.86,180.73,573.41,333.1,32.62,1,1,0,1,1,1,1,4,65.4,2,65,2,5,1,1,1,9,4,1,1,2,2,1,6,3,1,5,4,1,1,0,0,0,0,3,2163
161,15160010761,0,4,0,0,4264,20664,1,20664,24928,1445.76,163.1,833.87,406.01,42.78,3,3,0,0,1,0,5,5,63.56,2,58.84,2,6,1,3,3,5,3,1,1,2,2,1,2,3,1,6,5,2,1,1,0,0,0,4,551
162,15160010766,0,3,0,0,0,30260,1,31490,30260,1061,63.22,464.84,489.46,43.48,2,2,0,0,1,0,6,8,63.8,2,63.16,2,2,1,1,4,8,1,1,1,2,1,5,5,1,1,5,4,2,1,0,0,0,0,3,2277
163,15160010773,0,4,0,0,10800,18932.14286,1.21,39117,37305,1592.88,222.52,669.78,649.53,51.05,1,1,0,0,1,0,8,5,66.73,2,66.37,2,9,1,1,4,8,5,1,1,2,2,1,3,1,2,3,3,4,0,0,0,0,0,3,5939
164,15160010779,0,3,0,0,1519.103462,25911.89654,1,28363,27431,961.89,154.67,402.56,366.27,38.39,1,1,0,0,1,0,6,7,66.74,2,65.89,2,7,1,4,2,4,2,1,1,4,2,1,2,3,1,7,6,2,0,1,0,0,0,4,493
165,15160010781,1,1,81.92183517,87.65636364,0,12949.29577,1.07,19313,18388,1346.56,182.44,590.63,524.38,49.11,2,2,0,0,1,0,3,3,66.3,2,67.23,2,4,1,1,3,7,3,1,1,2,2,4,2,3,1,4,5,3,1,0,0,0,0,3,1536
166,15160010787,0,3,0,0,9600,25606,1,36839,35206,1125.76,56.69,510.03,520.65,38.39,1,1,0,0,1,1,7,7,64.64,2,62.75,2,7,1,1,3,4,5,1,1,3,2,5,1,1,1,5,4,2,1,0,0,0,0,3,2417
167,15160010788,0,3,0,0,0,14333,1,15531,14333,859.25,132.28,254.69,431.57,40.71,1,1,0,0,1,0,2,3,77.88,1,77.4,1,10,1,1,1,9,3,1,1,5,2,5,2,3,1,5,6,2,1,1,1,0,0,3,2850
168,15160010789,0,3,0,0,7133.256784,33753.00554,0.82,27150,26710,589.36,92.81,287.34,165.72,43.49,1,88,0,0,0,0,5,8,65.6,2,63.46,2,8,0,2,5,4,1,1,3,3,3,-9,6,1,2,5,3,1,0,0,0,0,0,3,3865
169,15160010790,0,2,0,0,4200,8161,1,13342,12361,1140.95,131.29,515.1,456.1,38.46,1,1,0,0,0,1,2,1,67.69,2,67.29,2,4,1,2,6,2,4,1,1,3,1,3,5,1,1,5,2,2,0,0,0,0,0,3,1823
170,15160010793,0,2,0,0,3510,8827,1,13342,12337,947.77,134.1,382.39,387.76,43.52,3,3,0,0,0,0,2,1,70.47,1,70.7,1,2,1,3,5,5,2,1,1,2,2,5,1,1,2,5,2,2,0,0,0,0,0,4,585
171,15160010796,0,2,0,0,4335,10934.48276,0.82,6342,10677,573.06,91.19,338.01,110.99,32.87,1,1,0,0,1,0,1,2,78.3,1,70.9,1,7,1,4,3,5,1,1,1,2,2,5,7,1,1,7,6,1,1,1,0,0,0,2,623
172,15160010797,0,3,0,0,5044,18448.27586,0.82,12624,15744,853.54,39.79,467.88,311.64,34.23,1,1,0,0,1,0,3,4,66.42,2,65.46,2,2,1,4,2,4,1,1,1,1,2,5,7,3,1,7,6,1,0,1,0,0,0,2,363
173,15160010801,0,4,0,0,1992,39553,1,43024,41545,1223.14,139.99,538.45,503.99,40.71,1,1,0,0,1,1,8,9,60.27,2,60.84,2,10,1,1,4,6,5,1,1,2,1,4,2,3,1,6,5,2,0,0,0,0,0,3,3685
174,15160010804,0,3,0,0,5880,34516,1,41358,40396,830.31,137.98,302.07,347.24,43.02,3,3,0,0,0,0,8,8,72.28,1,72.32,1,8,1,4,5,5,1,1,1,2,3,5,1,1,1,5,2,2,0,0,0,0,0,4,675
175,15160010813,0,4,0,0,49105.87715,33809.94567,1.07,98877,97116,2774.75,190.58,1683.83,855.3,45.04,1,1,0,0,1,1,10,8,57.62,2,56.73,2,8,1,1,4,5,5,1,1,1,1,1,3,1,1,3,3,3,0,0,0,0,0,3,2716
176,15160010816,0,3,0,0,2184,38672.41379,0.82,25487,24614,656.32,86.97,265.21,270.86,33.28,1,1,0,0,0,0,5,9,76.68,1,76.09,1,6,1,1,3,9,2,1,1,2,2,5,6,1,1,5,4,1,0,0,0,0,0,3,2634
177,15160010817,0,4,0,0,4655,31908.62069,0.82,18507,23162,1073.41,97.39,650.15,291.56,34.31,1,3,0,0,1,0,5,8,62.59,2,63.87,2,1,1,3,3,4,2,1,1,2,2,5,7,3,1,6,5,1,1,1,0,0,0,4,348
178,15160010819,0,3,0,0,15600,14297,1,31280,29897,1001.82,158.39,452.03,352.01,39.39,1,1,0,0,0,0,6,3,62.9,2,61.77,2,8,1,2,5,5,2,1,1,1,3,3,1,1,1,5,2,2,0,0,0,0,0,3,3069
179,15160010825,0,4,0,0,4800,38639.43662,1.07,61189,59668,1480.94,193.26,749.79,492.54,45.35,1,1,0,0,0,0,10,9,57.79,2,56.55,2,9,1,1,4,7,4,1,1,1,1,4,5,1,1,4,4,3,0,0,0,0,0,3,7798
180,15160010829,0,4,0,0,23400,62371.66667,1.07,99483,98246,1399.1,152.44,605.53,596.09,45.04,1,1,0,0,1,1,10,10,61.37,2,59.57,2,8,1,1,2,3,5,1,1,3,2,5,3,1,1,3,3,3,0,0,0,0,0,3,8430
181,15160010831,0,2,0,0,6180,13825,1,21313,20005,1130.32,53.79,561.99,476.08,38.46,1,1,0,0,0,0,4,3,68.11,2,68.92,1,4,1,1,3,5,3,1,1,2,2,5,1,1,1,5,4,2,0,0,0,0,0,3,1979
182,15160010840,0,4,0,0,11700,38468.96552,0.82,22312,34012,1259.82,71.19,881.38,268.48,38.77,1,1,0,0,1,0,7,9,37.81,4,34.06,4,8,1,2,5,4,1,2,2,3,3,-9,7,3,1,7,6,1,1,1,1,0,0,3,6122
183,15160010844,0,4,0,0,8950,17238.43284,1.32,57057,55149,1941.3,260.33,778.28,835.16,67.53,2,2,0,0,1,0,9,4,65.8,2,67.05,2,8,1,3,3,5,5,1,1,2,2,5,3,1,1,3,4,5,1,1,0,0,0,4,1420
184,15160010848,0,3,0,0,0,28677.58621,0.82,17666,16633,884.99,39.45,443.09,369.52,32.93,1,1,0,0,1,1,3,7,66.88,2,67.72,2,4,1,1,3,5,3,1,1,2,2,5,7,3,1,7,6,1,1,1,0,0,0,3,1826
185,15160010852,0,3,0,0,3536,14952,1,14952,18488,1027.14,58.52,459.04,468.28,41.3,3,3,0,0,1,0,4,3,66.32,2,66.24,2,5,1,3,2,6,2,1,1,2,2,5,5,3,1,4,4,2,1,1,0,0,0,2,493
186,15160010856,0,3,0,0,6000,24926.76056,1.07,42321,41396,1243.17,72,557.36,569.82,43.99,1,1,0,0,1,0,8,6,65.73,2,66.71,2,4,1,1,3,5,3,1,1,2,2,5,2,1,1,5,5,3,1,0,0,0,0,3,1851
187,15160010858,0,3,0,0,5400,18755.625,1.32,36541,35409,1254.99,103.29,385.22,711.97,54.51,1,1,0,0,1,0,7,5,71.52,1,72.2,1,5,1,1,3,5,3,1,1,2,1,5,3,1,1,2,3,5,0,0,0,0,0,3,7026
188,15160010859,0,2,0,0,4500,10025,1,10161,14525,723.95,135.52,215.26,331.56,41.61,3,1,0,0,1,0,2,2,73.94,1,73.2,1,9,1,4,5,8,1,1,1,1,3,5,1,3,1,4,2,2,1,1,0,0,0,2,1147
189,15160010863,1,1,61.74426508,66.06636364,2510,7070.422535,1.07,12776,12550,1324.97,377.12,525.82,361.71,60.32,2,2,1,1,1,0,2,1,63.06,2,56.47,2,5,1,3,5,5,3,1,3,1,1,-9,4,1,2,3,3,3,0,1,0,0,0,2,463
190,15160010865,0,3,0,0,9480,19963,1,30561,29443,942.62,145.85,391.01,362.74,43.02,3,3,0,0,0,0,6,5,69.35,1,66.65,2,8,1,2,5,4,2,1,1,3,3,5,1,1,1,5,2,2,0,0,0,0,0,3,3357
191,15160010871,0,2,0,0,5408,11781.63265,1.07,11666,16954,945.48,79.15,265.11,550.96,50.26,3,3,0,0,1,0,3,2,75.93,1,75.3,1,10,1,4,5,9,2,1,1,2,3,5,4,3,1,1,1,3,0,1,0,0,0,2,548
192,15160010876,0,3,0,0,6175,26210.34483,0.82,21325,21377,610.59,85.4,217.94,273.97,33.28,1,1,0,0,0,0,4,7,80.13,1,79.56,1,6,1,4,5,9,2,1,1,2,3,5,6,1,1,5,2,1,0,1,0,0,0,4,1545
193,15160010880,1,1,535.5853866,573.0763636,5400,13647.88732,1.07,25855,24780,1831.98,197.45,1074.8,509.95,49.78,3,3,0,0,1,0,5,3,42.86,3,39.16,3,2,1,2,1,2,2,1,1,3,2,3,1,3,1,4,4,3,1,1,1,0,0,3,3076
194,15160010885,1,1,181.4958678,219.61,25500,7739.285714,1.21,38870,36335,1643.23,174.41,668.97,748.8,51.05,1,1,0,0,1,1,7,1,66.82,2,66.54,2,9,1,1,4,9,5,1,1,2,2,4,3,1,1,2,3,4,0,0,0,0,0,3,2741
195,15160010890,1,1,35.54454545,35.54454545,6000,10239.74359,1,8187,13987,1212.09,119.99,643.06,409.39,39.65,1,1,1,0,1,0,2,2,64.31,2,64.74,2,9,1,2,4,6,3,1,1,2,1,5,4,3,1,2,2,2,0,1,1,0,0,1,2875
196,15160010894,0,3,0,0,3312,29880.98592,1.07,46875,45743,1229.15,135.96,579.88,469.75,43.56,1,1,0,0,1,0,9,7,65.84,2,66.81,2,5,1,1,1,6,3,1,1,2,1,5,1,1,1,5,4,3,1,0,0,0,0,3,1154
197,15160010897,0,3,0,0,2748,16964,1,18776,19712,802.43,136.76,367.98,254.67,43.02,3,3,0,0,1,0,4,4,79.73,1,73.86,1,8,1,4,5,6,2,1,1,2,3,5,5,3,1,5,6,2,1,1,0,0,0,2,1215
198,15160010898,0,4,0,0,7093.071144,21935.77405,1.07,34649,33416,1452.69,164.51,760.85,483.34,43.99,1,1,0,0,1,0,7,6,58.88,2,57.73,2,4,1,1,1,7,3,1,1,1,2,3,3,1,2,1,3,3,0,0,0,0,0,3,3386
199,15160010899,0,2,0,0,5176.5,10447.41379,0.82,11927,11236,857.04,39.93,468.84,314.04,34.23,1,1,0,0,0,1,1,2,68.04,2,68.81,1,2,1,4,3,5,3,1,1,2,2,5,6,1,2,5,4,1,0,0,0,0,0,4,426
200,15160010911,0,4,0,0,0,28701,1,29851,28701,1757.99,150.89,912.72,650.61,43.77,2,2,0,0,1,1,6,7,55.19,2,52.38,3,10,1,1,2,3,5,1,1,3,2,1,2,3,1,6,5,2,0,0,0,0,0,3,2390
201,15160010915,0,2,0,0,7140,8317.5,1.07,18095,17121,1189.46,78.21,401.66,660.66,48.93,3,2,0,0,1,0,3,1,75.61,1,75.16,1,6,1,2,2,6,3,1,1,5,2,5,3,1,1,2,2,3,0,1,1,0,0,1,1660
202,15160010917,0,4,0,0,7800,23262.96296,1.21,46899,45486,1582.75,181.09,788.41,564.21,49.04,1,1,0,0,1,0,9,6,62.34,2,61.36,2,5,1,1,4,6,4,1,1,1,2,5,3,1,1,2,3,4,0,0,0,0,0,3,2337
203,15160010919,1,1,21.61454545,21.61454545,4264,10367.94872,1,8187,12351,1198.16,162.62,705.13,286.89,43.52,3,3,1,0,1,0,2,2,64.84,2,59.55,2,2,1,4,3,5,2,1,1,2,2,1,4,3,1,1,2,2,1,1,0,0,0,2,529
204,15160010921,0,3,0,0,0,23005.17241,0.82,14580,13343,896.13,130.27,496.68,234.32,34.86,1,1,0,0,1,1,2,6,69.4,1,64.24,2,10,1,1,3,8,4,1,1,2,2,1,7,3,1,7,6,1,1,1,0,0,0,3,2498
205,15160010928,0,4,0,0,6480,41064.16667,1.07,56953,55757,1385.88,192.74,612.17,536.52,44.45,1,1,0,0,1,0,9,9,66.18,2,65.77,2,6,1,1,1,9,4,1,1,2,2,1,3,1,1,1,3,3,0,0,0,0,0,3,4004
206,15160010942,0,2,0,0,4420,6581.034483,0.82,3817,8237,753.13,88.59,493.71,123.75,47.08,3,2,1,0,1,0,1,1,70.35,1,63.41,2,9,0,3,5,6,1,1,3,2,1,-9,7,2,1,6,5,1,1,1,0,0,0,2,513
207,15160010945,0,4,0,0,0,17970.68966,0.82,11422,10423,1073.64,315.52,544.8,180.7,32.62,1,1,0,1,1,1,1,4,59.16,2,54.2,3,5,1,1,3,6,4,1,1,2,2,1,7,3,1,7,6,1,0,1,0,0,0,3,2395
208,15160010952,0,2,0,0,6344,10678.125,1.32,17282,23429,1316.65,210.67,279.21,765.49,61.28,3,2,0,0,1,0,5,2,81.73,1,81.37,1,9,1,4,2,9,5,1,1,5,2,4,3,3,1,3,4,5,1,1,0,0,0,2,411
