,aacode,fpLIHCflg,fpLIHCqdt,fpLIHCgapEQ,fpLIHCgapUNEQ,HousingCosts,AHCIncomeEQ,AHCeqFactor,BHCeqFactor,FuelCosteqFactor,fpbasinc,fpfullinc,fuelexpn,wathcost,spahcost,litecost,cookcost,elecmop,gasmop,fpflgb,fpflgf,fpvuln,Unoc,FullincDeciles,EqAHCincDeciles,FPEER,FPEERband,sap12,EPC,gorEHS,Ongas,tenure4x,DWtype,dwage9x,FloorArea,CentralHeating,Mainfueltype,WallType,Loftins,boiler,hhcompx,emphrp3x,ethhrp2x,Ageyng,Ageold,hhsize,hhsick,CERTpriority,WFG_preApr11,WFG_postApr11,WFG_Sept12,ECO_AW,aagph1314
5876,L8164626,0,4,0,0,4944,17264.13043,1.84,1.66,1.21,37858,36710,1735.04,130.55,817.15,732.34,55,3,3,0,0,1,0,8,4,55.62,2,55.62,2,9,1,3,2,6,3,1,1,3,1,3,3,1,1,1,5,4,1,1,0,0,0,4,540
5877,L8164627,0,3,0,0,3984,26796,1,1,1,31764,30780,935.24,119.38,310.25,462.5,43.11,3,2,0,0,1,0,7,7,69.36,1,69.36,1,9,1,3,5,8,1,1,1,2,2,3,2,3,1,4,5,2,0,0,0,0,0,4,785
5878,L8164907,0,3,0,0,9360,21349,1,1,1,32152,30709,1226.54,142.59,594.86,450.18,38.91,1,1,0,0,0,0,7,6,63.06,2,63.06,2,9,1,1,3,7,4,1,1,1,1,3,4,1,1,2,3,2,0,0,0,0,0,3,1740
5879,L8164918,0,3,0,0,7200,17825,1,1,1,26144,25025,753.38,96.49,183.47,434.51,38.91,1,1,0,0,0,0,6,5,81.2,1,81.2,1,9,1,2,5,6,2,1,1,1,3,5,1,1,1,3,4,2,0,0,0,0,0,3,1141
5880,L8164922,0,3,0,0,0,36013.7931,0.58,0.67,0.82,21727,20888,801.99,101.05,380.08,287.54,33.32,1,1,0,0,1,0,4,9,71.34,1,71.34,1,9,1,1,5,5,2,1,1,1,3,5,7,1,1,4,5,1,0,0,0,0,0,3,2526
5881,L8165002,0,3,0,0,4500,23608,1,1,1,25554,28108,794.28,80.49,326.85,350.2,36.74,3,3,0,0,1,0,6,6,65.24,2,65.24,2,9,1,3,1,5,1,1,1,1,2,4,2,3,1,4,6,2,0,1,0,0,0,4,511
5882,L8165006,1,1,529.9740496,641.2686,15081.79579,-3142.28032,1.84,1.66,1.21,9300,9300,2173.54,324.36,1198.77,600.32,50.09,1,1,1,1,0,0,1,1,45.77,3,45.77,3,9,1,2,3,5,4,1,1,2,1,2,5,3,1,2,1,4,0,1,0,0,0,3,1058
5883,L8165009,0,3,0,0,4900,13571.66667,1.2,1.2,1.07,22027,21186,904.44,168.5,261.78,426.25,47.91,2,2,0,0,1,0,5,3,73.53,1,73.53,1,9,1,3,5,5,2,1,1,1,3,4,3,3,1,1,3,3,0,0,0,0,0,4,850
5884,L8165010,0,4,0,0,0,26679.57746,1.42,1.33,1.07,39969,37885,1628.69,320.48,693.43,570.29,44.49,1,1,0,0,1,1,8,7,55.5,2,55.5,2,9,1,1,4,5,5,1,1,1,2,1,3,3,1,1,5,3,0,0,0,0,0,3,2073
5885,L8165017,0,4,0,0,0,15013.7931,0.58,0.67,0.82,9670,8708,1260.26,247.68,693.39,285.87,33.32,1,1,1,1,1,0,1,4,50.47,3,50.47,3,9,1,1,2,6,2,1,1,2,2,1,7,3,1,4,5,1,0,1,0,0,0,3,6787
5886,L8165024,0,4,0,0,0,46053.52113,1.42,1.33,1.07,67742,65396,2172.73,108.26,1045.17,974.81,44.49,1,1,0,0,0,1,10,10,71.06,1,71.06,1,9,1,1,4,4,5,1,1,1,2,4,1,1,1,3,4,3,0,0,0,0,0,3,7762
5887,L8165501,0,4,0,0,0,46531.03448,0.58,0.67,0.82,28318,26988,1160.49,112.23,667.09,347.85,33.32,1,1,0,0,0,1,6,10,52.55,3,52.55,3,9,1,1,3,2,3,1,1,3,2,3,6,1,1,3,4,1,0,0,0,0,0,3,4093
5888,L8165506,0,4,0,0,0,72968.47826,1.84,1.66,1.21,100000,100000,4795.51,396.97,3168.25,1166.74,63.55,1,88,0,0,1,1,10,10,39.3,3,39.3,3,9,0,1,4,2,5,1,3,3,1,1,3,1,1,1,5,4,1,1,0,0,0,3,2308
5889,L8165508,0,3,0,0,0,54483,1,1,1,56900,54483,1216.32,157.72,534.24,485.45,38.91,1,1,0,0,1,1,9,10,64.75,2,64.75,2,9,1,1,4,9,5,1,1,3,2,4,2,3,1,5,6,2,0,1,0,0,0,3,4130
5890,L8165511,0,2,0,0,4683.0842,4124.251026,0.78,0.87,1,8045,7900,1029.87,121.87,460.56,408.53,38.91,1,1,1,1,1,0,1,1,70.51,1,70.51,1,9,1,2,2,7,3,1,1,3,2,4,4,1,1,1,2,2,0,1,1,0,0,1,2874
5891,L8165515,0,3,0,0,5820,17125.83333,1.2,1.2,1.07,27660,26371,1086.92,158.67,339.65,540.69,47.91,2,2,0,0,1,0,6,4,78.18,1,78.18,1,9,1,1,3,9,4,1,1,3,2,4,3,1,1,1,2,3,0,0,0,0,0,3,2316
5892,L8165519,0,2,0,0,6912,11028.92157,2.04,1.86,1.32,30539,29411,1215.22,212.69,360.79,586.07,55.67,1,1,0,0,1,0,7,2,72.95,1,72.95,1,9,1,4,2,6,3,1,1,1,1,4,3,1,1,1,3,5,0,0,0,0,0,4,367
5893,L8165520,0,3,0,0,0,14206.86275,2.04,1.86,1.32,30755,28982,1438.03,208.64,763.08,410.64,55.67,1,1,0,0,1,0,6,3,76.27,1,76.27,1,9,1,1,4,6,5,1,1,1,1,5,3,1,1,1,3,5,0,0,0,0,0,3,2138
5894,L8165523,0,3,0,0,0,63293,1,1,1,64582,63293,546.34,147.94,475.38,-115.89,38.91,1,1,0,0,1,0,10,10,89.59,1,89.59,1,9,1,1,1,6,3,1,1,3,2,1,2,3,1,4,5,2,0,0,0,0,0,3,1919
5895,L8165525,0,3,0,0,3600,20036,1,1,1,24925,23636,860.84,160.45,273.54,387.94,38.91,1,1,0,0,0,0,5,5,74.28,1,74.28,1,9,1,1,2,8,3,1,1,1,2,4,1,1,1,3,3,2,0,0,0,0,0,3,4793
5896,L8167003,0,3,0,0,3293.4366,24290.4695,1.2,1.2,1.07,33903,32442,1259.25,189.07,509.42,516.27,44.49,1,1,0,0,1,0,7,6,69.22,1,69.22,1,9,1,2,2,5,4,1,1,1,2,1,3,1,1,1,3,3,1,1,1,0,0,3,1140
5897,L8167010,0,4,0,0,14004.67505,60611.04617,1.84,1.66,1.21,100000,100000,1741.33,178.52,713.33,799.39,50.09,1,1,0,0,1,1,10,10,66.95,2,66.95,2,9,1,1,4,6,5,1,1,1,2,4,5,1,1,2,4,4,1,0,0,0,0,3,3406
5898,L8167017,0,3,0,0,4160,18768.96552,0.58,0.67,0.82,12732,15046,614.11,107.34,344.84,127.87,34.06,1,3,0,0,1,0,3,5,79.04,1,71.82,1,9,1,4,5,8,1,1,1,2,3,5,7,3,1,5,6,1,0,1,0,0,0,2,547
5899,L8167019,0,4,0,0,16800,66861.41304,1.84,1.66,1.21,100000,100000,1899.48,294.04,855.38,686.51,63.55,1,88,0,0,1,0,10,10,59.33,2,59.33,2,9,0,1,4,9,5,1,3,1,2,1,3,1,1,2,4,4,1,0,0,0,0,3,3315
5900,L8168602,0,4,0,0,17400,41892.14286,1.4,1.4,1.21,77836,76049,2488.29,219.47,1330.25,888.48,50.09,1,1,0,0,1,0,10,9,67.24,2,67.24,2,9,1,2,1,9,5,1,1,1,2,3,3,1,1,1,3,4,0,0,0,0,0,3,1169
5901,L8168603,0,2,0,0,12600,8785,1.4,1.4,1.21,26686,24899,1085.67,374.03,181.94,479.61,50.09,1,1,0,0,1,0,6,2,68.17,2,68.17,2,9,1,2,5,9,2,1,1,1,3,2,3,1,2,1,3,4,0,0,0,0,0,3,1683
5902,L8168610,0,3,0,0,9600,24922,1,1,1,35496,34522,786.2,173.85,223.41,339.51,49.43,1,1,0,0,1,0,7,7,77.72,1,77.72,1,9,0,1,5,9,2,1,3,1,2,-9,1,1,1,3,2,2,1,0,0,0,0,3,3385
5903,L8168611,0,3,0,0,4472,20434,1,1,1,20434,24906,937.75,165.57,388.67,341.66,41.85,3,1,0,0,1,0,6,5,64.04,2,64.04,2,9,1,4,3,5,1,1,1,1,2,1,1,1,1,3,4,2,1,1,0,0,0,4,833
5904,L8168613,0,3,0,0,0,34546.55172,0.58,0.67,0.82,21011,20037,760.52,186.08,376.77,173.98,23.69,1,88,0,0,1,0,4,9,66.29,2,66.29,2,9,0,1,5,8,2,1,2,1,3,-9,7,3,1,5,6,1,1,1,0,0,0,3,3356
5905,L8168614,0,4,0,0,0,59325,1,1,1,60787,59325,2020.89,254.85,1134.9,592.23,38.91,1,1,0,0,1,1,10,10,56.15,2,56.15,2,9,1,1,4,7,5,1,1,2,2,4,2,1,1,4,5,2,1,0,0,0,0,3,1453
5906,L8168616,0,4,0,0,8552,19569.23077,0.78,0.87,1,18013,23816,1429.79,260.71,636.97,489.39,42.72,3,3,0,0,1,0,5,5,56.74,2,56.74,2,9,1,2,5,6,3,1,1,2,3,1,4,1,1,1,2,2,1,1,1,0,0,3,1916
5907,L8168803,0,4,0,0,0,32943.10345,0.58,0.67,0.82,20034,19107,1214.86,182.47,715.44,283.63,33.32,1,1,0,0,0,0,4,8,43.06,3,43.06,3,9,1,2,4,2,2,1,1,3,1,1,6,1,1,3,2,1,0,0,0,0,0,3,1117
5908,L8168804,0,3,0,0,12000,28696.66667,1.2,1.2,1.07,47871,46436,1291,156.19,613.25,477.07,44.49,1,1,0,0,1,0,9,8,58.03,2,58.03,2,9,1,2,3,4,3,1,1,2,1,4,3,1,1,1,2,3,0,0,0,0,0,3,2178
5909,L8168814,0,2,0,0,10500,13098.36957,1.84,1.66,1.21,35717,34601,1043.81,188.46,357.36,447.9,50.09,1,1,0,0,1,0,7,3,65.56,2,65.56,2,9,1,2,6,3,1,1,1,3,3,5,3,3,2,2,5,4,0,1,1,0,0,1,1408
5910,L8168818,0,2,0,0,6864,12465.25424,1.18,1.27,1.21,14870,21573,744.51,192.14,344.13,153.24,55,3,3,0,0,1,0,5,3,91,1,88.09,1,9,1,4,1,9,4,1,1,1,2,4,4,1,1,1,2,4,0,1,0,0,0,2,333
5911,L8168821,0,3,0,0,8772,25571.68142,2.26,1.99,1.32,67942,66564,1475.01,151.45,451.89,810.54,61.13,3,3,0,0,0,0,10,7,68.47,2,68.47,2,9,1,1,3,5,3,1,1,1,2,4,1,1,1,2,3,5,0,0,0,0,0,3,1108
5912,L8168824,0,3,0,0,7280,14692,1,1,1,23350,21972,1126.12,136.7,500.96,445.35,43.11,3,2,0,0,1,0,5,3,67.96,2,67.96,2,9,1,4,3,4,3,1,1,1,1,5,2,1,1,3,5,2,1,0,0,0,0,4,346
5913,L8169801,0,4,0,0,0,34671.83099,1.42,1.33,1.07,51879,49234,1746.11,112.66,770.58,814.96,47.91,2,2,0,0,1,1,9,9,67.45,2,67.45,2,9,1,1,4,7,5,1,1,1,2,4,2,1,1,2,5,3,0,0,0,0,0,3,4924
5914,L8169807,0,3,0,0,7800,16006.86275,2.04,1.86,1.32,42041,40454,1426.02,272.02,449.56,644.5,59.94,2,2,0,0,1,0,8,4,70.16,1,70.16,1,9,1,4,1,9,4,1,1,2,2,1,3,1,1,1,2,5,1,0,0,0,0,4,324
5915,L8169817,0,3,0,0,6144,13772.77778,1.8,1.8,1.32,30549,30935,1570.29,260.37,503.02,740.95,65.95,2,2,0,0,1,0,7,3,72.46,1,72.46,1,9,1,2,4,7,4,1,1,1,2,5,3,3,1,1,2,5,1,1,1,0,0,3,2587
5916,L8169822,0,4,0,0,4320,75667.24138,0.58,0.67,0.82,50074,48207,1225.26,110,636.16,445.78,33.32,1,1,0,0,0,1,9,10,72.28,1,72.28,1,9,1,1,4,9,5,1,1,2,2,4,6,1,1,3,3,1,0,0,0,0,0,3,2287
5917,L8169823,0,3,0,0,12600,21413,1,1,1,31330,34013,776.29,139.22,216.18,379.01,41.88,2,2,0,0,1,0,7,6,79.58,1,79.58,1,9,1,2,5,9,2,1,1,1,3,5,1,1,1,3,2,2,1,1,0,0,0,3,2420
5918,L8174703,0,3,0,0,7500,30112.5,1.2,1.2,1.07,44650,43635,860.77,220.23,156.96,435.67,47.91,2,2,0,0,1,0,9,8,75.96,1,75.96,1,9,1,2,5,8,1,1,1,2,3,4,3,1,1,1,2,3,0,0,0,0,0,3,1454
5919,L8174706,0,3,0,0,5160,23170.68966,0.58,0.67,0.82,19614,18599,589.5,158.88,87.42,284.11,59.09,3,88,0,0,1,0,4,6,82.5,1,82.5,1,9,0,2,5,5,1,1,2,3,3,-9,6,1,1,3,2,1,1,0,0,0,0,3,2815
5920,L8174708,0,3,0,0,4464,13717.24138,0.58,0.67,0.82,7956,12420,1026.56,188.9,520.89,260.84,55.93,2,88,1,0,1,0,2,3,51.51,3,51.51,3,9,0,4,6,4,1,1,2,2,3,-9,6,3,1,3,3,1,1,1,0,0,0,2,1104
5921,L8174711,1,1,101.4770732,83.2112,4472,12339.65517,0.58,0.67,0.82,8045,11629,1121.61,299.8,507.11,278.83,35.87,2,88,1,0,1,0,2,3,54.09,3,54.09,3,9,1,4,3,8,1,1,1,1,2,1,6,3,1,3,4,1,1,1,0,0,0,2,1175
5922,L8174713,0,2,0,0,5014.057256,9213.942744,1,1,1,9214,14228,666.53,140.13,158.26,307.25,60.89,1,88,0,0,1,0,2,2,83.26,1,75.81,1,9,0,4,5,9,1,1,2,1,3,-9,2,3,1,3,5,2,1,1,0,0,0,2,1074
5923,L8174716,0,2,0,0,4680,6328,1,1,1,6588,11008,1029.85,115.35,426.79,444.99,42.72,3,3,1,0,1,0,1,1,67.27,2,67.27,2,9,1,3,2,4,2,1,1,1,1,3,5,3,1,2,2,2,1,1,0,0,0,4,1726
5924,L8174717,0,2,0,0,59468.20986,-7410.706661,0.58,0.67,0.82,56565,55170,1015.88,100.75,538.36,343.45,33.32,1,1,0,0,1,1,9,1,61.33,2,61.33,2,9,1,1,4,4,4,1,1,3,2,5,7,1,1,4,5,1,0,0,0,0,0,3,2033
5925,L8174718,0,4,0,0,0,46512,1,1,1,48710,46512,1482.26,138.54,666.69,638.12,38.91,1,1,0,0,1,1,9,10,74.56,1,74.56,1,9,1,1,4,9,5,1,1,1,2,4,2,3,1,4,5,2,0,0,0,0,0,3,2652
5926,L8178601,0,2,0,0,4004,12789.65517,0.58,0.67,0.82,7524,11422,790.33,104.88,346.45,302.42,36.58,3,3,1,0,0,0,2,3,71,1,71,1,9,1,3,5,6,2,1,1,2,1,4,6,3,1,3,3,1,0,1,0,0,0,2,768
5927,L8178602,0,4,0,0,6600,22222.32143,2.24,2.06,1.32,57795,56378,1979.09,227.67,950.46,739.7,61.26,1,1,0,0,1,0,10,6,56.63,2,56.63,2,9,1,1,2,3,5,1,1,3,2,5,3,1,1,1,3,5,0,0,0,0,0,3,5272
5928,L8178607,0,2,0,0,4560,12690.74074,1.62,1.53,1.21,26064,25119,1502.83,206.21,625.62,616,55,3,3,0,0,1,0,6,3,63.54,2,63.53,2,9,1,1,2,6,4,1,1,3,2,5,3,1,1,1,4,4,1,0,0,0,0,3,1629
5929,L8178608,0,2,0,0,4108,13132.5,1.2,1.2,1.07,18316,19867,973.25,155.27,385.52,383.6,48.86,3,3,0,0,1,0,4,3,77.15,1,71.74,1,9,1,3,2,6,3,1,1,3,1,4,3,3,1,1,1,3,0,1,0,0,0,4,503
5930,L8178611,0,4,0,0,7200,19571.19565,1.84,1.66,1.21,44313,43211,1787.9,252.11,972.41,513.29,50.09,1,1,0,0,0,0,9,5,35.59,4,35.59,4,9,1,1,3,4,3,1,1,3,1,2,1,1,1,2,3,4,0,0,0,0,0,3,1994
5931,L8178614,0,3,0,0,8131.536888,17775.46311,1,1,1,26852,25907,672.93,130.64,144.04,359.34,38.91,1,1,0,0,0,0,6,5,82.57,1,82.54,1,9,1,2,5,9,2,1,1,1,3,5,1,1,1,2,1,2,0,0,0,0,0,3,2741
5932,L8178616,0,4,0,0,6720,17917.14286,1.4,1.4,1.21,32906,31804,1680.9,180.14,855.04,595.63,50.09,1,1,0,0,1,0,7,5,61.1,2,61.1,2,9,1,1,1,3,5,1,1,3,2,5,3,1,1,1,3,4,0,0,0,0,0,3,1466
5933,L8178619,0,2,0,0,4576,8082.967033,1.82,1.73,1.32,16749,19287,1254.08,192.01,408.79,597.61,55.67,1,1,0,0,1,0,4,1,71.95,1,71.95,1,9,1,3,2,6,3,1,1,2,1,4,3,3,2,1,3,5,0,1,0,0,0,2,1804
5934,L8178620,0,3,0,0,4660.615385,16247.49164,1.84,1.66,1.21,35658,34556,1191.79,179.51,393.01,568.06,51.21,1,3,0,0,1,0,7,4,73.27,1,73.27,1,9,1,3,2,6,3,1,1,2,2,4,1,1,1,2,3,4,1,1,0,0,0,4,629
5935,L8178621,0,3,0,0,0,18260.34483,0.58,0.67,0.82,11417,10591,805.62,106.36,472.44,193.5,33.32,1,1,0,0,1,1,1,5,71.08,1,66.18,2,9,1,1,2,7,4,1,1,2,2,4,7,3,1,4,5,1,0,0,0,0,0,1,808
5936,L8178626,0,4,0,0,7440,32655.83333,1.2,1.2,1.07,48359,46627,1611.33,173.96,890.86,502.02,44.49,1,1,0,0,1,0,9,8,54.46,3,54.46,3,9,1,1,4,8,4,1,1,2,1,3,3,1,1,1,4,3,1,0,0,0,0,3,4219
5937,L8178702,0,4,0,0,7020,14976,1,1,1,23316,21996,1304.03,203.66,592.22,469.24,38.91,1,1,0,0,0,0,5,4,54.45,3,54.45,3,9,1,2,2,7,3,1,1,2,2,1,1,1,1,3,4,2,0,0,0,0,0,3,1748
5938,L8178705,0,3,0,0,6900,27949,1,1,1,36004,34849,923.79,98.06,339.89,446.93,38.91,1,1,0,0,0,0,7,7,72.62,1,72.62,1,9,1,2,2,8,2,1,1,2,2,4,5,1,1,2,4,2,0,0,0,0,0,3,1244
5939,L8178706,0,3,0,0,0,46655.17241,0.58,0.67,0.82,28050,27060,802.23,110.65,359.42,297.76,34.4,1,2,0,0,1,0,6,10,74.01,1,74.01,1,9,1,1,3,9,2,1,1,3,2,5,7,3,1,4,5,1,1,0,0,0,0,3,2054
5940,L8178723,0,2,0,0,0,8922.413793,0.58,0.67,0.82,6041,5175,799.64,104.2,487.85,178.28,29.31,1,1,1,1,1,0,1,2,66.96,2,60.9,2,9,1,1,3,9,2,1,1,2,2,1,7,1,1,5,6,1,0,1,0,0,0,3,2195
5941,L8178725,0,2,0,0,10670.55885,4972.441152,1,1,1,6292,15643,1224.82,183.98,592.24,409.69,38.91,1,1,1,0,0,0,3,1,61.37,2,61.37,2,9,1,2,3,8,3,1,1,2,1,1,5,1,1,2,3,2,0,1,0,0,0,3,1784
5942,L8180203,0,3,0,0,11760,44907.5,1.2,1.2,1.07,67263,65649,1036.43,243.43,262.42,482.67,47.91,2,2,0,0,1,0,10,10,70.71,1,70.71,1,9,1,2,2,9,2,1,1,1,2,1,3,1,1,1,3,3,0,0,0,0,0,3,3428
5943,L8180204,0,4,0,0,0,15000,0.58,0.67,0.82,9910,8700,1204.62,109.9,687.78,371.07,35.87,2,2,1,1,1,1,1,4,59.47,2,59.47,2,9,1,1,3,4,3,1,1,3,2,5,7,3,1,4,5,1,0,1,0,0,1,1,2006
5944,L8180206,0,3,0,0,5395,20671,1,1,1,27501,26066,1019.17,169.41,400.32,406.72,42.72,3,3,0,0,1,0,6,6,68.4,2,68.4,2,9,1,3,5,5,2,1,1,2,3,4,1,1,1,3,3,2,1,0,0,0,0,4,1200
5945,L8180209,1,1,321.8115152,424.7912,22027,97.34513274,2.26,1.99,1.32,24220,22247,2096.36,258.07,1066.05,710.54,61.7,3,2,0,0,0,0,5,1,51.6,3,51.6,3,9,1,2,1,6,4,1,1,2,1,3,5,3,2,2,1,5,0,1,0,0,0,3,3037
5946,L8180214,0,2,0,0,20165,1152.173913,1.84,1.66,1.21,23720,22285,1285.72,233.18,485.45,517,50.09,1,1,0,0,0,0,5,1,64.89,2,64.89,2,9,1,2,2,6,3,1,1,2,1,3,5,3,1,2,1,4,0,1,0,0,0,3,1512
5947,L8180216,0,4,0,0,0,26437.93103,0.58,0.67,0.82,16410,15334,1115.5,139.16,612.92,330.1,33.32,1,1,0,0,1,1,3,7,53.85,3,53.85,3,9,1,1,1,5,3,1,1,2,2,1,7,3,1,4,5,1,0,0,0,0,0,3,1861
5948,L8180224,0,4,0,0,7800,15417.93478,1.84,1.66,1.21,37424,36169,1921.56,329.92,937.82,600.4,53.42,2,3,0,0,0,0,8,4,46.55,3,46.55,3,9,1,1,3,5,3,1,1,3,1,1,5,1,1,2,2,4,0,0,0,0,0,3,1309
5949,L8180226,0,3,0,0,5772,18334.48276,0.58,0.67,0.82,10634,16406,964.51,129.63,480.39,317.91,36.58,3,3,0,0,1,0,3,5,65.29,2,65.29,2,9,1,4,3,8,2,1,1,2,2,4,7,3,1,4,5,1,1,1,0,0,0,2,314
5950,M1001503,0,4,0,0,0,15031,1,1,1,16490,15031,1805.51,198.42,1021.36,545.25,40.48,1,1,1,1,1,1,2,3,55.84,2,55.55,2,1,1,1,4,8,5,1,1,2,1,1,2,1,1,4,5,2,1,1,1,0,0,3,959
5951,M1001507,0,2,0,0,4200,11140.625,1.6,1.6,1.32,23484,22025,1603.3,208.69,682.96,653.72,57.93,1,1,0,0,1,0,5,2,65.38,2,64.95,2,1,1,2,3,6,4,1,1,1,2,5,3,3,1,1,2,5,0,1,1,0,0,1,2600
5952,M1001509,0,3,0,0,0,45291,1,1,1,47297,45291,1170.4,230.45,639.83,259.64,40.48,1,1,0,0,1,1,9,9,74.46,1,74.13,1,1,1,1,4,9,5,1,1,1,2,1,2,3,1,3,5,2,0,0,0,0,0,3,9418
5953,M1001514,0,3,0,0,7092,17448.33333,1.2,1.2,1.07,29124,28030,901.2,155.65,250.02,449.24,46.29,1,1,0,0,1,0,6,4,74.93,1,74.36,1,1,1,1,1,9,2,1,1,1,2,5,3,1,1,1,3,3,0,0,0,0,0,3,2184
5954,M1001517,0,3,0,0,2600,19172.41379,0.58,0.67,0.82,11120,13720,739.71,46.07,477.96,178.06,37.62,2,2,0,0,1,0,2,5,75.07,1,66.28,2,1,1,3,3,4,1,1,1,1,2,5,7,3,1,4,5,1,1,1,0,0,0,2,416
5955,M1001523,0,4,0,0,0,17001.42857,1.4,1.4,1.21,24896,23802,1707.58,180.48,828.21,644.56,54.33,3,1,0,0,1,0,5,4,59.01,2,58.58,2,1,1,1,3,5,4,1,1,1,1,5,3,3,1,1,4,4,1,0,0,0,0,3,2450
5956,M1002302,1,1,163.2453659,133.8612,4680,5310.344828,0.58,0.67,0.82,3744,7760,1172.26,102.54,747.35,285.08,37.29,3,3,1,1,0,0,1,1,62.96,2,62.34,2,1,1,2,6,3,1,1,1,2,1,5,6,2,1,3,4,1,0,1,0,0,0,3,4300
5957,M1002304,0,4,0,0,3264,18496.42857,1.4,1.4,1.21,30277,29159,1851.76,113.82,948.26,737.57,52.11,1,1,0,0,1,0,6,5,59,2,58.62,2,1,1,1,2,5,4,1,1,1,2,3,3,1,1,1,3,4,1,0,0,0,0,3,2199
5958,M1002306,0,2,0,0,4160,8448.275862,0.58,0.67,0.82,5044,9060,877.47,119.49,441.83,278.86,37.29,3,3,1,0,1,0,1,1,67.67,2,66.98,2,1,1,2,6,4,1,1,1,3,2,3,6,2,1,3,4,1,1,1,0,0,0,3,2118
5959,M1002309,1,1,779.3342424,1028.7212,8400,8040.196078,2.04,1.86,1.32,26292,24802,2700.29,220.62,1635.02,786.72,57.93,1,1,1,1,1,0,5,1,38.32,4,37.98,4,1,1,2,4,4,4,1,1,2,2,1,3,1,1,1,3,5,0,0,0,0,0,3,1327
5960,M1002312,0,3,0,0,7800,25099.28571,1.4,1.4,1.21,44616,42939,1159.4,178.72,366.81,561.76,52.11,1,1,0,0,1,0,8,7,75.31,1,74.88,1,1,1,2,4,9,3,1,1,1,2,4,3,1,1,1,2,4,0,0,0,0,0,3,1197
5961,M1002313,0,3,0,0,5820,34520.42254,1.42,1.33,1.07,55957,54839,1057.68,163.69,382.73,464.97,46.29,1,1,0,0,1,0,9,8,74.04,1,73.54,1,1,1,4,2,5,3,1,1,1,2,5,3,1,1,1,3,3,0,0,0,0,0,4,888
5962,M1002316,0,2,0,0,4056,7875.862069,0.58,0.67,0.82,5304,8624,840.58,20.87,391.28,393.76,34.67,1,1,1,0,1,1,1,1,74.88,1,74.42,1,1,1,4,1,9,3,1,1,1,2,5,6,3,1,3,4,1,1,1,0,0,0,2,535
5963,M1002321,0,4,0,0,5040,21401.72414,0.58,0.67,0.82,12413,17453,1087.65,209.54,574.96,243.32,59.83,1,88,0,0,1,0,3,6,64.18,2,56.63,2,1,0,4,1,9,2,1,2,1,2,-9,7,3,1,4,5,1,1,1,0,0,0,2,832
5964,M1002322,0,3,0,0,3640,14724.13793,0.58,0.67,0.82,9516,12180,748.85,103.3,496.93,111.33,37.29,3,3,0,0,1,0,2,3,72.33,1,63.09,2,1,1,4,3,5,1,1,1,1,2,5,6,3,1,2,1,1,1,1,0,0,0,2,2321
5965,M1002324,0,2,0,0,4944,4432,1,1,1,5200,9376,1251.06,136.95,657.67,412.88,43.56,3,3,1,1,1,0,1,1,66.7,2,66.2,2,1,1,4,2,4,2,1,1,3,1,5,1,2,1,2,1,2,1,1,0,0,0,4,519
5966,M1002325,0,4,0,0,5044,17076.76056,1.42,1.33,1.07,30411,29293,1671.44,196.62,785.41,639.6,49.81,3,3,0,0,0,0,6,4,70.05,1,69.69,1,1,1,4,2,4,5,1,1,1,1,3,1,1,1,3,4,3,0,0,0,0,0,4,388
5967,M1003304,1,1,1178.891405,1426.4586,5567.9229,11259.34079,1.4,1.4,1.21,22890,21331,2958.73,346.72,1863.23,681.01,67.77,1,88,1,1,1,0,4,2,24.61,4,24.37,4,1,0,2,4,2,4,1,3,3,2,1,3,1,1,1,3,4,0,0,0,0,0,3,957
5968,M1003305,0,4,0,0,0,42901,1,1,1,44806,42901,2002.06,297.08,994.75,640.43,69.8,1,1,0,0,1,1,8,9,34.71,4,34.42,4,1,0,1,4,4,4,1,3,3,1,1,2,3,1,4,5,2,1,1,1,0,0,3,2063
5969,M1003308,0,4,0,0,0,14303,1,1,1,14495,14303,1833.99,176.82,1280.59,319.75,56.83,2,88,1,1,1,0,2,3,37.71,4,32.67,4,1,0,1,4,1,3,1,3,3,2,1,5,3,1,3,5,2,1,1,1,1,1,1,4780
5970,M1003319,1,1,439.32,439.32,4797,11838,1,1,1,17674,16635,1705.66,215.83,915.9,504.13,69.8,1,88,0,1,1,0,3,2,52.87,3,52.39,3,1,0,4,3,9,3,1,2,2,2,-9,2,3,1,4,6,2,1,1,0,0,0,4,1265
5971,M1003322,0,4,0,0,4500,45735,1,1,1,51621,50235,1293.2,125.16,601.33,526.23,40.48,1,1,0,0,0,1,9,10,67.53,2,67.2,2,1,1,1,3,4,5,1,1,1,2,5,1,1,1,3,3,2,0,0,0,0,0,3,4004
5972,M1003323,0,4,0,0,4368,21421,1,1,1,26828,25789,1301.35,260.6,613.55,374.49,52.71,1,88,0,0,1,0,5,6,40.91,3,40.39,3,1,0,3,1,5,2,1,3,1,1,1,2,3,1,4,5,2,1,1,0,0,0,4,849
5973,M1006902,0,3,0,0,4300,16188.33333,1.2,1.2,1.07,24820,23726,1166.59,168.22,533.21,415.35,49.81,3,3,0,0,1,0,5,4,76.7,1,71.01,1,1,1,4,2,7,3,1,1,1,2,5,4,1,1,1,3,3,0,1,0,0,0,2,720
