,aacode,fpLIHCflg,fpLIHCqdt,fpLIHCgapEQ,fpLIHCgapUNEQ,HousingCosts,AHCIncomeEQ,AHCeqFactor,BHCeqFactor,FuelCosteqFactor,fpbasinc,fpfullinc,fuelexpn,wathcost,spahcost,litecost,cookcost,elecmop,gasmop,fpflgb,fpflgf,fpvuln,Unoc,FullincDeciles,EqAHCincDeciles,FPEER,FPEERband,sap12,EPC,gorEHS,Ongas,tenure4x,DWtype,dwage9x,FloorArea,CentralHeating,Mainfueltype,WallType,Loftins,boiler,hhcompx,emphrp3x,ethhrp2x,Ageyng,Ageold,hhsize,hhsick,CERTpriority,WFG_preApr11,WFG_postApr11,WFG_Sept12,ECO_AW,aagph1314
5778,L8134502,0,4,0,0,6624.115848,35605.55222,1.42,1.33,1.07,58052,57184,1419.06,164.28,619.98,586.46,48.34,3,3,0,0,1,0,10,9,66.87,2,66.87,2,8,1,3,5,5,4,1,1,2,2,5,5,1,2,2,3,3,1,0,0,0,0,4,554
5779,L8134503,0,4,0,0,5512,15408,1,1,1,18013,20920,1351.69,133.25,783.43,392.73,42.28,3,3,0,0,1,0,4,4,54.83,2,54.83,2,8,1,3,5,5,2,1,1,3,1,5,4,1,2,1,3,2,0,1,0,0,0,4,1249
5780,L8134504,1,1,162.998843,197.2286,8320,9913.586957,1.84,1.66,1.21,25079,26561,1729.5,217.21,815.01,642.86,54.42,3,3,0,0,1,0,6,2,63.93,2,63.93,2,8,1,4,1,7,4,1,1,2,1,3,3,2,2,1,3,4,0,1,0,0,0,4,857
5781,L8134521,0,3,0,0,14220,45121,1,1,1,60642,59341,708.63,128.23,152.36,389.05,38.99,1,1,0,0,0,0,10,10,81.88,1,81.88,1,8,1,1,5,9,3,1,1,1,3,4,1,1,1,3,2,2,0,0,0,0,0,3,2947
5782,L8134524,0,2,0,0,17160,12256.33803,1.42,1.33,1.07,35576,34564,1188.94,165.05,502.93,472.62,48.34,3,3,0,0,1,0,7,3,60.51,2,60.51,2,8,1,2,5,5,2,1,1,3,3,5,5,1,2,3,5,3,1,0,0,0,0,3,561
5783,L8134530,0,3,0,0,14752.4026,15171.01776,0.98,1.07,1.07,23602,29620,999.72,105.63,212.41,633.67,48.01,2,2,0,0,1,0,7,4,81.88,1,81.88,1,8,1,3,5,9,4,1,1,1,3,5,4,1,2,1,2,3,0,1,0,0,0,4,324
5784,L8136802,0,2,0,0,5772,3577,1,1,1,4800,9349,1158.76,125.08,622.39,372.3,38.99,1,1,1,1,1,0,1,1,57.23,2,57.23,2,8,1,3,5,3,2,1,1,3,3,4,5,3,2,2,1,2,1,1,0,0,0,4,522
5785,L8136805,0,2,0,0,8008,1258,1,1,1,3172,9266,1181.76,159.01,583.51,400.25,38.99,1,1,1,1,1,0,1,1,62.62,2,62.62,2,8,1,4,2,8,3,1,1,2,1,4,5,3,2,2,4,2,1,1,0,0,0,2,679
5786,L8136813,0,3,0,0,0,20093.10345,0.58,0.67,0.82,12832,11654,628.56,90.18,301.84,194.07,42.47,1,88,0,0,1,0,2,5,66.24,2,66.24,2,8,0,2,5,4,1,1,3,3,3,-9,7,3,1,5,6,1,0,1,0,0,0,1,2260
5787,L8136829,0,2,0,0,4732,3914.285714,1.4,1.4,1.21,5480,10212,1014.13,201.01,276.61,482.47,54.04,2,2,1,0,1,0,1,1,72.71,1,72.71,1,8,1,3,5,8,2,1,1,2,3,5,3,3,1,1,3,4,1,1,0,0,0,2,1803
5788,L8137405,1,1,86.61,86.61,5040,9902,1,1,1,11700,14942,1352.95,176.19,688.86,419.91,67.99,3,88,1,0,1,0,3,2,51.84,3,51.84,3,8,0,3,5,6,2,1,2,2,3,-9,5,1,2,3,4,2,1,1,0,0,0,4,577
5789,L8137409,0,4,0,0,13800,40758.33333,1.2,1.2,1.07,64223,62710,1465.51,232.87,712.58,475.47,44.59,1,1,0,0,1,0,10,9,54.52,2,54.52,2,8,1,2,2,4,3,1,1,3,2,1,3,1,1,1,3,3,0,0,0,0,0,3,1582
5790,L8137410,0,3,0,0,15600,81923.33333,1.2,1.2,1.07,100000,100000,898.85,152.12,204.86,497.28,44.59,1,1,0,0,1,0,10,10,80.85,1,80.85,1,8,1,1,5,9,4,1,1,1,3,4,3,1,2,1,3,3,0,0,0,0,0,3,3455
5791,L8137414,0,2,0,0,5252,12995,1.2,1.2,1.07,21855,20846,951.64,165.86,310.3,427.14,48.34,3,3,0,0,1,0,4,3,72.4,1,72.4,1,8,1,3,5,5,2,1,1,3,3,5,4,1,1,1,3,3,1,1,0,0,0,2,1127
5792,L8137418,0,4,0,0,16800,15429.16667,1.2,1.2,1.07,29842,35315,1643.34,160.81,948.27,489.67,44.59,1,1,0,0,1,0,8,4,49.73,3,49.73,3,8,1,2,3,4,4,1,1,3,1,4,4,1,1,1,3,3,1,1,1,0,0,3,1220
5793,L8137423,1,1,553.2020561,591.9262,14400,6705,1.2,1.2,1.07,8046,22446,1946.91,162.88,1267.25,468.44,48.34,3,3,1,0,1,0,5,1,32.57,4,32.57,4,8,1,2,5,4,2,1,1,3,1,5,4,3,1,1,3,3,1,1,1,0,1,1,2500
5794,L8137802,0,4,0,0,416,26894,1,1,1,27310,27310,1635.38,189.51,937.27,466.32,42.28,3,3,0,0,0,1,6,7,44.78,3,44.78,3,8,1,2,4,5,4,1,1,2,1,2,1,1,1,3,4,2,0,0,0,0,0,3,2250
5795,L8137810,0,3,0,0,4800,14964.78873,1.42,1.33,1.07,27110,26050,881.77,167.37,279.06,387,48.34,3,3,0,0,1,0,6,4,71.76,1,71.76,1,8,1,3,5,7,1,1,1,2,2,5,3,1,1,1,3,3,0,0,0,0,0,4,648
5796,L8137817,0,2,0,0,14400,11506.12245,0.98,1.07,1.07,11458,25676,1057.63,190.63,358.48,460.18,48.34,3,3,0,0,1,0,6,2,66.83,2,66.83,2,8,1,3,5,5,2,1,1,1,3,3,4,1,2,1,2,3,0,1,0,0,0,2,521
5797,L8137819,1,1,357.8656075,382.9162,12600,7900.704225,1.42,1.33,1.07,11752,23819,1737.9,156.77,1037.45,499.09,44.59,1,1,1,0,1,0,5,1,46.84,3,46.84,3,8,1,2,1,4,3,1,1,3,1,5,5,2,2,2,4,3,1,1,0,0,0,3,2661
5798,L8137822,0,2,0,0,16200,-955,1,1,1,16608,15245,1241.24,206.09,582.11,411.06,41.98,2,2,0,0,1,0,3,1,57.89,2,57.89,2,8,1,2,2,5,2,1,1,2,1,1,5,3,1,3,4,2,1,0,0,0,0,3,2754
5799,L8137825,0,3,0,0,8840,27870,1.6,1.6,1.32,54795,53432,1112.98,231.92,279.11,541.88,60.07,2,2,0,0,1,0,9,7,73.46,1,73.46,1,8,1,4,5,6,2,1,1,2,3,5,3,1,2,1,3,5,0,0,0,0,0,4,800
5800,L8137826,0,4,0,0,0,56498.27586,0.58,0.67,0.82,34018,32769,1446.15,231.2,820.25,361.32,33.38,1,1,0,0,1,1,7,10,38.49,4,38.49,4,8,1,1,3,4,4,1,1,3,1,1,7,3,1,5,6,1,1,1,0,0,0,3,3304
5801,L8138901,0,3,0,0,8580,14478.20513,0.78,0.87,1,13276,19873,1083.85,134.62,491.94,415.01,42.28,3,3,0,0,1,0,4,3,68.16,2,68.16,2,8,1,4,6,2,3,1,1,3,3,5,4,1,1,1,2,2,0,1,0,0,0,2,3708
5802,L8138902,0,3,0,0,15600,69948.27586,0.58,0.67,0.82,56984,56170,845.13,109.69,355.35,344.14,35.95,2,2,0,0,0,1,10,10,68.3,2,68.3,2,8,1,1,5,5,3,1,1,3,3,5,6,1,1,3,3,1,0,0,0,0,0,3,2030
5803,L8138914,0,3,0,0,23835.4,19324.3662,1.42,1.33,1.07,52108,51276,1037.65,143.53,380.85,456.64,56.63,1,88,0,0,0,0,9,5,69.2,1,69.2,1,8,0,2,5,3,3,1,3,3,3,-9,5,1,2,2,2,3,0,0,0,0,0,3,1125
5804,L8138916,1,1,299.6478049,245.7112,12000,-11468.96552,0.58,0.67,0.82,945,5348,1284.11,292.35,683.66,261.7,46.4,3,88,1,1,1,0,1,1,31.94,4,31.94,4,8,0,2,6,2,1,2,2,3,3,-9,6,1,2,3,3,1,1,1,0,0,1,1,942
5805,L8138919,0,3,0,0,27300,100000,0.58,0.67,0.82,100000,100000,1006.6,100.6,562.19,310.43,33.38,1,1,0,0,0,0,10,10,59.26,2,59.26,2,8,1,2,5,2,2,1,1,3,3,5,6,3,1,3,4,1,0,0,0,0,0,3,1804
5806,L8138921,0,4,0,0,18002.10039,100000,1,1,1,100000,100000,2206.18,110.13,1526.45,527.62,41.98,2,2,0,0,0,1,10,10,21.26,4,21.25,4,8,1,2,2,2,5,1,2,3,2,1,1,1,1,3,4,2,0,0,0,0,0,3,2117
5807,L8140706,0,3,0,0,6240,13703.44828,0.58,0.67,0.82,11660,14188,799.35,115.37,309.66,338.37,35.95,2,2,0,0,1,1,2,3,71.31,1,71.31,1,8,1,3,5,5,3,1,1,1,3,4,7,3,1,4,5,1,0,1,0,0,0,2,2396
5808,L8140712,0,2,0,0,5044,9662.068966,0.58,0.67,0.82,5720,10648,910.59,154.21,489,224.91,42.47,1,1,1,0,1,0,1,2,56.16,2,56.16,2,8,1,3,5,4,1,1,3,3,3,-9,6,3,1,3,4,1,1,1,0,0,0,4,666
5809,L8140716,0,3,0,0,7525.2026,15130.13901,1.42,1.33,1.07,30629,29010,946.06,167.75,304.48,413.02,60.81,2,2,0,0,1,0,6,4,81.75,1,77.07,1,8,1,3,5,7,4,1,3,1,3,-9,2,3,1,3,5,3,0,1,0,0,0,4,914
5810,L8140722,0,2,0,0,5964.4026,7643.5974,1,1,1,9448,13608,830.11,135.92,263.94,387.97,42.28,3,3,0,0,0,0,2,1,75.49,1,75.49,1,8,1,3,5,5,2,1,1,1,3,5,5,3,1,2,3,2,0,1,0,0,0,2,736
5811,L8140723,0,3,0,0,16237.99377,40404.00623,1,1,1,57672,56642,1239.64,119,764.79,306.3,49.55,1,1,0,0,1,0,10,9,44.38,3,44.38,3,8,1,2,6,2,1,1,3,3,3,-9,4,1,1,1,3,2,0,0,0,0,0,3,1283
5812,L8140727,0,4,0,0,0,40495.06173,1.62,1.53,1.21,67810,65602,2103.35,174.45,1131.61,747.1,50.19,1,1,0,0,1,0,10,9,66.94,2,66.94,2,8,1,1,2,6,5,1,1,2,1,4,3,1,1,1,3,4,0,0,0,0,0,3,2952
5813,L8140728,0,3,0,0,12000,37260,1,1,1,50438,49260,1006.94,153.2,461.56,353.19,38.99,1,1,0,0,0,0,9,9,58.24,2,58.24,2,8,1,1,6,2,1,1,1,3,3,3,1,1,1,3,4,2,0,0,0,0,0,3,2896
5814,L8144117,0,4,0,0,0,39034.50704,1.42,1.33,1.07,56414,55429,1570.08,186.39,846.94,492.16,44.59,1,1,0,0,1,0,9,9,48.19,3,48.19,3,8,1,1,3,5,3,1,1,2,1,3,4,1,1,1,3,3,0,0,0,0,0,3,2898
5815,L8144701,0,2,0,0,6760,13247.82609,1.38,1.47,1.32,18282,25042,1161.61,215.04,295.06,591.02,60.49,3,3,0,0,1,0,6,3,71.83,1,71.83,1,8,1,3,5,6,2,1,1,2,3,4,4,3,1,1,3,5,0,1,0,0,0,2,532
5816,L8144702,0,3,0,0,3276,16653.84615,0.78,0.87,1,13666,16266,1127.31,137.92,505.87,441.24,42.28,3,3,0,0,1,0,3,4,70.33,1,70.33,1,8,1,3,5,6,3,1,1,2,3,4,4,3,1,1,3,2,1,1,0,0,0,2,1109
5817,L8144705,0,4,0,0,10621.99439,64753.00561,1,1,1,76871,75375,1269.66,124.93,722.33,383.41,38.99,1,1,0,0,0,0,10,10,57.04,2,57.04,2,8,1,1,5,3,3,1,1,3,2,5,1,1,1,3,3,2,0,0,0,0,0,3,9101
5818,L8144709,0,3,0,0,7600,19883,1,1,1,23566,27483,1198.91,137.89,585.22,433.52,42.28,3,3,0,0,0,0,6,5,66.96,2,66.96,2,8,1,3,5,6,3,1,1,3,3,4,4,1,1,2,4,2,0,1,0,0,0,4,771
5819,L8144710,0,3,0,0,5512,13960,1,1,1,20781,19472,908.03,149.3,346.98,369.77,41.98,2,2,0,0,1,0,4,3,69.65,1,69.65,1,8,1,3,5,5,2,1,1,3,3,4,5,1,1,3,5,2,1,0,0,0,0,4,1784
5820,L8144714,1,1,297.5291589,318.3562,6968,10365.30612,0.98,1.07,1.07,11458,17126,1673.34,170,942.87,512.13,48.34,3,3,1,0,1,0,3,2,52.26,3,52.26,3,8,1,3,3,4,3,1,1,3,2,5,4,3,1,1,2,3,0,1,0,0,0,2,619
5821,L8144715,1,1,493.7509091,597.4386,20364,2951.428571,1.4,1.4,1.21,26926,24496,2129.71,185.93,1212.94,680.65,50.19,1,1,0,0,1,0,5,1,58.42,2,58.42,2,8,1,1,3,4,5,1,1,2,1,5,3,1,1,1,3,4,0,0,0,0,0,3,2894
5822,L8144718,1,1,626.9492562,758.6086,27000,11043.57143,1.4,1.4,1.21,44891,42461,2290.88,244.23,1323.39,673.07,50.19,1,1,0,0,1,0,8,2,51.52,3,51.52,3,8,1,2,3,4,5,1,1,3,1,4,3,1,1,1,3,4,0,0,0,0,0,3,3667
5823,L8144722,0,4,0,0,13800,17880.28169,1.42,1.33,1.07,38247,39190,1390.7,181.64,617.73,546.74,44.59,1,1,0,0,1,0,8,5,70.04,1,70.04,1,8,1,2,1,9,5,1,1,2,1,1,4,1,1,1,3,3,0,1,1,0,0,1,4019
5824,L8147007,0,4,0,0,0,24656.66667,1.2,1.2,1.07,30729,29588,1425.32,194.82,644.71,537.78,48.01,2,2,0,0,1,0,7,7,59.58,2,59.58,2,8,1,1,1,6,3,1,1,1,2,1,3,1,2,1,3,3,0,0,0,0,0,3,2577
5825,L8147030,0,3,0,0,15294.42587,16269.97361,0.98,1.07,1.07,21054,31239,1137.26,188.38,382.95,518.12,47.81,2,3,0,0,1,0,7,4,70.39,1,70.39,1,8,1,2,2,9,3,1,1,1,2,1,4,1,2,1,3,3,0,1,1,0,0,1,10319
5826,L8148302,0,2,0,0,10200,11639,1,1,1,23150,21839,1186.93,203.95,449.43,472.18,61.37,1,88,0,0,0,0,5,2,70.85,1,70.85,1,8,0,2,5,7,4,1,2,2,3,-9,1,3,2,3,3,2,0,0,0,0,0,3,3500
5827,L8148303,0,3,0,0,12000,16696,1,1,1,30170,28696,1120.42,181.71,479.22,417.21,42.28,3,3,0,0,0,0,6,4,65.47,2,65.47,2,8,1,1,2,8,3,1,1,2,1,1,1,1,2,3,4,2,0,0,0,0,0,3,1795
5828,L8148323,0,4,0,0,0,24558.4507,1.42,1.33,1.07,36347,34873,2022.56,198.49,1214.73,561,48.34,3,3,0,0,0,0,8,7,44.3,3,44.3,3,8,1,1,1,4,4,1,1,3,2,3,1,1,2,2,3,3,0,0,0,0,0,3,8024
5829,L8150903,0,3,0,0,12600,24188,1,1,1,37880,36788,1118.37,143.69,592.21,343.48,38.99,1,1,0,0,0,0,8,6,49.42,3,49.42,3,8,1,2,6,2,1,1,1,3,3,3,1,1,1,3,3,2,0,0,0,0,0,3,1479
5830,L8150904,0,4,0,0,0,24414.28571,1.4,1.4,1.21,35954,34180,2293.02,245.31,1293.82,703.7,50.19,1,1,0,0,1,0,7,7,48.2,3,48.2,3,8,1,1,1,2,5,1,1,3,2,4,3,1,1,1,4,4,0,0,0,0,0,3,2631
5831,L8150905,1,1,399.72,399.72,5304,11667,1,1,1,18199,16971,1666.06,152.05,947,524.56,42.45,3,2,0,0,1,1,3,2,45.9,3,45.9,3,8,1,4,6,2,4,1,1,3,1,3,1,1,1,3,4,2,1,0,0,0,0,4,1344
5832,L8150920,0,2,0,0,6720,8533,1,1,1,16465,15253,1021.28,134.23,459.84,384.93,42.28,3,3,0,0,1,0,3,2,66.19,2,66.2,2,8,1,3,5,5,2,1,1,2,1,5,4,1,2,1,3,2,0,1,0,0,0,2,711
5833,L8150923,0,2,0,0,2912,9449.166667,1.2,1.2,1.07,11458,14251,1108.89,167.29,379.46,513.6,48.54,3,2,0,0,1,0,2,2,70.05,1,70.05,1,8,1,4,5,5,3,1,1,3,3,5,4,2,1,1,3,3,0,1,0,0,0,2,3198
5834,L8150925,0,4,0,0,26400,26019.28571,1.4,1.4,1.21,64796,62827,2271.5,232.56,1306.67,682.08,50.19,1,1,0,0,1,0,10,7,48.54,3,48.54,3,8,1,2,4,4,5,1,1,3,1,4,3,3,1,1,4,4,0,0,0,0,0,3,2014
5835,L8153802,0,3,0,0,3848,17101.72414,0.58,0.67,0.82,14487,13767,785.63,107.59,357.18,284.28,36.58,3,3,0,0,0,0,2,4,71.79,1,71.79,1,9,1,3,5,7,2,1,1,3,3,5,6,1,1,3,3,1,0,0,0,0,0,4,653
5836,L8153817,0,2,0,0,5200,7828.873239,1.42,1.33,1.07,12831,16317,744.65,158.53,128.11,413.52,44.49,1,1,0,0,1,0,3,1,81.38,1,81.38,1,9,1,4,5,9,2,1,1,3,3,4,1,2,1,3,4,3,1,1,0,0,0,2,1529
5837,L8153820,0,3,0,0,4316,15396.47887,1.42,1.33,1.07,27221,26179,880.8,165.4,537.11,129.43,48.86,3,3,0,0,0,0,6,4,78.69,1,78.69,1,9,1,3,1,5,2,1,1,2,2,4,3,1,1,2,4,3,0,1,0,0,0,4,586
5838,L8154903,0,4,0,0,0,63527,1,1,1,65272,63527,1786.79,333.34,877.01,523.6,52.84,2,88,0,0,1,1,10,10,42.38,3,42.39,3,9,0,1,3,2,5,1,3,2,2,1,1,1,1,3,5,2,0,0,0,0,0,3,1887
5839,L8154905,0,4,0,0,6984,22119.28571,1.4,1.4,1.21,39220,37951,1568.21,178.49,661.96,677.67,50.09,1,1,0,0,1,0,8,6,59.72,2,59.72,2,9,1,1,3,5,4,1,1,1,2,1,3,1,1,1,3,4,1,1,1,0,0,3,1909
5840,L8154906,1,1,195.8,195.8,5356,10130.76923,0.78,0.87,1,8045,13258,1462.14,162.05,784.93,446.22,68.94,3,88,1,1,1,0,2,2,50.61,3,50.61,3,9,0,4,2,9,2,1,2,3,2,-9,4,2,1,1,2,2,0,1,0,0,0,2,256
5841,L8154908,0,4,0,0,0,33802,1,1,1,35547,33802,2069.46,150.99,1144.15,735.41,38.91,1,1,0,0,1,1,7,8,69.25,1,69.25,1,9,1,1,4,5,5,1,1,1,1,1,2,3,1,4,5,2,1,0,0,0,0,3,3581
5842,L8154911,1,1,49.55719626,53.0262,3600,13617.60563,1.42,1.33,1.07,20775,22937,1408.01,163.22,709.97,485.96,48.86,3,3,0,0,1,0,5,3,58.85,2,58.85,2,9,1,3,5,6,3,1,1,2,3,5,1,2,1,2,3,3,1,1,0,0,0,4,787
5843,L8154916,0,4,0,0,12000,49254,1,1,1,63316,61254,1341.44,146.83,569.93,585.77,38.91,1,1,0,0,0,1,10,10,73.66,1,73.66,1,9,1,1,4,9,5,1,1,3,2,4,1,1,1,3,4,2,0,0,0,0,0,3,2640
5844,L8154919,0,4,0,0,0,20923.91304,1.84,1.66,1.21,39927,38500,1630.14,262.98,735.07,582,50.09,1,1,0,0,1,0,8,6,56,2,56,2,9,1,2,3,5,4,1,1,1,2,2,3,1,1,1,4,4,1,0,0,0,0,3,745
5845,L8154922,0,4,0,0,1812,16863.7931,0.58,0.67,0.82,12425,11593,1378.84,263.38,733.65,325.88,55.93,2,88,1,1,0,0,2,4,41.07,3,41.06,3,9,0,1,1,3,1,1,2,3,2,-9,6,1,1,3,4,1,0,0,0,0,0,3,1759
5846,L8155102,0,4,0,0,0,25125,1,1,1,26672,25125,1394.15,135.85,745.15,474.24,38.91,1,1,0,0,1,0,6,7,55.02,2,55.02,2,9,1,1,4,6,3,1,1,1,2,1,2,3,1,4,5,2,0,0,0,0,0,3,3231
5847,L8155110,0,2,0,0,0,7387.931034,0.58,0.67,0.82,5187,4285,890.58,107.43,500.44,249.39,33.32,1,1,1,1,0,0,1,1,56.51,2,56.51,2,9,1,1,6,2,1,1,1,3,1,5,6,2,1,3,4,1,0,1,0,0,0,3,2570
5848,L8155113,0,3,0,0,6120,40693,1,1,1,48188,46813,1134.45,91.39,517.69,486.46,38.91,1,1,0,0,0,0,9,9,68.97,1,68.97,1,9,1,1,3,5,3,1,1,2,1,5,1,1,1,2,2,2,0,0,0,0,0,3,7463
5849,L8155120,0,3,0,0,960,20045,1.2,1.2,1.07,26389,25014,1304.95,216.57,534.94,508.95,44.49,1,1,0,0,1,0,6,5,64.34,2,64.34,2,9,1,2,2,7,3,1,1,3,2,1,3,1,2,1,3,3,0,0,0,0,0,3,1562
5850,L8155504,0,3,0,0,7320,15095,1,1,1,22086,22415,1213.9,124.98,665.54,384.47,38.91,1,1,0,0,1,0,5,4,57.66,2,57.66,2,9,1,2,6,2,2,1,1,3,3,5,2,3,1,4,5,2,1,1,1,0,0,3,1779
5851,L8155508,1,1,119.92,119.92,0,11811,1,1,1,13246,11811,1386.26,124.47,687.6,535.28,38.91,1,1,1,1,1,1,2,2,65.17,2,65.17,2,9,1,1,3,5,5,1,1,1,2,5,2,3,1,4,5,2,0,1,1,0,0,3,3631
5852,L8155515,1,1,223.6880374,239.3462,5750,8475.352113,1.42,1.33,1.07,18901,17785,1594.33,267.99,755.45,522.03,48.86,3,3,0,0,1,0,4,1,51.9,3,51.9,3,9,1,4,2,5,3,1,1,2,2,2,3,1,1,1,4,3,1,0,0,0,0,4,385
5853,L8155520,0,2,0,0,12000,5800,1.62,1.53,1.21,23150,21396,1444.26,251.96,494.16,648.05,50.09,1,1,0,0,1,0,5,1,73.61,1,73.61,1,9,1,2,3,9,5,1,1,1,2,1,3,1,1,1,3,4,0,0,0,0,0,3,1127
5854,L8155521,0,3,0,0,7236.532389,19613.46761,1,1,1,28285,26850,1106.85,163.65,455.13,449.16,38.91,1,1,0,0,1,1,6,5,66.94,2,66.94,2,9,1,1,4,9,4,1,1,1,2,1,2,3,1,4,6,2,1,1,0,0,0,3,1843
5855,L8155524,0,2,0,0,4732,6358.62069,0.58,0.67,0.82,4420,8420,1026.46,208.95,506.87,277.32,33.32,1,1,1,1,0,0,1,1,57.15,2,57.15,2,9,1,4,3,6,2,1,1,1,1,1,6,1,1,3,4,1,0,1,0,0,0,4,343
5856,L8160404,0,4,0,0,0,26084.28571,1.4,1.4,1.21,39083,36518,2117.9,227.46,1069.07,771.28,50.09,1,1,0,0,1,1,8,7,57.61,2,57.61,2,9,1,1,4,6,5,1,1,1,1,1,3,1,1,1,3,4,0,0,0,0,0,3,4123
5857,L8160406,0,4,0,0,13200,22462.14286,1.4,1.4,1.21,46528,44647,1894.16,197.05,912.43,730.76,53.92,2,2,0,0,1,0,9,6,66.72,2,66.72,2,9,1,1,3,4,5,1,1,2,1,5,3,1,1,1,3,4,0,0,0,0,0,3,1768
5858,L8160409,0,4,0,0,18000,50131,1,1,1,70354,68131,1313.1,221.05,567.13,486.01,38.91,1,1,0,0,0,1,10,10,63.81,2,63.81,2,9,1,1,4,5,5,1,1,1,2,1,1,1,1,3,3,2,0,0,0,0,0,3,2878
5859,L8160411,0,3,0,0,4472,15929.31034,0.58,0.67,0.82,12284,13711,929.54,285.36,449.46,171.03,23.69,1,88,0,0,1,0,2,4,52.16,3,52.16,3,9,0,4,5,5,1,1,2,2,3,-9,7,3,1,4,5,1,0,1,0,0,0,4,908
5860,L8160414,0,3,0,0,4472,14315.51724,0.58,0.67,0.82,12728,12775,822.97,129.23,386.71,273.71,33.32,1,1,0,0,1,0,2,3,68.42,2,68.42,2,9,1,4,2,6,2,1,1,2,2,4,7,3,1,5,6,1,0,1,0,0,0,4,556
5861,L8160416,0,2,0,0,0,11782,1,1,1,11782,11782,1181.41,125.65,646.74,370.11,38.91,1,1,1,1,1,1,2,2,71.77,1,68.22,2,9,1,1,3,5,5,1,1,1,2,5,2,3,1,5,6,2,1,1,1,0,0,1,2132
5862,L8160423,0,3,0,0,0,39259.15493,1.42,1.33,1.07,57642,55748,1337.02,251.15,466.42,574.96,44.49,1,1,0,0,0,1,10,9,69.22,1,69.22,1,9,1,1,3,5,5,1,1,1,2,4,1,1,1,2,4,3,0,0,0,0,0,3,2543
5863,L8160426,0,4,0,0,0,23270.68966,0.58,0.67,0.82,15164,13497,1979.52,261.67,1319.43,365.1,33.32,1,1,1,1,1,1,2,6,21.27,4,21.27,4,9,1,1,4,2,4,1,1,3,2,1,7,3,1,5,6,1,1,1,0,0,0,3,9431
5864,L8161801,0,3,0,0,4316,26694.82759,0.58,0.67,0.82,15639,19799,817.44,114.63,383.89,282.34,36.58,3,3,0,0,1,0,4,7,69.86,1,69.86,1,9,1,3,5,7,2,1,1,2,2,5,7,3,1,4,5,1,0,1,0,0,0,2,496
5865,L8161805,0,4,0,0,0,51052,1,1,1,53700,51052,1953.54,169.83,1158.79,586.01,38.91,1,1,0,0,1,1,9,10,55.5,2,55.5,2,9,1,1,4,5,5,1,1,2,2,1,2,3,1,4,5,2,1,0,0,0,0,3,1846
5866,L8161809,0,2,0,0,5280,11709.16667,1.2,1.2,1.07,14487,19331,891.11,154.56,317.46,374.6,44.49,1,1,0,0,1,0,4,2,69.21,1,69.21,1,9,1,4,3,5,1,1,1,1,2,5,4,1,1,1,4,3,1,1,0,0,0,2,707
5867,L8161813,0,3,0,0,7878,14039.65517,0.58,0.67,0.82,10590,16021,708.17,72.79,386.45,201.96,46.97,1,88,0,0,1,0,3,3,74.89,1,68.52,1,9,0,4,5,8,2,1,2,1,3,-9,7,3,1,4,5,1,1,1,0,0,0,4,521
5868,L8161816,1,1,175.6234146,144.0112,5124,12365.51724,0.58,0.67,0.82,13284,12296,1182.41,73.88,726.77,348.44,33.32,1,1,0,0,1,0,2,3,56.76,2,56.76,2,9,1,4,3,4,2,1,1,1,1,4,7,3,1,4,5,1,1,0,0,0,0,4,326
5869,L8164601,0,3,0,0,0,25235,1.2,1.2,1.07,31266,30282,909.45,167.3,230.38,467.28,44.49,1,1,0,0,1,0,7,7,74.41,1,74.41,1,9,1,1,5,5,2,1,1,1,3,5,3,1,1,1,3,3,0,0,0,0,0,3,2557
5870,L8164609,0,4,0,0,8400,29877.71739,1.84,1.66,1.21,64850,63375,1630.86,181.03,779.39,620.35,50.09,1,1,0,0,1,0,10,8,61.99,2,61.99,2,9,1,1,3,4,4,1,1,1,2,5,1,1,1,2,4,4,1,0,0,0,0,3,2739
5871,L8164613,0,4,0,0,6941.517879,27294.82724,1.84,1.66,1.21,59295,57164,2280.19,139.26,1178.5,912.34,50.09,1,1,0,0,1,0,10,7,65.19,2,65.19,2,9,1,1,4,8,5,1,1,1,2,1,3,1,1,1,3,4,0,0,0,0,0,3,5929
5872,L8164614,0,4,0,0,0,26789.65517,0.58,0.67,0.82,16644,15538,1290.77,114.44,761.26,381.75,33.32,1,1,0,0,1,1,3,7,53.88,3,53.87,3,9,1,1,3,3,5,1,1,2,1,3,6,3,1,3,3,1,1,1,1,0,0,3,6034
5873,L8164619,1,1,112.52,112.52,0,13593,1,1,1,14741,13593,1378.86,208.74,507.96,596.91,65.25,2,88,0,1,1,0,2,3,60.63,2,60.62,2,9,0,1,2,6,3,1,2,1,2,-9,2,3,1,4,5,2,1,1,1,0,0,3,2297
5874,L8164620,0,4,0,0,0,15263,1,1,1,16411,15263,1402.5,126.03,676.14,557.22,43.11,3,2,0,0,1,0,3,4,60.56,2,60.56,2,9,1,1,3,6,3,1,1,1,1,3,2,3,1,4,5,2,0,0,0,0,0,3,1403
5875,L8164621,0,2,0,0,6084,10265.38462,0.78,0.87,1,11449,14091,1145.62,101.16,501.3,500.44,42.72,3,3,1,0,1,0,2,2,64.07,2,64.07,2,9,1,4,5,9,2,1,1,1,1,5,4,1,1,1,2,2,0,1,0,0,0,2,1162
